year,month, format: day,hour,forecast,value  location:60_124 Start : 20120101 ,date,addDate,timeStamp
,0,,,,,,,
2012,1,1,200,4,302,2012-01-01,0,2012-01-01
2012,1,1,200,7,322,2012-01-01,0,2012-01-01
2012,1,1,200,10,322,2012-01-01,0,2012-01-01
2012,1,1,200,13,326,2012-01-01,0,2012-01-01
2012,1,1,200,16,304,2012-01-01,0,2012-01-01
2012,1,1,200,19,305,2012-01-01,0,2012-01-01
2012,1,1,200,22,315,2012-01-01,1,2012-01-02
2012,1,1,200,25,315,2012-01-01,1,2012-01-02
2012,1,1,200,28,315,2012-01-01,1,2012-01-02
2012,1,1,200,31,270,2012-01-01,1,2012-01-02
2012,1,1,200,34,270,2012-01-01,1,2012-01-02
2012,1,1,200,37,270,2012-01-01,1,2012-01-02
2012,1,1,200,40,270,2012-01-01,1,2012-01-02
2012,1,1,200,43,270,2012-01-01,1,2012-01-02
2012,1,1,200,46,270,2012-01-01,2,2012-01-03
2012,1,1,200,49,270,2012-01-01,2,2012-01-03
2012,1,1,500,4,322,2012-01-01,0,2012-01-01
2012,1,1,500,7,322,2012-01-01,0,2012-01-01
2012,1,1,500,10,326,2012-01-01,0,2012-01-01
2012,1,1,500,13,304,2012-01-01,0,2012-01-01
2012,1,1,500,16,305,2012-01-01,0,2012-01-01
2012,1,1,500,19,315,2012-01-01,1,2012-01-02
2012,1,1,500,22,315,2012-01-01,1,2012-01-02
2012,1,1,500,25,315,2012-01-01,1,2012-01-02
2012,1,1,500,28,270,2012-01-01,1,2012-01-02
2012,1,1,500,31,270,2012-01-01,1,2012-01-02
2012,1,1,500,34,270,2012-01-01,1,2012-01-02
2012,1,1,500,37,270,2012-01-01,1,2012-01-02
2012,1,1,500,40,270,2012-01-01,1,2012-01-02
2012,1,1,500,43,270,2012-01-01,2,2012-01-03
2012,1,1,500,46,270,2012-01-01,2,2012-01-03
2012,1,1,800,4,317,2012-01-01,0,2012-01-01
2012,1,1,800,7,319,2012-01-01,0,2012-01-01
2012,1,1,800,10,318,2012-01-01,0,2012-01-01
2012,1,1,800,13,307,2012-01-01,0,2012-01-01
2012,1,1,800,16,0,2012-01-01,1,2012-01-02
2012,1,1,800,19,238,2012-01-01,1,2012-01-02
2012,1,1,800,22,273,2012-01-01,1,2012-01-02
2012,1,1,800,25,268,2012-01-01,1,2012-01-02
2012,1,1,800,28,11,2012-01-01,1,2012-01-02
2012,1,1,800,31,0,2012-01-01,1,2012-01-02
2012,1,1,800,34,323,2012-01-01,1,2012-01-02
2012,1,1,800,37,233,2012-01-01,1,2012-01-02
2012,1,1,800,40,270,2012-01-01,2,2012-01-03
2012,1,1,800,43,270,2012-01-01,2,2012-01-03
2012,1,1,800,46,270,2012-01-01,2,2012-01-03
2012,1,1,800,49,270,2012-01-01,2,2012-01-03
2012,1,1,800,52,321,2012-01-01,2,2012-01-03
2012,1,1,800,55,315,2012-01-01,2,2012-01-03
2012,1,1,1100,4,319,2012-01-01,0,2012-01-01
2012,1,1,1100,7,318,2012-01-01,0,2012-01-01
2012,1,1,1100,10,307,2012-01-01,0,2012-01-01
2012,1,1,1100,13,0,2012-01-01,1,2012-01-02
2012,1,1,1100,16,238,2012-01-01,1,2012-01-02
2012,1,1,1100,19,273,2012-01-01,1,2012-01-02
2012,1,1,1100,22,268,2012-01-01,1,2012-01-02
2012,1,1,1100,25,11,2012-01-01,1,2012-01-02
2012,1,1,1100,28,0,2012-01-01,1,2012-01-02
2012,1,1,1100,31,323,2012-01-01,1,2012-01-02
2012,1,1,1100,34,233,2012-01-01,1,2012-01-02
2012,1,1,1100,37,270,2012-01-01,2,2012-01-03
2012,1,1,1100,40,270,2012-01-01,2,2012-01-03
2012,1,1,1100,43,270,2012-01-01,2,2012-01-03
2012,1,1,1100,46,270,2012-01-01,2,2012-01-03
2012,1,1,1100,49,321,2012-01-01,2,2012-01-03
2012,1,1,1100,52,315,2012-01-01,2,2012-01-03
2012,1,1,1400,4,318,2012-01-01,0,2012-01-01
2012,1,1,1400,7,307,2012-01-01,0,2012-01-01
2012,1,1,1400,10,0,2012-01-01,1,2012-01-02
2012,1,1,1400,13,238,2012-01-01,1,2012-01-02
2012,1,1,1400,16,273,2012-01-01,1,2012-01-02
2012,1,1,1400,19,268,2012-01-01,1,2012-01-02
2012,1,1,1400,22,11,2012-01-01,1,2012-01-02
2012,1,1,1400,25,0,2012-01-01,1,2012-01-02
2012,1,1,1400,28,323,2012-01-01,1,2012-01-02
2012,1,1,1400,31,233,2012-01-01,1,2012-01-02
2012,1,1,1400,34,270,2012-01-01,2,2012-01-03
2012,1,1,1400,37,270,2012-01-01,2,2012-01-03
2012,1,1,1400,40,270,2012-01-01,2,2012-01-03
2012,1,1,1400,43,270,2012-01-01,2,2012-01-03
2012,1,1,1400,46,321,2012-01-01,2,2012-01-03
2012,1,1,1400,49,315,2012-01-01,2,2012-01-03
2012,1,1,1700,4,307,2012-01-01,0,2012-01-01
2012,1,1,1700,7,0,2012-01-01,1,2012-01-02
2012,1,1,1700,10,238,2012-01-01,1,2012-01-02
2012,1,1,1700,13,273,2012-01-01,1,2012-01-02
2012,1,1,1700,16,268,2012-01-01,1,2012-01-02
2012,1,1,1700,19,11,2012-01-01,1,2012-01-02
2012,1,1,1700,22,0,2012-01-01,1,2012-01-02
