year,month, format: day,hour,forecast,value  location:60_124 Start : 20100101 ,date,addDate,timeStamp
,3,6,500,22,50,1900-03-06,1,1900-03-07
,3,6,500,25,50,1900-03-06,1,1900-03-07
,3,6,500,28,55,1900-03-06,1,1900-03-07
,3,6,500,31,65,1900-03-06,1,1900-03-07
,3,6,500,34,65,1900-03-06,1,1900-03-07
,3,6,500,37,70,1900-03-06,1,1900-03-07
,3,6,500,40,75,1900-03-06,1,1900-03-07
,3,6,500,43,70,1900-03-06,2,1900-03-08
,3,6,500,46,50,1900-03-06,2,1900-03-08
,3,6,800,4,60,1900-03-06,0,1900-03-06
,3,6,800,7,65,1900-03-06,0,1900-03-06
,3,6,800,10,65,1900-03-06,0,1900-03-06
,3,6,800,13,70,1900-03-06,0,1900-03-06
,3,6,800,16,70,1900-03-06,1,1900-03-07
,3,6,800,19,60,1900-03-06,1,1900-03-07
,3,6,800,22,45,1900-03-06,1,1900-03-07
,3,6,800,25,50,1900-03-06,1,1900-03-07
,3,6,800,28,60,1900-03-06,1,1900-03-07
,3,6,800,31,65,1900-03-06,1,1900-03-07
,3,6,800,34,70,1900-03-06,1,1900-03-07
,3,6,800,37,70,1900-03-06,1,1900-03-07
,3,6,800,40,60,1900-03-06,2,1900-03-08
,3,6,800,43,40,1900-03-06,2,1900-03-08
,3,6,800,46,40,1900-03-06,2,1900-03-08
,3,6,800,49,50,1900-03-06,2,1900-03-08
,3,6,800,52,60,1900-03-06,2,1900-03-08
,3,6,800,55,70,1900-03-06,2,1900-03-08
,3,6,1100,4,65,1900-03-06,0,1900-03-06
,3,6,1100,7,65,1900-03-06,0,1900-03-06
,3,6,1100,10,70,1900-03-06,0,1900-03-06
,3,6,1100,13,70,1900-03-06,1,1900-03-07
,3,6,1100,16,60,1900-03-06,1,1900-03-07
,3,6,1100,19,45,1900-03-06,1,1900-03-07
,3,6,1100,22,50,1900-03-06,1,1900-03-07
,3,6,1100,25,60,1900-03-06,1,1900-03-07
,3,6,1100,28,65,1900-03-06,1,1900-03-07
,3,6,1100,31,70,1900-03-06,1,1900-03-07
,3,6,1100,34,70,1900-03-06,1,1900-03-07
,3,6,1100,37,60,1900-03-06,2,1900-03-08
,3,6,1100,40,40,1900-03-06,2,1900-03-08
,3,6,1100,43,40,1900-03-06,2,1900-03-08
,3,6,1100,46,50,1900-03-06,2,1900-03-08
,3,6,1100,49,60,1900-03-06,2,1900-03-08
,3,6,1100,52,70,1900-03-06,2,1900-03-08
,3,6,1400,4,65,1900-03-06,0,1900-03-06
,3,6,1400,7,70,1900-03-06,0,1900-03-06
,3,6,1400,10,70,1900-03-06,1,1900-03-07
,3,6,1400,13,60,1900-03-06,1,1900-03-07
,3,6,1400,16,45,1900-03-06,1,1900-03-07
,3,6,1400,19,50,1900-03-06,1,1900-03-07
,3,6,1400,22,60,1900-03-06,1,1900-03-07
,3,6,1400,25,65,1900-03-06,1,1900-03-07
,3,6,1400,28,70,1900-03-06,1,1900-03-07
,3,6,1400,31,70,1900-03-06,1,1900-03-07
,3,6,1400,34,60,1900-03-06,2,1900-03-08
,3,6,1400,37,40,1900-03-06,2,1900-03-08
,3,6,1400,40,40,1900-03-06,2,1900-03-08
,3,6,1400,43,50,1900-03-06,2,1900-03-08
,3,6,1400,46,60,1900-03-06,2,1900-03-08
,3,6,1400,49,70,1900-03-06,2,1900-03-08
,3,6,1700,4,70,1900-03-06,0,1900-03-06
,3,6,1700,7,70,1900-03-06,1,1900-03-07
,3,6,1700,10,60,1900-03-06,1,1900-03-07
,3,6,1700,13,45,1900-03-06,1,1900-03-07
,3,6,1700,16,50,1900-03-06,1,1900-03-07
,3,6,1700,19,60,1900-03-06,1,1900-03-07
,3,6,1700,22,65,1900-03-06,1,1900-03-07
,3,6,1700,25,70,1900-03-06,1,1900-03-07
,3,6,1700,28,70,1900-03-06,1,1900-03-07
,3,6,1700,31,60,1900-03-06,2,1900-03-08
,3,6,1700,34,40,1900-03-06,2,1900-03-08
,3,6,1700,37,40,1900-03-06,2,1900-03-08
,3,6,1700,40,50,1900-03-06,2,1900-03-08
,3,6,1700,43,60,1900-03-06,2,1900-03-08
,3,6,1700,46,70,1900-03-06,2,1900-03-08
,3,6,2000,4,60,1900-03-06,1,1900-03-07
,3,6,2000,7,50,1900-03-06,1,1900-03-07
,3,6,2000,10,45,1900-03-06,1,1900-03-07
