구  분,,,월관람객수,,,,"동,식물원",,,,,,,,돌고래쇼,,,,,,,,테마가든,,,,,,,,캠프입장,,,,,,,,자연학습교실,,,,,,,,기타,,,,,,,
,,,,,,,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계
2019.3.12,화,,741,585,"1,326",13,739,460,0,279,11,603,553,"1,292", 2 , 2 , - , - , 2 , - , 32 , 34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.3.13,수,,361,703,"1,064",1,348,334,5,9,1,33,675,"1,023", 13 , 13 , - , - , - , - , 28 , 41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.3.14,목,,492,859,"1,351",21,490,467,2,21,21,0,803,"1,293", 2 , 2 , - , - , - , - , 56 , 58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.3.15,금,눈/비,397,566,963,16,384,283,1,100,16,128,529,913, 13 , 13 , - , - , - , - , 37 , 50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.3.16,토,구름 많음,"5,645","3,077","8,722",68,5467,"4,606",81,780,68,98,"3,006","8,473", 178 , 168 , - , 10 , - , - , 71 , 249 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.3.17,일,,"12,169","3,549","15,718",51,11471,"9,714",177,"1,580",45,30,"3,280","14,751", 698 , 599 , 22 , 77 , 6 , - , 269 , 967 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.3.18,월,,"1,055",890,"1,945",33,1013,978,4,31,31,0,814,"1,827", 42 , 41 , 1 , - , 2 , - , 76 , 118 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.3.19,화,,973,"1,104","2,077",3,940,908,4,28,1,31,"1,055","1,995", 33 , 31 , - , 2 , 2 , - , 49 , 82 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.3.20,수,흐림,253,506,759,0,253,212,34,7,0,0,486,739, - , - , - , - , - , - , 20 , 20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.3.21,목,구름 많음,446,698,"1,144",13,436,363,1,72,13,60,668,"1,104", 10 , 10 , - , - , - , - , 30 , 40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.3.22,금,맑음,668,809,"1,477",36,651,617,11,23,33,0,779,"1,430", 17 , 17 , - , - , 3 , - , 30 , 47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.3.23,토,눈/비,"2,097","1,465","3,562",42,2014,"1,683",41,290,42,0,"1,415","3,429", 83 , 77 , 3 , 3 , - , - , 50 , 133 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.3.24,일,맑음,"10,039","2,748","12,787",74,9447,"7,963",156,"1,328",74,35,"2,610","12,057", 592 , 539 , 5 , 48 , - , - , 138 , 730 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.3.25,월,구름 많음,768,770,"1,538",5,754,711,8,35,5,0,744,"1,498", 14 , 14 , - , - , - , - , 26 , 40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.3.26,화,구름 조금,791,953,"1,744",31,771,720,12,39,31,0,914,"1,685", 20 , 19 , 1 , - , - , - , 39 , 59 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.3.27,수,구름 많음,504,613,"1,117",21,491,451,10,30,19,0,570,"1,061", 13 , 13 , - , - , 2 , - , 43 , 56 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.3.28,목,구름 많음,761,904,"1,665",35,752,678,46,28,35,108,842,"1,594", 9 , 9 , - , - , - , - , 62 , 71 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.3.29,금,구름 조금,"1,644","1,226","2,870",14,1589,"1,394",120,75,12,188,"1,153","2,742", 55 , 53 , - , 2 , 2 , - , 73 , 128 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.3.30,토,흐림,"1,539",913,"2,452",29,1500,"1,290",43,167,29,115,875,"2,375", 39 , 36 , 1 , 2 , - , - , 38 , 77 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.3.31,일,구름 조금,"3,061","1,357","4,418",53,2974,"2,483",111,380,46,0,"1,297","4,271", 87 , 80 , - , 7 , 7 , - , 60 , 147 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.1,월,구름 조금,"1,064",812,"1,876", 42 ,"1,037",953,12,72,42,0,781,"1,818", 27 , 24 , - , 3 , - ,0,31,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.2,화,구름 조금,"1,020","1,061","2,081", 37 ,976,938,4,34,36,55,982,"1,958", 44 , 40 , 1 , 3 , 1 ,0,79,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.3,수,맑음,"2,749","1,208","3,957", 31 ,"2,707","2,313",57,337,31,1651,"1,106","3,813", 42 , 39 , - , 3 , - ,32,102,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.4,목,맑음,"1,630","1,430","3,060", 55 ,"1,571",1472,25,74,50,123,1184,2755, 59 , 58 , - , 1 , 5 ,124,246,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.5,금,맑음,"2,991","1,109","4,100", 23 ,"2,910",1507,1306,97,21,1368,962,3872, 81 , 78 , - , 3 , 2 ,44,147,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.6,토,비,"8,490","2,782","11,272", 53 ,"8,078",6944,182,952,53,212,2668,10746, 412 , 354 , 3 , 55 , - ,0,114,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.7,일,구름 조금,"24,842","7,082","31,924", 200 ,"22,928",19670,335,2923,177,200,6406,"29,334"," 1,914 "," 1,734 ", 18 , 162 , 23 ,0,676,"2,590",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.8,월,맑음,"3,885","1,616","5,501", 80 ,"3,715",2598,974,143,68,1007,1360,"5,075", 170 , 164 , 2 , 4 , 12 ,0,256,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.9,화,비,"1,388","1,641","3,029", 40 ,"1,350","1,229",8,113,40,363,"1,475","2,825", 38 , 34 , - , 4 , - ,53,166,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.10,수,흐림,973,"1,151","2,124", 10 ,966,385,448,133,10,761,"1,064","2,030", 7 , 7 , - , - , - ,30,87,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.11,목,구름 많음,"5,834","2,743","8,577", 24 ,"5,602",3841,34,1727,22,3442,2190,7792, 232 , 225 , 1 , 6 , 2 ,151,553,785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.12,금,맑음,"5,313","3,983","9,296", 84 ,"4,987",3826,975,186,78,1597,3366,"8,353", 326 , 315 , - , 11 , 6 ,172,617,943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.13,토,구름 많음,"29,273","9,927","39,200", 116 ,"26,265",22340,414,3511,113,210,8960,"35,225"," 3,008 "," 2,700 ", 24 , 284 , 3 ,0,967,"3,975",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.14,일,흐림,"3,675","1,342","5,017", 92 ,"3,365",2922,61,382,85,106,1148,"4,513", 310 , 267 , 3 , 40 , 7 ,0,194,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.15,월,맑음,"3,835","2,721","6,556", 69 ,"3,559",3235,124,200,69,208,2127,5686, 276 , 264 , 1 , 11 , - ,174,594,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.16,화,구름 많음,"3,146","3,836","6,982", 21 ,"2,814","2,635",54,125,20,558,"3,026","5,840", 332 , 316 , 2 , 14 , 1 ,267,810,"1,142",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.17,수,맑음,"3,198","2,842","6,040", 53 ,"2,935","2,789",22,124,40,327,"2,224","5,159", 263 , 250 , 2 , 11 , 13 ,127,618,881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.18,목,,"1,905","2,886","4,791", 59 ,"1,800",1672,26,102,54,442,2217,"4,017", 105 , 100 , 1 , 4 , 5 ,397,669,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.19,금,,"3,354","3,140","6,494", 135 ,"3,157",2690,54,413,125,1243,"2,486","5,643", 197 , 181 , 1 , 15 , 10 ,388,654,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.20,토,,"21,975","7,444","29,419", 98 ,"20,374",17569,222,2583,81,182,6931,27305," 1,601 "," 1,439 ", 13 , 149 , 17 ,0,513,"2,114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.21,일,,"15,243","4,631","19,874", 179 ,"14,219",12118,158,1943,175,152,4355,"18,574"," 1,024 ", 911 , 7 , 106 , 4 ,0,276,"1,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.22,월,맑음,"2,811","1,634","4,445", 87 ,"2,614",2387,14,213,81,178,1352,"3,966", 197 , 195 , - , 2 , 6 ,0,282,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.23,화,흐림,"1,900","2,005","3,905", 64 ,"1,745","1,299",7,439,57,761,"1,543","3,288", 155 , 80 , - , 75 , 7 ,229,462,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.24,수,구름 많음,"1,451","2,024","3,475", 45 ,"1,352","1,062",14,276,40,895,"1,876","3,228", 99 , 96 , 1 , 2 , 5 ,3,148,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.25,목,비,"5,373","1,496","6,869", 19 ,"5,278",3837,112,1329,16,5228,995,"6,273", 95 , 95 , - , - , 3 ,247,501,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.26,금,구름 많음,"2,315","1,235","3,550", 18 ,"2,280",1719,270,291,17,1911,1027,"3,307", 35 , 35 , - , - , 1 ,114,208,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.27,토,구름 조금,"18,863","4,914","23,777", 142 ,"17,598",15218,207,2173,125,447,4414,"22,012"," 1,265 "," 1,022 ", 13 , 230 , 17 ,0,500,"1,765",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.28,일,구름 많음,"13,786","4,178","17,964", 88 ,"12,905",10947,178,1780,88,455,3898,"16,803", 881 , 795 , 10 , 76 , - ,0,280,"1,161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.29,월,흐림,"1,437","1,846","3,283", 34 ,"1,346","1,169",47,130,27,370,"1,340","2,686", 91 , 90 , - , 1 , 7 ,238,506,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.4.30,화,,"3,044","3,789","6,833", 64 ,"2,669","1,910",378,381,63,2070,2988,"5,657", 375 , 301 , 11 , 63 , 1 ,448,801,"1,176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.5.1,수,,"19,887","6,440","26,327","2,307",18510,"15,183","1,300","2,027","1,839","1,476","6,096","24,606","1,377","1,256",12,109,468,0,344,"1,721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.5.2,목,,"4,446","2,531","6,977","2,307",4081,"2,485","1,147",449,"1,839","1,254","1,854","5,935",365,252,3,110,468,476,677,"1,042",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.5.3,금,맑음,"6,433","3,156","9,589","2,307",6031,"3,202","2,175",654,"1,839","2,830","2,398","8,429",402,238,96,68,468,528,758,"1,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.5.4,토,구름 조금,"12,766","4,600","17,366","2,307",12140,"10,010",372,"1,758","1,839",104,"4,148","16,288",626,550,17,59,468,0,452,"1,078",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.5.5,일,구름 조금,"21,667","21,588","43,255","2,307",20451,"19,854",597,0,"1,839","4,792","20,856","41,307","1,216","1,197",19,0,468,0,732,"1,948",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.5.6,월,맑음,"21,068","10,802","31,870","2,307",19240,"15,853",686,"2,701","1,839",145,"10,150","29,390","1,828","1,658",29,141,468,0,652,"2,480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.5.7,화,맑음,"2,780","1,754","4,534","2,307",2600,"1,949",305,346,"1,839",524,"1,367","3,967",180,168,2,10,468,71,387,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.5.8,수,구름 많음,"1,655","1,919","3,574","2,307",1488,"1,177",149,162,"1,839",505,"1,416","2,904",167,164,1,2,468,207,503,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.5.9,목,구름 조금,"2,488","3,084","5,572","2,307",2210,"1,373",792,45,"1,839","1,430","2,094","4,304",278,270,1,7,468,415,990,"1,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.5.10,금,구름 조금,"4,231","3,470","7,701","2,307",3542,"1,660","1,797",85,"1,839","3,131","2,704","6,246",689,285,400,4,468,702,766,"1,455",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.5.11,토,,"11,954","5,139","17,093","2,307",11116,"9,564",187,"1,365","1,839","1,190","4,648","15,764",838,758,13,67,468,35,491,"1,329",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.5.12,일,,"12,681","4,689","17,370","2,307",11644,"10,034",234,"1,376","1,839",161,"4,091","15,735","1,037",934,26,77,468,3,598,"1,635",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.5.13,월,,"1,443","1,751","3,194","2,307",1274,"1,212",18,44,"1,839",110,"1,058","2,332",169,168,0,1,468,284,693,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
