구  분,,,월관람객수,,,,"동,식물원",,,,,,,,돌고래쇼,,,,,,,,테마가든,,,,,,,,캠프입장,,,,,,,,자연학습교실,,,,,,,,기타,,,,,,,
,,,,,,,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계
2020.1.16,목,구름 많음,197,565,762,772,197,156,12,29,764,0,554,751,0,0,0,0,8,0,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020.1.17,금,맑음,281,393,674,772,279,205,20,54,764,0,380,659,2,2,0,0,8,0,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020.1.18,토,맑음,"1,248","1,177","2,425",772,1236,"1,033",48,155,764,79,"1,144","2,380",12,12,0,0,8,0,33,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020.1.19,일,맑음,678,861,"1,539",772,675,560,13,102,764,0,834,"1,509",3,3,0,0,8,0,27,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020.1.20,월,맑음,325,436,761,772,320,243,18,59,764,0,413,733,5,5,0,0,8,0,23,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020.1.21,화,맑음,236,527,763,772,223,179,19,25,764,0,493,716,13,9,2,2,8,0,34,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020.1.22,수,구름 많음,294,486,780,772,294,249,15,30,764,0,480,774,0,0,0,0,8,0,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020.1.23,목,맑음,401,408,809,772,397,315,31,51,764,0,387,784,4,4,0,0,8,0,21,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020.1.24,금,맑음,"1,459",582,"2,041",772,1446,"1,209",69,168,764,0,571,"2,017",13,13,0,0,8,0,11,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020.1.25,토,맑음,"2,931",869,"3,800",772,2871,"2,416",123,332,764,0,839,"3,710",60,50,1,9,8,0,30,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020.1.26,일,맑음,"3,625",972,"4,597",772,3569,"3,008",101,460,764,0,936,"4,505",56,48,0,8,8,0,36,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020.1.27,월,흐림,"1,353",883,"2,236",772,1343,"1,141",53,149,764,0,857,"2,200",10,8,0,2,8,0,26,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020.1.28,화,흐림,393,532,925,772,391,301,15,75,764,0,515,906,2,2,0,0,8,0,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020.1.29,수,흐림,274,483,757,772,273,225,18,30,764,0,456,729,1,1,0,0,8,0,27,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020.1.30,목,구름 많음,"1,530",483,"2,013",772,1519,"1,002",32,485,764,"1,212",466,"1,985",11,8,0,3,8,0,17,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020.1.31,금,구름 많음,232,396,628,772,227,195,12,20,764,0,386,613,5,5,0,0,8,0,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
