구  분,,,월관람객수,,,,"동,식물원",,,,,,,,돌고래쇼,,,,,,,,테마가든,,,,,,,,캠프입장,,,,,,,,자연학습교실,,,,,,,,기타,,,,,,,
,,,,,,,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계
2015.2.3,화,구름 많음,656,"1,103","1,759",9,651,563,61,27,9,0,"1,086","1,737",5,4,0,1,0,0,17,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.2.4,수,구름 많음,591,997,"1,588",30,581,514,49,18,30,0,984,"1,565",10,10,0,0,0,0,13,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.2.5,목,구름 조금,995,"1,000","1,995",27,986,695,41,250,27,522,996,"1,982",9,8,0,1,0,0,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.2.6,금,맑음,558,843,"1,401",43,557,489,44,24,43,0,836,"1,393",1,1,0,0,0,0,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.2.7,토,구름 많음,"3,095","1,838","4,933",42,3036,"2,583",120,333,40,0,"1,820","4,856",59,52,0,7,2,0,18,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.2.8,일,맑음,674,654,"1,328",52,673,570,50,53,52,30,651,"1,324",1,1,0,0,0,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.2.9,월,맑음,150,443,593,5,150,126,21,3,5,34,439,589,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.2.10,화,구름 많음,310,826,"1,136",16,310,272,28,10,16,0,811,"1,121",0,0,0,0,0,0,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.2.11,수,구름 많음,559,844,"1,403",6,555,463,60,32,6,0,833,"1,388",4,4,0,0,0,0,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.2.12,목,맑음,366,828,"1,194",25,360,305,43,12,25,0,826,"1,186",6,6,0,0,0,0,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.2.13,금,맑음,467,635,"1,102",30,455,394,39,22,30,115,626,"1,081",12,11,0,1,0,0,9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.2.14,토,구름 조금,"2,424","1,559","3,983",53,2362,"2,032",152,178,53,220,"1,539","3,901",37,35,0,2,0,0,20,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.2.15,일,구름 많음,"4,819","1,806","6,625",77,4629,"4,013",173,443,77,0,"1,745","6,374",190,168,1,21,0,0,61,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.2.16,월,비,113,324,437,9,113,87,20,6,9,0,324,437,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.2.17,화,흐림,325,627,952,33,322,259,25,38,33,52,625,947,3,1,0,2,0,0,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.2.18,수,구름 많음,"1,553",837,"2,390",68,1540,"1,294",72,174,68,0,831,"2,371",13,12,0,1,0,0,6,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.2.19,목,맑음,"5,330","1,242","6,572",425,5241,"4,443",237,561,425,0,"1,192","6,433",89,81,1,7,0,0,50,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.2.20,금,구름 조금,"12,079","3,387","15,466",438,11855,"10,143",439,"1,273",434,31,"3,293","15,148",207,179,3,25,4,0,94,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.2.21,토,흐림,827,967,"1,794",77,803,655,60,88,77,0,944,"1,747",9,8,0,1,0,0,23,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.2.22,일,흐림,"2,396","1,260","3,656",92,2340,"1,966",119,255,87,49,"1,248","3,588",35,29,0,6,5,0,12,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.2.23,월,구름 조금,719,622,"1,341",33,690,479,135,76,33,0,612,"1,302",29,18,1,10,0,0,10,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.2.24,화,맑음,"1,699",897,"2,596",94,1687,"1,126",146,415,94,673,869,"2,556",12,11,0,1,0,0,28,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.2.25,수,구름 많음,"1,588","1,312","2,900",53,1560,"1,139",197,224,53,30,"1,288","2,848",28,22,5,1,0,0,24,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.2.26,목,구름 조금,"1,060","1,099","2,159",40,1048,750,144,154,40,0,"1,089","2,137",12,10,0,2,0,0,10,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.2.27,금,맑음,905,758,"1,663",19,896,586,155,155,19,44,745,"1,641",9,7,0,2,0,0,13,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.2.28,토,구름 많음,"3,436","1,991","5,427",66,3372,"2,773",236,363,66,31,"1,935","5,307",64,45,8,11,0,0,56,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.1,일,흐림,"2,572","1,537","4,109",87,2531,"2,127",182,222,87,121,"1,515","4,046",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.2,월,맑음,964,"1,007","1,971",43,944,903,14,27,43,0,981,"1,925",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.3,화,눈/비,147,641,788,7,145,141,2,2,7,39,637,782,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.4,수,맑음,262,896,"1,158",36,258,252,3,3,36,0,863,"1,121",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.5,목,맑음,371,866,"1,237",14,371,369,0,2,14,34,858,"1,229",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.6,금,맑음,"1,001","1,094","2,095",42,973,953,3,17,36,0,"1,062","2,035",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.7,토,맑음,"14,825","4,873","19,698",65,14073,"12,193",211,"1,669",65,130,"4,530","18,603",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.8,일,구름 조금,"21,836","5,162","26,998",116,20725,"18,011",451,"2,263",110,30,"4,735","25,460",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.9,월,구름 많음,604,753,"1,357",31,598,587,3,8,31,0,746,"1,344",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.10,화,맑음,149,537,686,17,149,146,0,3,17,0,532,681,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.11,수,구름 많음,234,899,"1,133",19,231,221,4,6,19,0,884,"1,115",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.12,목,맑음,613,"1,050","1,663",41,598,582,9,7,41,0,"1,026","1,624",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.13,금,구름 조금,"1,142","1,056","2,198",27,1116,"1,047",15,54,27,0,"1,037","2,153",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.14,토,맑음,"18,604","6,031","24,635",153,17490,"15,269",410,"1,811",134,106,"5,689","23,179",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.15,일,구름 조금,"22,238","8,367","30,605",95,20710,"17,659",511,"2,540",82,92,"7,922","28,632",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.16,월,구름 많음,"2,246","1,311","3,557",84,2113,"2,045",23,45,74,0,"1,230","3,343",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.17,화,구름 많음,"1,411","1,268","2,679",52,1378,"1,279",71,28,52,91,"1,178","2,556",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.18,수,흐림,181,692,873,18,174,169,0,5,18,0,679,853,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.19,목,구름 많음,"2,347","1,687","4,034",53,2226,"2,124",56,46,50,36,"1,533","3,759",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.20,금,구름 많음,"2,928","1,403","4,331",55,2808,"2,640",49,119,55,67,"1,307","4,115",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.21,토,맑음,"22,947","7,248","30,195",164,21460,"18,368",535,"2,557",140,94,"6,697","28,157",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.22,일,맑음,"15,819","3,915","19,734",224,15157,"12,868",511,"1,778",196,31,"3,599","18,756",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.23,월,맑음,"1,139","1,019","2,158",104,1115,"1,046",8,61,104,0,"1,001","2,116",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.24,화,맑음,"1,127","1,272","2,399",65,1049,996,22,31,62,89,"1,202","2,251",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.25,수,맑음,"2,049","1,489","3,538",54,1983,"1,885",23,75,54,79,"1,417","3,400",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.26,목,맑음,"2,137","1,552","3,689",66,1978,"1,913",13,52,58,0,"1,409","3,387",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.27,금,맑음,"3,209","1,641","4,850",76,2944,"2,707",97,140,75,197,"1,547","4,491",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.28,토,구름 조금,"24,704","9,124","33,828",148,22733,"19,349",664,"2,720",145,147,"8,642","31,375",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.29,일,흐림,"16,097","4,753","20,850",244,15205,"12,911",434,"1,860",241,107,"4,464","19,669",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.30,월,구름 조금,"2,553","1,484","4,037",51,2473,"2,262",142,69,51,172,"1,353","3,826",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.3.31,화,구름 많음,"3,705","1,003","4,708",43,3672,"2,340",146,"1,186",43,"3,202",946,"4,618",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.1,수,흐림,"2,550","1,538","4,088",76,2361,"1,832",414,115,69,362,"1,466","3,827",106,97,0,9,7,0,53,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.2,목,구름 많음,"1,898","1,309","3,207",56,1574,"1,406",110,58,56,165,"1,223","2,797",59,56,0,3,0,0,79,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.3,금,흐림,"3,841",998,"4,839",63,3436,"1,678","1,665",93,63,"2,031",950,"4,386",24,23,0,1,0,0,37,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.4,토,구름 많음,"23,047","6,166","29,213",207,21164,"18,107",558,"2,499",185,304,"5,529","26,693","1,254","1,128",7,119,22,0,572,"1,826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.5,일,흐림,"5,894","2,442","8,336",137,5477,"4,680",215,582,133,89,"2,307","7,784",152,129,1,22,4,0,95,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.6,월,구름 많음,"2,940","1,628","4,568",106,2598,"2,320",103,175,100,30,"1,462","4,060",112,73,30,9,6,30,159,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.7,화,구름 많음,"2,117","1,701","3,818",133,1856,"1,727",44,85,116,205,"1,518","3,374",79,72,0,7,17,0,97,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.8,수,구름 많음,"4,184","2,338","6,522",53,3899,"2,625","1,079",195,36,"1,140","2,099","5,998",143,136,2,5,17,0,225,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.9,목,구름 조금,"4,885","3,536","8,421",133,4265,"3,760",366,139,111,871,"3,039","7,304",308,293,0,15,22,94,446,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.10,금,맑음,"10,939","3,730","14,669",129,9503,"6,565","1,763","1,175",113,"3,598","3,065","12,568",569,506,43,20,16,66,593,"1,162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.11,토,맑음,"39,840","10,610","50,450",235,35619,"30,412","1,100","4,107",194,638,"9,331","44,950","3,439","3,010",60,369,41,0,"1,209","4,648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.12,일,구름 많음,"38,591","11,272","49,863",338,34873,"29,314","1,234","4,325",257,137,"9,521","44,394","3,224","2,811",63,350,81,0,"1,621","4,845",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.13,월,흐림,"3,688","2,653","6,341",86,3287,"2,840",338,109,81,469,"2,323","5,610",136,134,0,2,5,0,316,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.14,화,비,828,798,"1,626",10,583,295,5,283,10,347,761,"1,344",1,1,0,0,0,0,19,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.15,수,구름 조금,"5,719","3,709","9,428",70,4946,"3,401","1,194",351,58,"1,917","2,960","7,906",360,306,33,21,12,399,708,"1,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.16,목,구름 많음,"2,827","1,589","4,416",2,2362,442,"1,250",670,2,"2,043","1,418","3,780",63,30,0,33,0,111,152,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.17,금,구름 조금,"7,921","5,468","13,389",115,6412,"4,197","1,195","1,020",115,"3,866","4,423","10,835",345,330,2,13,0,667,994,"1,339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.18,토,구름 조금,"30,296","10,125","40,421",300,27306,"23,406",390,"3,510",264,853,"9,211","36,517","2,060","1,845",7,208,36,0,750,"2,810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.19,일,비,"1,132",989,"2,121",45,874,777,20,77,45,95,898,"1,772",12,12,0,0,0,0,44,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.20,월,비,"2,153","1,198","3,351",36,1529,999,28,502,35,569,"1,092","2,621",196,84,0,112,1,110,91,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.21,화,맑음,"7,969","4,366","12,335",52,6465,"4,350",498,"1,617",47,"3,618","3,541","10,006",647,427,0,220,5,656,787,"1,434",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.22,수,구름 많음,"4,882","3,413","8,295",98,3997,"2,742",32,"1,223",78,"2,180","3,025","7,022",230,226,1,3,20,123,364,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.23,목,구름 많음,"6,750","4,615","11,365",130,5173,"3,693",105,"1,375",105,"2,712","3,305","8,478",684,592,2,90,25,"1,119","1,283","1,967",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.24,금,구름 조금,"8,406","6,918","15,324",116,6636,"5,539",228,869,104,"5,167","5,236","11,872",462,451,6,5,12,"1,234","1,677","2,139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.25,토,맑음,"27,701","8,450","36,151",247,24476,"21,232",274,"2,970",206,"1,075","7,606","32,082","2,114","1,809",16,289,41,351,788,"2,902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.26,일,맑음,"28,713","8,857","37,570",477,25976,"22,806",241,"2,929",403,34,"7,591","33,567","1,949","1,749",6,194,74,0,"1,152","3,101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.27,월,맑음,"4,501","2,311","6,812",81,3738,"3,069",413,256,75,931,"1,949","5,687",431,280,136,15,6,220,309,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.28,화,구름 많음,"12,903","4,910","17,813",166,11746,"4,177",131,"7,438",157,"9,732","2,881","14,627",514,512,0,2,9,"1,505","1,995","2,509",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.29,수,비,"2,172","1,263","3,435",28,1770,609,693,468,25,"1,437","1,134","2,904",19,19,0,0,3,53,115,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.4.30,목,구름 조금,"8,195","5,456","13,651",86,6321,"3,630","1,969",722,84,"4,513","4,203","10,524",671,491,167,13,2,728,"1,193","1,864",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.6.1,월,구름 조금,"4,427","2,592","7,019",101,2019,"1,843",36,140,64,96,"1,256","3,275","1,767","1,721",14,32,37,0,"1,302","3,069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.6.2,화,구름 많음,"7,631","4,423","12,054",110,5169,"1,320",518,"3,331",52,"3,997","1,418","6,587","1,682","1,638",10,34,58,"1,609","2,984","4,666",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.6.3,수,구름 조금,"2,524","2,205","4,729",115,1405,"1,093",30,282,55,632,925,"2,330","1,030","1,015",6,9,60,606,"1,254","2,284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.6.4,목,맑음,"1,591","1,360","2,951",74,644,599,15,30,71,0,714,"1,358",833,827,3,3,3,0,575,"1,408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.6.5,금,비,"1,256",743,"1,999",62,495,463,15,17,22,51,432,927,575,559,12,4,40,0,288,863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.6.6,토,구름 조금,"6,928","2,094","9,022",263,3224,"2,872",176,176,185,30,"1,335","4,559","2,990","2,776",118,96,78,0,727,"3,717",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.6.7,일,구름 많음,"5,509","1,870","7,379",224,2789,"2,560",90,139,102,60,"1,231","4,020","2,165","2,013",72,80,122,0,583,"2,748",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.6.8,월,흐림,"1,628","1,080","2,708",75,812,737,26,49,40,0,610,"1,422",639,607,7,25,35,0,442,"1,081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.6.9,화,구름 많음,"1,800","1,234","3,034",78,890,775,30,85,46,0,790,"1,680",703,661,14,28,32,0,391,"1,094",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.6.10,수,맑음,"2,926","1,066","3,992",60,2139,"1,399",16,724,34,"1,408",704,"2,843",538,491,12,35,26,0,330,868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.6.11,목,구름 조금,"1,177",993,"2,170",49,609,508,29,72,42,0,670,"1,279",426,386,17,23,7,0,269,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.6.12,금,구름 많음,"2,831","1,031","3,862",57,1904,"1,749",46,109,26,"1,030",717,"2,621",564,510,30,24,31,0,264,828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015.6.13,토,구름 많음,"4,700","1,613","6,313",108,2679,"2,400",96,183,59,0,"1,240","3,919","1,350","1,255",38,57,49,0,335,"1,685",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
