구  분,,,월관람객수,,,,"동,식물원",,,,,,,,돌고래쇼,,,,,,,,테마가든,,,,,,,,캠프입장,,,,,,,,자연학습교실,,,,,,,,기타,,,,,,,
,,,,,,,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계
2017-04-07,금,구름 조금,"4,388","1,860","6,248",111,4216,"3,260",819,137,101,998,"1,738","5,954",172,159,2,11,10,0,122,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-08,토,구름 조금,"28,514","12,373","40,887",220,26537,"22,973",608,"2,956",186,107,"12,023","38,560","1,977","1,783",30,164,34,30,350,"2,327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-09,일,구름 많음,"28,496","10,863","39,359",283,26589,"22,817",576,"3,196",208,0,"10,300","36,889","1,907","1,706",14,187,75,0,563,"2,470",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-10,월,구름 조금,"5,293","2,296","7,589",38,4921,"4,749",26,146,26,30,"1,877","6,798",372,357,1,14,12,75,419,791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-11,화,구름 조금,"4,001","3,034","7,035",63,3702,"3,580",13,109,60,318,"2,353","6,055",299,287,3,9,3,240,681,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-12,수,맑음,"4,315","3,223","7,538",112,3937,"3,758",36,143,98,453,"2,483","6,420",378,355,0,23,14,223,740,"1,118",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-13,목,구름 많음,"4,117","3,610","7,727",54,3669,"3,249",140,280,45,564,"2,629","6,298",448,382,57,9,9,551,981,"1,429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-14,금,비,"1,811","1,247","3,058",30,1742,"1,022",689,31,30,945,"1,100","2,842",69,57,2,10,0,0,147,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-15,토,구름 조금,"24,079","7,668","31,747",225,22339,"19,252",339,"2,748",190,370,"6,813","29,152","1,740","1,518",26,196,35,0,855,"2,595",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-16,일,구름 많음,"27,413","9,706","37,119",347,25434,"21,899",361,"3,174",294,37,"8,377","33,811","1,979","1,777",22,180,53,0,"1,329","3,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-17,월,비,"1,423",623,"2,046",21,1410,257,910,243,21,"1,144",556,"1,966",13,13,0,0,0,13,67,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-18,화,비,"1,167","1,697","2,864",35,1128,825,6,297,30,763,"1,432","2,560",39,38,0,1,5,39,265,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-19,수,구름 조금,"14,960","2,949","17,909",91,14810,"3,379","10,045","1,386",78,"12,989","2,144","16,954",150,149,0,1,13,401,805,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-20,목,흐림,"1,628","1,802","3,430",59,1536,"1,073",8,455,59,910,"1,422","2,958",92,92,0,0,0,125,380,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-21,금,구름 많음,"4,057","3,208","7,265",63,3833,"2,579",620,634,49,"1,897","2,283","6,116",224,223,0,1,14,458,925,"1,149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-22,토,구름 조금,"22,402","8,396","30,798",241,21112,"17,966",288,"2,858",220,"1,328","7,822","28,934","1,290","1,175",4,111,21,33,574,"1,864",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-23,일,맑음,"25,108","15,008","40,116",300,23455,"20,355",245,"2,855",260,285,"14,591","38,046","1,653","1,499",24,130,40,48,417,"2,070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-24,월,구름 많음,"3,603","2,423","6,026",74,3392,"2,809",24,559,70,638,"1,996","5,388",211,210,0,1,4,121,427,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-25,화,흐림,"2,604","3,056","5,660",74,2372,"1,766",222,384,66,"1,452","2,260","4,632",232,144,1,87,8,472,796,"1,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-26,수,맑음,"3,457","3,918","7,375",16,3099,"2,372",61,666,16,"1,762","2,669","5,768",358,358,0,0,0,"1,103","1,249","1,607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-27,목,구름 조금,"3,364","4,277","7,641",52,3108,"2,381",201,526,45,"1,886","2,906","6,014",256,255,1,0,7,823,"1,371","1,627",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-28,금,구름 조금,"5,319","4,214","9,533",67,4819,"2,638","1,764",417,61,"3,566","3,122","7,941",500,395,1,104,6,672,"1,092","1,592",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-29,토,맑음,"16,398","5,083","21,481",150,15543,"13,094",447,"2,002",132,574,"4,604","20,147",855,688,36,131,18,51,479,"1,334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-30,일,구름 조금,"20,115","6,481","26,596",410,19269,"16,408",475,"2,386",385,230,"6,197","25,466",846,750,13,83,25,0,284,"1,130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-01,월,맑음,"18,113","5,023","23,136",359,16920,"13,648","1,955","1,317",353,"1,792","4,606","21,526","1,193",918,222,53,6,220,417,"1,610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-02,화,맑음,"11,328","2,610","13,938",49,10864,"3,940","2,400","4,524",34,"6,394","2,142","13,006",464,293,147,24,15,256,468,932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-03,수,맑음,"24,428","6,570","30,998",153,22700,"18,388","1,031","3,281",144,320,"5,931","28,631","1,728","1,499",55,174,9,34,639,"2,367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-04,목,구름 많음,"15,879","9,406","25,285",143,15148,"11,625",844,"2,679",133,54,"9,158","24,306",731,608,26,97,10,0,248,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-05,금,구름 조금,"27,046","19,218","46,264",616,25897,"24,698","1,199",0,574,170,"18,362","44,259","1,149","1,126",23,0,42,0,856,"2,005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-06,토,맑음,"7,559","2,356","9,915",434,7267,"5,934",398,935,410,102,"2,231","9,498",292,249,13,30,24,0,125,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-07,일,맑음,"5,724","1,906","7,630",269,5542,"4,669",308,565,266,41,"1,797","7,339",182,149,10,23,3,0,109,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-08,월,구름 많음,"2,790","1,086","3,876",58,2719,"1,332","1,305",82,58,"1,319",891,"3,610",71,64,3,4,0,60,195,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-09,화,흐림,"2,687","1,310","3,997",56,2495,"2,046",214,235,50,0,"1,110","3,605",192,170,9,13,6,0,200,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-10,수,구름 많음,"2,247","2,338","4,585",22,2089,"1,408",608,73,20,"1,130","1,614","3,703",158,148,4,6,2,390,724,882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-11,목,구름 많음,"2,853","2,961","5,814",42,2519,"1,285",828,406,42,"1,622","1,567","4,086",334,327,1,6,0,973,"1,394","1,728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-12,금,구름 많음,"16,618","2,223","18,841",58,16130,"4,977","5,892","5,261",55,"15,557","1,662","17,792",488,73,313,102,3,719,561,"1,049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-13,토,비,"5,183","2,725","7,908",49,4670,"3,946",158,566,45,373,"2,445","7,115",513,470,5,38,4,32,280,793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-14,일,맑음,"25,187","6,194","31,381",288,23113,"20,785",435,"1,893",250,"6,666","5,346","28,459","2,074","1,890",32,152,38,0,848,"2,922",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-15,월,구름 많음,"3,954","2,470","6,424",42,3622,"1,832","1,630",160,38,"2,084","1,573","5,195",332,303,9,20,4,353,897,"1,229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-16,화,구름 많음,"2,622","3,612","6,234",59,2255,"1,655",175,425,51,"1,090","2,188","4,443",367,361,1,5,8,778,"1,424","1,791",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-17,수,구름 조금,"2,719","3,811","6,530",47,2196,"1,586",82,528,45,"1,274","2,354","4,550",523,420,0,103,2,724,"1,457","1,980",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-18,목,맑음,"3,769","4,693","8,462",70,3311,"1,748","1,051",512,56,"2,923","3,097","6,408",458,449,7,2,14,684,"1,596","2,054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-19,금,맑음,"7,041","5,264","12,305",77,5397,"2,239","2,517",641,63,"4,454","3,150","8,547","1,644",777,710,157,14,"1,691","2,114","3,758",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-20,토,구름 조금,"17,221","5,751","22,972",147,14321,"12,457",360,"1,504",127,867,"4,305","18,626","2,900","2,598",39,263,20,41,"1,446","4,346",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-21,일,맑음,"18,981","5,727","24,708",284,14989,"12,991",315,"1,683",99,276,"4,235","19,224","3,992","3,683",48,261,185,31,"1,492","5,484",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-22,월,구름 조금,"2,569","2,307","4,876",47,1864,"1,740",5,119,43,453,"1,428","3,292",705,700,0,5,4,74,879,"1,584",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-23,화,흐림,"2,241","3,143","5,384",44,1362,981,107,274,29,808,"1,710","3,072",879,775,99,5,15,439,"1,433","2,312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-24,수,구름 조금,"3,514","2,824","6,338",75,2168,"1,428",542,198,35,"1,064","1,393","3,561","1,346","1,192",4,150,40,458,"1,431","2,777",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-25,목,구름 많음,"3,486","4,356","7,842",78,2019,"1,551",162,306,25,714,"1,776","3,795","1,467","1,450",5,12,53,886,"2,580","4,047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-26,금,맑음,"6,869","5,818","12,687",109,4215,"2,351","1,524",340,84,"2,348","2,549","6,764","2,654","2,105",376,173,25,"1,938","3,269","5,923",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-27,토,맑음,"26,602","7,193","33,795",398,16007,"13,760",320,"1,927",147,821,"4,280","20,287","10,595","9,815",229,551,251,493,"2,913","13,508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-28,일,맑음,"28,606","10,589","39,195",519,16351,"13,998",431,"1,922",275,286,"4,938","21,289","12,255","11,348",244,663,244,"4,246","5,651","17,906",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-29,월,맑음,"4,129","3,138","7,267",232,1800,"1,692",26,82,68,299,"1,315","3,115","2,329","2,274",14,41,164,65,"1,823","4,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-30,화,구름 많음,"4,837","3,988","8,825",68,1959,"1,548",318,93,5,564,"1,622","3,581","2,878","2,822",26,30,63,880,"2,366","5,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-31,수,흐림,"3,635","3,201","6,836",199,1724,"1,269",409,46,72,492,"1,111","2,835","1,911","1,876",9,26,127,393,"2,090","4,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-01,목,비,"4,851","4,339","9,190",92,2838,"1,140",158,"1,540",70,"1,764","1,715","4,553","2,013","1,954",13,46,22,692,"2,624","4,637",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-02,금,구름 조금,"6,839","4,076","10,915",140,3722,"1,831","1,686",205,58,"2,236","1,807","5,529","3,117","2,688",282,147,82,913,"2,269","5,386",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-03,토,맑음,"23,443","9,796","33,239",310,13349,"11,642",335,"1,372",145,392,"5,017","18,366","10,094","9,347",198,549,165,80,"4,779","14,873",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-04,일,맑음,"25,815","10,475","36,290",469,14862,"12,765",399,"1,698",129,31,"4,790","19,652","10,953","9,852",300,801,340,30,"5,685","16,638",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-05,월,구름 조금,"14,277","4,315","18,592",161,9769,"7,352","1,522",895,66,"3,964","2,285","12,054","4,508","4,039",141,328,95,209,"2,030","6,538",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-06,화,흐림,"15,290","7,312","22,602",154,9329,"7,686",360,"1,283",90,123,"3,923","13,252","5,961","5,202",222,537,64,172,"3,389","9,350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-07,수,흐림,978,893,"1,871",28,583,284,291,8,15,328,490,"1,073",395,339,53,3,13,65,403,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-08,목,맑음,"20,092","3,289","23,381",146,18649,"1,176","17,336",137,52,"17,695","1,384","20,033","1,443","1,421",9,13,94,725,"1,905","3,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-09,금,구름 많음,"13,047","2,465","15,512",136,10472,"7,835",301,"2,336",67,"9,464","1,194","11,666","2,575","1,893",662,20,69,"1,697","1,271","3,846",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-10,토,구름 많음,"16,544","4,957","21,501",296,10479,"9,172",259,"1,048",187,"1,493","3,220","13,699","6,065","5,430",119,516,109,0,"1,737","7,802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-11,일,맑음,"17,348","6,150","23,498",297,10670,"9,469",212,989,160,87,"3,818","14,488","6,678","5,910",119,649,137,65,"2,332","9,010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-12,월,구름 많음,"1,869","1,720","3,589",103,1330,"1,196",60,74,71,85,957,"2,287",539,479,44,16,32,179,763,"1,302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-13,화,비,"1,404","2,511","3,915",84,907,864,8,35,54,114,"1,282","2,189",497,483,2,12,30,564,"1,229","1,726",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-14,수,맑음,"1,653","2,493","4,146",64,1294,914,317,63,58,543,"1,403","2,697",359,321,3,35,6,517,"1,090","1,449",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-15,목,맑음,"4,710","2,281","6,991",83,4441,"3,079",22,"1,340",58,"3,705","1,235","5,676",269,258,3,8,25,537,"1,046","1,315",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-16,금,구름 많음,"1,414","1,893","3,307",68,1143,991,113,39,62,337,"1,200","2,343",271,263,3,5,6,339,693,964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-17,토,맑음,"7,092","3,132","10,224",149,6099,"5,150",168,781,99,321,"2,549","8,648",993,892,15,86,50,30,583,"1,576",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-18,일,구름 조금,"6,269","2,378","8,647",218,5607,"4,943",91,573,192,185,"2,027","7,634",662,581,20,61,26,0,351,"1,013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-19,월,구름 조금,"1,063","1,100","2,163",29,930,837,31,62,18,0,821,"1,751",133,124,2,7,11,96,279,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-20,화,구름 많음,939,"1,591","2,530",59,792,694,18,80,57,192,986,"1,778",147,144,1,2,2,267,605,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-21,수,구름 조금,918,"1,283","2,201",54,808,700,36,72,54,61,893,"1,701",110,99,1,10,0,185,390,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-22,목,구름 조금,"11,650","1,285","12,935",85,11507,764,"10,700",43,64,"10,755",924,"12,431",143,134,5,4,21,170,361,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-23,금,구름 조금,906,"1,216","2,122",71,839,770,16,53,63,153,948,"1,787",67,66,0,1,8,122,268,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-24,토,구름 많음,"4,215","1,987","6,202",125,3885,"3,357",82,446,117,63,"1,787","5,672",330,283,1,46,8,0,200,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-25,일,흐림,"4,309","1,854","6,163",145,3795,"3,320",57,418,96,56,"1,585","5,380",514,466,6,42,49,0,269,783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-26,월,비,609,663,"1,272",24,553,518,5,30,24,0,569,"1,122",56,54,1,1,0,0,94,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-27,화,구름 많음,939,"1,304","2,243",51,823,765,9,49,44,0,942,"1,765",116,113,1,2,7,187,362,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-28,수,구름 많음,862,"1,251","2,113",70,807,753,16,38,63,34,"1,028","1,835",55,54,0,1,7,98,223,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-29,목,구름 많음,904,"1,216","2,120",61,850,794,13,43,59,81,886,"1,736",54,52,1,1,2,154,330,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,금,구름 많음,"1,002","1,101","2,103",72,872,753,25,94,64,42,734,"1,606",130,87,1,42,8,274,367,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-01,토,흐림,"5,728","2,080","7,808",113,5167,"4,597",74,496,98,60,"1,954","7,121",561,515,11,35,15,0,126,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-02,일,비,725,718,"1,443",63,684,612,12,60,62,0,666,"1,350",41,37,0,4,1,0,52,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03,월,비,313,494,807,15,288,264,4,20,15,0,448,736,25,25,0,0,0,0,46,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-04,화,구름 많음,891,824,"1,715",74,869,537,27,305,69,362,776,"1,645",22,22,0,0,5,0,48,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-05,수,구름 많음,600,749,"1,349",59,565,467,57,41,55,60,699,"1,264",35,28,5,2,4,0,50,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-06,목,구름 많음,611,640,"1,251",58,601,415,167,19,54,141,579,"1,180",10,10,0,0,4,0,61,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-07,금,비,330,540,870,21,311,258,8,45,21,30,505,816,19,17,0,2,0,0,35,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-08,토,흐림,955,745,"1,700",77,913,796,24,93,75,30,721,"1,634",42,36,1,5,2,0,24,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-09,일,비,"2,218","1,222","3,440",151,2073,"1,779",72,222,141,0,"1,088","3,161",145,124,4,17,10,0,134,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-10,월,비,73,265,338,12,67,63,2,2,12,0,254,321,6,6,0,0,0,0,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-11,화,비,591,889,"1,480",51,565,449,46,70,49,91,831,"1,396",26,24,0,2,2,0,58,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-12,수,구름 조금,859,738,"1,597",44,826,454,315,57,41,224,618,"1,444",33,33,0,0,3,55,120,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-13,목,구름 조금,536,640,"1,176",57,512,443,26,43,57,0,610,"1,122",24,23,1,0,0,0,30,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-14,금,구름 많음,654,695,"1,349",74,629,465,115,49,73,218,663,"1,292",25,21,2,2,1,0,32,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-15,토,비,"1,007",928,"1,935",88,961,818,62,81,83,72,880,"1,841",46,39,1,6,5,0,48,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-16,일,흐림,"3,254","1,335","4,589",78,2994,"2,636",75,283,75,0,"1,196","4,190",260,221,9,30,3,0,139,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-17,월,비,567,621,"1,188",11,536,472,21,43,11,31,576,"1,112",31,31,0,0,0,0,45,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-18,화,구름 많음,692,766,"1,458",68,667,563,50,54,64,74,709,"1,376",25,23,0,2,4,0,57,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-19,수,구름 많음,537,643,"1,180",42,512,441,21,50,39,0,586,"1,098",25,24,0,1,3,0,57,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-20,목,구름 많음,395,536,931,81,369,310,29,30,81,0,506,875,26,23,1,2,0,0,30,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-21,금,구름 많음,595,481,"1,076",62,568,346,189,33,60,177,452,"1,020",27,24,2,1,2,0,29,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-22,토,흐림,"1,437","1,064","2,501",154,1353,"1,161",53,139,154,33,981,"2,334",84,77,0,7,0,0,83,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-23,일,비,357,339,696,20,329,292,11,26,16,36,310,639,28,27,1,0,4,0,29,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-24,월,비,304,392,696,57,293,234,31,28,51,0,361,654,11,8,2,1,6,0,31,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-25,화,흐림,602,716,"1,318",54,567,474,48,45,53,44,653,"1,220",35,33,1,1,1,0,63,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-26,수,구름 조금,701,566,"1,267",100,679,523,80,76,96,0,543,"1,222",22,17,3,2,4,0,23,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-27,목,구름 많음,"10,159",730,"10,889",93,10084,"7,629",119,"2,336",91,"9,074",698,"10,782",75,67,2,6,2,0,32,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-28,금,비,403,369,772,47,387,317,11,59,47,0,340,727,16,15,0,1,0,0,29,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-29,토,흐림,"4,360","1,474","5,834",69,4006,"3,436",127,443,64,111,"1,312","5,318",354,320,4,30,5,0,162,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-30,일,흐림,"4,426","1,335","5,761",286,4199,"3,625",178,396,265,70,"1,248","5,447",227,203,7,17,21,0,87,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-31,월,비,"1,409",362,"1,771",55,1385,976,30,379,55,0,352,"1,737",24,20,1,3,0,0,10,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-01,화,구름 많음,"2,562","1,370","3,932",177,2471,"2,045",113,313,177,30,"1,302","3,773",91,78,5,8,0,0,68,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-02,수,비,"1,320",656,"1,976",57,1267,"1,022",91,154,57,0,633,"1,900",53,47,1,5,0,0,23,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-03,목,구름 조금,"1,301",622,"1,923",181,1213,980,78,155,181,0,570,"1,783",88,73,4,11,0,0,52,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-04,금,구름 조금,"1,638",526,"2,164",52,1576,"1,243",124,209,52,46,499,"2,075",62,55,2,5,0,0,27,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
