구  분,,,월관람객수,,,,"동,식물원",,,,,,,,돌고래쇼,,,,,,,,테마가든,,,,,,,,캠프입장,,,,,,,,자연학습교실,,,,,,,,기타,,,,,,,
,,,,,,,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계
2009-04-08,수,,"22,819","4,781","27,600",31,"15,972","8,267","2,250","5,455",16,"2,059","3,181","19,153","5,547","2,883",281,"2,383",15,551,"1,365","6,912","1,092",663,33,396,0,109,235,"1,327",111,104,0,7,0,0,0,111,97,0,0,97,0,97,0,97,0,0,0,0,0,0,0,0
2009-04-09,목,,"11,779","3,688","15,467",44,"7,664","4,930","1,620","1,114",11,"2,454","2,727","10,391","3,272","1,732",183,"1,357",0,912,785,"4,057",542,421,2,119,3,59,176,718,96,95,0,1,0,0,0,96,205,0,0,205,30,205,0,205,0,0,0,0,0,0,0,0
2009-04-10,금,,"14,268","4,772","19,040",1,"10,038","5,886","1,221","2,931",0,"1,906","3,632","13,670","3,189","2,125",40,"1,024",1,558,939,"4,128",788,529,2,257,0,191,201,989,218,206,0,12,0,0,0,218,35,0,0,35,0,20,0,35,0,0,0,0,0,0,0,0
2009-04-11,토,,"63,795","7,085","70,880",41,"49,658","35,553","2,160","11,945",21,"1,536","4,707","54,365","8,120","5,073",126,"2,921",10,387,"2,036","10,156","5,236","3,886",54,"1,296",10,0,342,"5,578",682,473,10,199,0,0,0,682,98,6,0,92,0,0,0,98,1,1,0,0,0,1,0,1
2009-04-12,일,,"63,255","4,646","67,901",40,"47,974","36,474","1,049","10,451",25,100,"3,848","51,822","9,638","6,717",145,"2,776",15,40,449,"10,087","4,832","3,648",50,"1,134",0,0,349,"5,181",672,471,90,111,0,0,0,672,138,130,0,8,0,0,0,138,1,1,0,0,0,1,0,1
2009-04-13,월,,"13,131","4,369","17,500",7,"8,968","5,403","1,761","1,804",1,"2,908","3,550","12,518","3,606","1,933",58,"1,615",6,"1,225",561,"4,167",417,324,2,91,0,47,258,675,58,53,0,5,0,0,0,58,81,0,0,81,0,81,0,81,1,1,0,0,0,1,0,1
2009-04-14,화,,"16,456","4,132","20,588",19,"10,182","4,859",821,"4,502",11,"5,054","3,261","13,443","5,539","1,549",39,"3,951",8,"3,406",530,"6,069",479,335,4,140,0,81,341,820,125,123,0,2,0,-2,0,125,130,0,0,130,0,0,0,130,1,1,0,0,0,1,0,1
2009-04-15,수,,"9,319","2,393","11,712",14,"6,767","2,290","1,752","2,725",10,"4,143","1,956","8,723","1,700",520,72,"1,108",4,"1,063",256,"1,956",124,59,0,65,0,30,180,304,378,378,0,0,0,312,0,378,349,0,0,349,0,240,0,349,1,1,0,0,0,0,1,2
2009-04-16,목,,"12,815","3,506","16,321",6,"7,844","3,547","1,464","2,833",6,"4,226","2,595","10,439","3,730","1,455",48,"2,227",0,"2,024",773,"4,503",615,239,4,372,0,367,138,753,197,192,0,5,0,0,0,197,428,0,0,428,0,428,0,428,1,1,0,0,0,0,0,1
2009-04-17,금,,"19,006","3,498","22,504",9,"12,075","4,825","2,997","4,253",2,"7,073","2,948","15,023","5,593","1,750",114,"3,729",2,"3,311",400,"5,993",835,431,6,398,5,288,150,985,220,211,0,9,0,0,0,220,281,0,0,281,0,195,0,281,2,2,0,0,0,0,0,2
2009-04-18,토,,"42,378","4,277","46,655",58,"30,080","22,882","2,842","4,356",13,"2,742","3,577","33,657","8,843","6,904",131,"1,808",16,202,393,"9,236","2,874","2,373",15,486,10,0,307,"3,181",580,485,17,78,0,0,0,580,0,0,0,0,0,0,0,0,1,1,0,0,19,1,0,1
2009-04-19,일,,"50,676","4,170","54,846",50,"36,806","28,184",438,"8,184",26,161,"3,488","40,294","9,669","6,881",81,"2,707",15,34,461,"10,130","3,354","2,582",16,756,9,0,221,"3,575",845,725,10,110,0,0,0,845,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2
2009-04-20,월,,"6,858",626,"7,484",0,"5,085",434,"1,155","3,496",0,"2,666",566,"5,651","1,638",144,36,"1,458",0,"1,537",39,"1,677",0,0,0,0,0,0,21,21,7,7,0,0,0,0,0,7,128,0,0,128,0,128,0,128,0,0,0,0,0,0,0,0
2009-04-21,화,,"7,975","1,062","9,037",246,"4,793",572,"1,312","2,909",246,"4,237",852,"5,645","3,103",366,2,"2,735",0,"2,752",189,"3,292",3,3,0,0,0,0,21,24,9,9,0,0,0,0,0,9,67,0,0,67,0,67,0,67,0,0,0,0,0,0,0,0
2009-04-22,수,,"15,806","2,573","18,379",0,"10,051","2,100","2,140","5,811",0,"5,434","2,287","12,338","4,374","1,167",30,"3,177",0,"2,760",189,"4,563",659,122,0,537,0,544,97,756,195,195,0,0,0,0,0,195,526,0,0,526,0,367,0,526,1,1,0,0,0,0,0,1
2009-04-23,목,,"17,069","3,369","20,438",15,"10,527","3,757","1,333","5,437",11,"6,594","2,573","13,100","5,167","1,249",12,"3,906",2,"3,456",626,"5,793",686,292,1,393,2,379,170,856,119,118,0,1,0,0,0,119,570,0,0,570,0,402,0,570,0,0,0,0,0,0,0,0
2009-04-24,금,,"13,662","1,463","15,125",43,"7,640","1,915","1,528","4,197",13,"5,922","1,240","8,880","4,312",874,40,"3,398",30,"3,356",162,"4,474",958,188,0,770,0,810,61,"1,019",349,208,141,0,0,0,0,349,400,0,0,400,0,275,0,400,3,3,0,0,0,1,0,3
2009-04-25,토,,"7,607","1,472","9,079",6,"5,478","2,439",62,"2,977",4,"2,699","1,282","6,760","1,619","1,038",26,555,2,193,162,"1,781",228,221,1,6,0,170,28,256,182,106,6,70,0,0,0,182,100,1,0,99,0,0,0,100,0,0,0,0,0,0,0,0
2009-04-26,일,,"22,922","2,351","25,273",29,"14,795","11,373",195,"3,227",6,129,"1,989","16,784","6,713","4,733",76,"1,904",17,0,276,"6,989",802,606,10,186,6,0,86,888,463,377,0,86,0,0,0,463,149,2,0,147,0,0,0,149,0,0,0,0,0,0,0,0
2009-04-27,월,,"22,744","2,171","24,915",5,"17,762","8,887",17,"8,858",4,"14,909","1,767","19,529","4,279","1,244",9,"3,026",1,"2,916",285,"4,564",334,184,0,150,0,138,96,430,74,63,11,0,0,0,0,74,295,0,0,295,0,295,23,318,0,0,0,0,0,0,0,0
2009-04-28,화,,"20,653","2,694","23,347",11,"13,304","3,965",463,"8,876",11,"5,370","2,022","15,326","5,710","1,220",23,"4,467",0,"4,449",522,"6,232",684,235,0,449,0,442,150,834,137,106,30,1,0,0,0,137,818,0,0,818,0,732,0,818,0,0,0,0,0,0,0,0
2009-04-29,수,,"14,352","2,324","16,676",40,"8,879","3,540","2,321","3,018",38,"5,381","1,943","10,822","4,299","1,500",534,"2,265",2,"2,531",309,"4,608",762,191,7,564,0,561,72,834,203,200,0,3,0,0,0,203,209,0,0,209,0,0,0,209,0,0,0,0,0,0,0,0
2009-04-30,목,,"18,912","2,727","21,639",8,"11,692","3,992","1,511","6,189",4,"6,478","2,164","13,856","5,243","1,333",113,"3,797",4,"3,655",491,"5,734",892,198,0,694,0,679,72,964,475,246,212,17,0,155,0,475,608,24,0,584,0,608,0,608,2,2,0,0,0,1,0,2
2009-05-01,금,,"43,275","4,018","47,293",44,"30,191","21,599","3,291","5,301",28,"4,040","3,452","33,643","9,324","6,886",286,"2,152",14,649,352,"9,676","2,920","2,300",35,585,2,198,214,"3,134",755,485,143,127,0,0,0,755,85,0,0,85,0,85,0,85,0,0,0,0,0,0,0,0
2009-05-02,토,,"32,817","2,511","35,328",31,"24,689","15,863",609,"8,217",16,"10,623","1,963","26,652","6,942","4,484",227,"2,231",15,120,389,"7,331",423,286,15,122,0,0,159,582,763,501,31,231,0,0,0,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-03,일,,"52,417","3,708","56,125",36,"38,718","27,710","1,347","9,661",15,311,"3,038","41,756","9,750","6,413",260,"3,077",19,30,402,"10,152","2,955","2,136",74,745,0,46,268,"3,223",993,687,34,272,2,0,0,993,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
2009-05-04,월,,"47,376","3,065","50,441",24,"35,577","22,260","4,321","8,996",15,"3,218","2,520","38,097","7,781","4,601",504,"2,676",7,295,271,"8,052","3,336","2,367",147,822,2,100,274,"3,610",644,370,29,245,0,0,0,644,38,0,0,38,0,38,0,38,0,0,0,0,0,0,0,0
2009-05-05,화,,"65,926","4,317","70,243",37,"47,138","44,255","2,826",57,13,270,"3,440","50,578","11,672","7,402",437,"3,833",14,139,403,"12,075","5,821","5,599",222,0,10,0,474,"6,295","1,294",915,64,315,0,0,0,"1,294",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2009-05-06,수,,"8,702","2,053","10,755",27,"5,718","2,825","2,078",815,11,"2,420","1,760","7,478","2,185","1,305",161,719,16,346,180,"2,365",223,165,6,52,0,0,113,336,240,79,161,0,0,0,0,240,336,0,0,336,0,155,0,336,0,0,0,0,0,0,0,0
2009-05-07,목,,"10,449","2,469","12,918",6,"6,354","2,672","1,580","2,102",4,"3,783","1,996","8,350","2,911","1,135",72,"1,704",2,"1,250",380,"3,291",487,241,3,243,0,152,93,580,265,118,128,19,0,169,0,265,430,0,0,430,0,430,0,430,2,2,0,0,0,1,0,2
2009-05-08,금,,"11,442","2,430","13,872",52,"7,073","2,543","3,065","1,465",48,"4,065","2,083","9,156","3,039","1,206",773,"1,060",4,989,255,"3,294",563,148,10,405,0,368,92,655,434,110,186,138,0,0,0,434,332,0,0,332,0,352,0,332,1,1,0,0,0,1,0,1
2009-05-09,토,,"47,835","3,473","51,308",29,"35,906","20,423",918,"14,565",18,"18,069","2,651","38,557","9,124","5,894",357,"2,873",11,868,589,"9,713","1,551","1,078",44,429,0,288,233,"1,784","1,011",697,57,257,0,0,0,"1,011",239,5,0,234,0,0,0,239,4,4,0,0,0,3,0,4
2009-05-10,일,,"30,698","2,933","33,631",33,"19,647","14,725",826,"4,096",19,850,"2,417","22,064","8,174","5,788",382,"2,004",11,386,377,"8,551","1,732","1,319",32,381,3,60,139,"1,871","1,020",763,62,195,0,0,0,"1,020",122,80,38,4,0,0,0,122,3,3,0,0,0,3,0,3
2009-05-11,월,,"2,054",766,"2,820",0,"1,351",294,777,280,0,"1,201",611,"1,962",522,120,0,402,0,264,132,654,11,7,3,1,0,0,23,34,46,46,0,0,0,0,0,46,124,0,0,124,0,124,0,124,0,0,0,0,0,0,0,0
2009-05-12,화,,"6,459","1,385","7,844",0,"4,490","1,025","2,229","1,236",0,"3,537","1,014","5,504","1,248",374,32,842,0,768,200,"1,448",410,66,3,341,0,442,171,581,249,183,0,66,0,0,0,249,62,0,0,62,0,62,0,62,0,0,0,0,0,0,0,0
2009-05-13,수,,"12,266","2,651","14,917",18,"7,386","3,166","1,701","2,519",8,"4,219","2,107","9,493","3,217","1,367",92,"1,758",10,"1,693",354,"3,571",877,302,0,575,0,527,190,"1,067",348,320,27,1,0,0,0,348,437,0,0,437,0,390,0,437,1,1,0,0,0,0,0,1
2009-05-14,목,,"18,361","2,885","21,246",9,"11,840","3,141","2,673","6,026",5,"6,934","2,183","14,023","4,350","1,675",237,"2,438",4,"2,449",529,"4,879","1,612",432,2,"1,178",0,"1,206",173,"1,785",151,112,33,6,0,0,0,151,408,6,0,402,0,355,0,408,0,0,0,0,0,0,0,0
2009-05-15,금,,"19,012","2,319","21,331",37,"13,575","2,641","8,851","2,083",0,"10,550","1,738","15,313","3,339","1,306",477,"1,556",0,"1,313",250,"3,589","1,118",412,123,583,37,776,331,"1,449",536,318,186,32,0,0,0,536,443,0,0,443,0,367,0,443,1,1,0,0,0,1,0,1
2009-05-16,토,,"1,580",660,"2,240",0,947,632,247,68,0,296,601,"1,548",247,171,42,34,0,0,31,278,16,15,0,1,0,0,28,44,370,246,115,9,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-17,일,,"23,697","2,757","26,454",18,"16,730","8,483",558,"7,689",8,"6,771","2,198","18,928","4,962","3,696",165,"1,101",6,79,364,"5,326",874,716,21,137,4,105,195,"1,069","1,131",707,48,376,0,0,0,"1,131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-18,월,,"7,053","2,585","9,638",8,"4,157","2,965",748,444,8,"1,305","1,804","5,961","1,756","1,165",18,573,0,482,341,"2,097",407,360,0,47,0,60,440,847,463,463,0,0,0,0,0,463,270,0,0,270,0,270,0,270,0,0,0,0,0,0,0,0
2009-05-19,화,,"15,529","3,047","18,576",0,"10,455","3,335","3,804","3,316",0,"6,389","2,208","12,663","3,216","1,443",171,"1,602",0,"1,354",423,"3,639",900,484,4,412,0,330,416,"1,316",834,689,39,106,0,0,0,834,124,0,0,124,0,124,0,124,0,0,0,0,0,0,0,0
2009-05-20,수,,"11,551","3,188","14,739",57,"7,211","2,478","1,542","3,191",2,"4,766","2,363","9,574","2,658","1,242",112,"1,304",55,"1,316",477,"3,135","1,220",481,276,463,0,758,348,"1,568",155,151,0,4,0,0,0,155,307,7,0,300,0,119,0,307,0,0,0,0,0,0,0,0
2009-05-21,목,,826,990,"1,816",1,309,171,13,125,1,490,674,983,251,82,15,154,0,485,293,544,102,37,0,65,0,80,23,125,164,89,75,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-22,금,,"19,042","3,551","22,593",2,"12,297","2,785","6,603","2,909",2,"9,601","2,495","14,792","4,249","1,525",566,"2,158",0,"2,451",463,"4,712","1,711",554,521,636,0,"1,109",593,"2,304",365,167,93,105,0,0,0,365,419,0,0,419,0,397,0,419,1,1,0,0,0,1,0,1
2009-05-23,토,,"28,376","4,180","32,556",15,"14,225","9,269",544,"4,412",8,"1,453","2,205","16,430","6,615","4,204",217,"2,194",5,555,337,"6,952","5,752","4,600",140,"1,012",0,400,"1,638","7,390","1,568",642,103,823,2,0,0,"1,568",213,1,0,212,0,0,0,213,3,3,0,0,0,1,0,3
2009-05-24,일,,"47,770","5,033","52,803",58,"25,837","19,318",822,"5,697",9,610,"2,839","28,676","8,962","6,354",215,"2,393",34,325,382,"9,344","11,846","9,580",272,"1,994",15,91,"1,812","13,658",992,729,39,224,0,0,0,992,132,29,0,103,0,0,0,132,1,1,0,0,0,1,0,1
2009-05-25,월,,"10,003","3,265","13,268",12,"5,384","3,002","1,653",729,0,"2,238","1,842","7,226","1,986","1,354",122,510,5,291,225,"2,211","2,385","2,130",10,245,7,285,"1,190","3,575",218,218,0,0,0,0,0,218,30,0,0,30,0,0,8,38,0,0,0,0,0,0,0,0
2009-05-26,화,,"8,510","3,788","12,298",13,"4,195","2,245","1,270",680,0,"1,954","2,115","6,310","1,522",928,6,588,0,525,339,"1,861","2,359","1,851",13,495,13,525,"1,334","3,693",199,158,27,14,0,122,0,199,235,0,0,235,0,123,0,235,0,0,0,0,0,0,0,0
2009-05-27,수,,"8,300","3,259","11,559",0,"4,548","1,851","2,298",399,0,"2,525","1,900","6,448","1,188",853,63,272,0,114,234,"1,422","2,127","1,609",10,508,0,350,"1,120","3,247",266,260,0,6,0,30,0,266,171,0,0,171,0,176,5,176,0,0,0,0,0,0,0,0
2009-05-28,목,,"8,172","3,607","11,779",81,"3,631","1,996",329,"1,306",1,"1,720","1,989","5,620","1,667",962,11,694,2,821,504,"2,171","2,501","1,788",7,706,2,567,"1,114","3,615",162,137,0,25,0,0,0,162,211,0,0,211,76,96,0,211,0,0,0,0,0,0,0,0
2009-05-29,금,,"9,341","2,550","11,891",23,"4,587","1,828",967,"1,792",0,"2,414","1,516","6,103","2,173",829,85,"1,259",3,698,149,"2,322","2,128","1,380",2,746,20,584,885,"3,013",333,162,11,160,0,0,0,333,120,0,0,120,0,120,0,120,0,0,0,0,0,0,0,0
2009-05-30,토,,"29,681","4,452","34,133",80,"15,570","12,737",489,"2,344",56,"1,771","2,479","18,049","6,659","5,229",138,"1,292",16,171,454,"7,113","6,299","5,380",149,770,8,100,"1,519","7,818","1,150",805,55,290,0,0,0,"1,150",0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,3
2009-05-31,일,,"43,115","4,711","47,826",40,"22,631","16,951",647,"5,033",25,363,"2,650","25,281","8,937","6,501",224,"2,212",14,207,408,"9,345","10,308","8,338",212,"1,758",1,122,"1,653","11,961","1,239",827,87,325,0,0,0,"1,239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-01,월,,"6,510","2,873","9,383",0,"3,075","1,994",29,"1,052",0,827,"1,500","4,575","1,132",919,9,204,0,27,233,"1,365","1,914","1,777",10,127,0,0,"1,140","3,054",274,210,0,64,0,0,0,274,115,0,0,115,0,115,0,115,0,0,0,0,0,0,0,0
2009-06-02,화,,"3,874","2,649","6,523",1,"1,527","1,081",44,402,0,309,"1,583","3,110",788,498,16,274,1,238,155,943,"1,225","1,054",5,166,0,124,911,"2,136",133,133,0,0,0,0,0,133,201,0,0,201,0,201,0,201,0,0,0,0,0,0,0,0
2009-06-03,수,,"4,117","1,516","5,633",6,"1,586",465,954,167,6,"1,166",935,"2,521",614,229,1,384,0,426,86,700,872,625,1,246,0,337,495,"1,367",865,147,692,26,0,0,0,865,180,0,0,180,0,180,0,180,0,0,0,0,0,0,0,0
2009-06-04,목,,"11,088","2,948","14,036",0,"5,677","1,846","2,730","1,101",0,"3,427","1,650","7,327","1,965",768,472,725,0,715,149,"2,114","2,630","1,714",214,702,0,763,"1,149","3,779",516,147,135,234,0,0,0,516,300,0,0,300,0,180,0,300,0,0,0,0,0,0,0,0
2009-06-05,금,,"15,064","2,722","17,786",60,"8,111","2,767","3,395","1,949",54,"4,911","1,697","9,808","2,611","1,193",67,"1,351",6,955,209,"2,820","2,943","1,721",30,"1,192",0,824,816,"3,759","1,038",221,488,329,0,0,0,"1,038",361,11,0,350,0,358,0,361,0,0,0,0,0,0,0,0
2009-06-06,토,,"52,835","4,896","57,731",42,"30,249","21,806","1,074","7,369",17,540,"2,951","33,200","9,484","6,407",281,"2,796",10,203,477,"9,961","11,061","8,694",211,"2,156",15,45,"1,468","12,529","2,038","1,381",124,533,0,0,0,"2,038",0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3
2009-06-07,일,,"20,774","3,019","23,793",34,"10,451","7,955",324,"2,172",0,46,"1,913","12,364","4,998","3,644",134,"1,220",7,0,273,"5,271","4,458","3,692",93,673,27,0,833,"5,291",867,642,56,169,0,0,0,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-08,월,,"6,206","2,542","8,748",1,"2,734","2,175",46,513,0,195,"1,520","4,254","1,227",984,10,233,1,66,144,"1,371","1,835","1,589",5,241,0,143,878,"2,713",167,138,0,29,0,0,0,167,243,0,0,243,0,40,0,243,0,0,0,0,0,0,0,0
2009-06-09,화,,"1,805","1,321","3,126",8,729,579,5,145,8,98,806,"1,535",240,167,3,70,0,39,68,308,586,460,3,123,0,97,447,"1,033",128,53,73,2,0,108,0,128,122,0,0,122,0,95,0,122,0,0,0,0,0,0,0,0
2009-06-10,수,,"2,394","1,635","4,029",2,"1,102",719,89,294,0,290,"1,097","2,199",507,269,7,231,2,196,98,605,621,525,1,95,0,108,440,"1,061",60,53,0,7,0,0,0,60,104,0,0,104,0,104,0,104,0,0,0,0,0,0,0,0
2009-06-11,목,,"8,993","2,905","11,898",27,"4,439","1,943",646,"1,850",7,"2,243","1,830","6,269","2,052",907,21,"1,124",20,463,254,"2,306","2,012","1,248",14,750,0,459,821,"2,833",206,94,5,107,0,0,0,206,284,0,0,284,0,230,0,284,0,0,0,0,0,0,0,0
2009-06-12,금,,"10,701","2,802","13,503",56,"5,295","2,086","1,081","2,128",42,"2,883","1,776","7,071","2,018",825,34,"1,159",14,597,227,"2,245","2,501","1,104",5,"1,392",0,970,799,"3,300",552,194,37,321,0,0,0,552,334,0,0,334,0,334,0,334,1,1,0,0,0,1,0,1
2009-06-13,토,,"36,888","5,079","41,967",14,"20,690","14,386",874,"5,430",3,"3,621","3,293","23,983","8,035","5,492",235,"2,308",9,320,474,"8,509","6,512","5,078",157,"1,277",2,283,"1,312","7,824","1,442",963,113,366,0,0,0,"1,442",205,4,0,201,0,0,0,205,4,4,0,0,0,2,0,4
2009-06-14,일,,"29,066","3,697","32,763",32,"15,572","11,677",429,"3,466",23,116,"2,395","17,967","6,913","5,013",148,"1,752",2,84,348,"7,261","5,592","4,522",80,990,3,64,954,"6,546",980,697,100,183,4,0,0,980,9,5,1,3,0,0,0,9,0,0,0,0,0,0,0,0
2009-06-15,월,,"5,395","2,435","7,830",0,"2,402","2,046",38,318,0,132,"1,505","3,907","1,126",974,14,138,0,48,134,"1,260","1,600","1,274",6,320,0,262,796,"2,396",101,98,0,3,0,0,0,101,166,0,0,166,0,47,0,166,0,0,0,0,0,0,0,0
2009-06-16,화,,"5,230","2,349","7,579",5,"2,370","1,771",106,493,0,386,"1,562","3,932","1,015",739,7,269,5,145,147,"1,162","1,400",880,41,479,0,428,640,"2,040",178,112,37,29,0,0,0,178,267,0,0,267,0,218,0,267,0,0,0,0,0,0,0,0
2009-06-17,수,,"5,967","2,419","8,386",8,"2,803","1,640",16,"1,147",0,"1,147","1,574","4,377","1,211",607,19,585,2,343,108,"1,319","1,279",724,5,550,6,470,737,"2,016",366,244,105,17,0,0,0,366,308,0,0,308,0,248,0,308,0,0,0,0,0,0,0,0
2009-06-18,목,,"6,827","2,413","9,240",0,"2,950","1,834",19,"1,097",0,905,"1,664","4,614","1,798",890,6,902,0,512,206,"2,004","1,518",829,0,689,0,577,543,"2,061",205,193,0,12,0,7,0,205,356,0,0,356,0,304,0,356,0,0,0,0,0,0,0,0
2009-06-19,금,,"8,718","2,295","11,013",129,"4,233","1,682",912,"1,639",111,"2,180","1,344","5,577","1,880",749,30,"1,101",14,907,140,"2,020","2,149",804,362,983,4,"1,139",811,"2,960",241,170,39,32,0,0,0,241,215,2,0,213,0,55,0,215,0,0,0,0,0,0,0,0
2009-06-20,토,,"1,859",641,"2,500",10,821,601,168,52,9,339,495,"1,316",198,158,4,36,1,30,14,212,671,583,13,75,0,409,132,803,168,107,23,38,0,0,0,168,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
2009-06-21,일,,"24,500","3,209","27,709",20,"13,419","10,670",155,"2,594",18,118,"2,249","15,668","6,057","4,618",70,"1,369",2,0,223,"6,280","4,214","3,551",53,610,0,104,737,"4,951",810,603,26,181,0,0,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-22,월,,"4,252","1,931","6,183",5,"2,141","1,859",16,266,0,89,"1,279","3,420",957,755,5,197,0,58,137,"1,094",900,801,3,96,5,45,507,"1,407",254,250,0,4,0,0,0,254,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0
2009-06-23,화,,"5,422","2,284","7,706",7,"2,535","1,950",33,552,3,599,"1,743","4,278","1,401",889,75,437,4,315,105,"1,506","1,160",834,8,318,0,250,436,"1,596",114,107,4,3,0,0,0,114,212,0,0,212,0,212,0,212,0,0,0,0,0,0,0,0
2009-06-24,수,,"4,553","1,890","6,443",8,"2,090","1,520",28,542,8,331,"1,430","3,520",976,678,9,289,0,142,144,"1,120","1,114",691,3,420,0,215,316,"1,430",232,223,0,9,0,0,0,232,141,0,0,141,0,20,0,141,0,0,0,0,0,0,0,0
2009-06-25,목,,"5,122","2,286","7,408",20,"2,337","1,536",20,781,5,586,"1,537","3,874","1,261",728,16,517,15,405,219,"1,480","1,034",632,3,399,0,330,530,"1,564",253,155,0,98,0,0,0,253,237,0,0,237,0,237,0,237,0,0,0,0,0,0,0,0
2009-06-26,금,,"6,551","1,902","8,453",63,"3,300","1,614",14,"1,672",13,899,"1,459","4,759","1,413",789,8,616,44,530,85,"1,498","1,051",637,3,411,6,354,358,"1,409",537,265,0,272,0,0,0,537,250,0,0,250,0,230,0,250,0,0,0,0,0,0,0,0
2009-06-27,토,,"20,546","2,909","23,455",24,"10,965","8,380",157,"2,428",10,412,"2,211","13,176","5,335","3,906",73,"1,356",14,34,265,"5,600","2,882","2,375",20,487,0,49,433,"3,315","1,286",909,3,374,0,0,0,"1,286",76,29,0,47,0,0,0,76,2,2,0,0,0,1,0,2
2009-06-28,일,,"17,739","2,482","20,221",62,"10,112","7,362",94,"2,656",3,901,"1,938","12,050","4,730","3,577",46,"1,107",58,45,190,"4,920","2,155","1,766",23,366,1,0,354,"2,509",742,577,7,158,0,0,0,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-29,월,,"1,554",685,"2,239",2,816,700,5,111,0,0,551,"1,367",302,267,2,33,0,0,32,334,287,258,1,28,2,0,102,389,84,78,0,6,0,4,0,84,65,0,0,65,0,0,0,65,0,0,0,0,0,0,0,0
2009-06-30,화,,"2,370","1,557","3,927",12,"1,179",973,18,188,3,71,"1,250","2,429",646,477,11,158,9,41,93,739,325,220,7,98,0,86,214,539,55,53,0,2,0,0,0,55,165,0,0,165,0,165,0,165,0,0,0,0,0,0,0,0
2009-07-01,수,,"2,669","1,540","4,209",5,"1,673","1,318",27,328,0,200,"1,338","3,011",660,509,6,145,5,76,75,735,217,181,2,34,0,0,127,344,119,108,0,11,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-02,목,,644,"1,047","1,691",2,396,343,3,50,2,57,861,"1,257",131,115,0,16,0,35,53,184,44,42,0,2,0,0,133,177,73,73,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-03,금,,"3,118","1,526","4,644",4,"1,684","1,276",49,359,0,245,"1,292","2,976",770,561,16,193,2,45,74,844,454,368,7,79,2,180,160,614,209,134,35,40,0,0,0,209,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2009-07-04,토,,"13,908","2,446","16,354",15,"8,569","6,457",841,"1,271",11,684,"2,069","10,638","3,272","2,565",51,656,4,0,161,"3,433",998,834,16,148,0,127,216,"1,214","1,068",690,43,335,0,0,0,"1,068",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2009-07-05,일,,"20,700","2,460","23,160",43,"12,693","9,953",267,"2,473",4,70,"2,047","14,740","5,172","3,863",93,"1,216",39,0,229,"5,401","1,414","1,097",25,292,0,0,184,"1,598","1,421",997,42,382,0,0,0,"1,421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-06,월,,"2,830","1,338","4,168",2,"1,672","1,461",36,175,0,0,"1,124","2,796",770,661,11,98,0,0,66,836,180,151,9,20,2,0,148,328,208,175,0,33,0,4,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-07,화,,"1,313",913,"2,226",0,876,769,29,78,0,67,780,"1,656",328,284,11,33,0,0,29,357,58,53,0,5,0,0,104,162,51,45,6,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-08,수,,"2,302","1,514","3,816",5,"1,456","1,185",42,229,3,82,"1,394","2,850",652,549,29,74,2,0,31,683,100,89,2,9,0,0,89,189,94,68,5,21,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-09,목,,29,124,153,0,13,12,0,1,0,0,91,104,3,2,0,1,0,0,33,36,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-10,금,,"2,868","1,208","4,076",0,"1,616","1,255",61,300,0,77,"1,072","2,688",721,532,31,158,0,80,39,760,195,125,9,61,0,38,97,292,336,154,95,87,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
