구  분,,,월관람객수,,,,"동,식물원",,,,,,,,돌고래쇼,,,,,,,,테마가든,,,,,,,,캠프입장,,,,,,,,자연학습교실,,,,,,,,기타,,,,,,,
,,,,,,,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계
2018-1-18,목,구름 많음,989,514,"1,503",1,988,311,439,238,1,776,507,"1,495",1,0,1,0,0,0,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-19,금,맑음,334,584,918,17,333,256,28,49,17,0,574,907,1,1,0,0,0,0,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-20,토,구름 조금,"1,138",945,"2,083",3,1121,927,71,123,1,30,933,"2,054",17,14,1,2,2,0,12,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-21,일,구름 많음,"1,234",889,"2,123",18,1212,996,59,157,18,0,871,"2,083",22,19,2,1,0,0,18,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-22,월,눈,311,541,852,6,304,206,33,65,6,0,530,834,7,4,1,2,0,0,11,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-23,화,맑음,67,296,363,7,67,48,9,10,7,0,295,362,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-24,수,맑음,18,110,128,0,18,16,1,1,0,0,110,128,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-25,목,맑음,23,139,162,1,23,23,0,0,1,0,139,162,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-26,금,맑음,50,172,222,0,50,31,13,6,0,0,172,222,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-27,토,구름 조금,247,408,655,11,244,200,30,14,11,0,408,652,3,2,0,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-28,일,구름 조금,457,505,962,15,448,364,30,54,15,0,493,941,9,7,1,1,0,0,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-29,월,맑음,87,322,409,6,87,74,7,6,6,0,312,399,0,0,0,0,0,0,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-30,화,구름 많음,"9,203",457,"9,660",2,9202,91,"9,100",11,2,"9,097",452,"9,654",1,1,0,0,0,0,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-31,수,구름 많음,151,434,585,12,151,131,11,9,12,0,424,575,0,0,0,0,0,0,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-1,목,맑음,194,485,679,5,191,154,19,18,5,0,485,676,3,3,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-2,금,구름 많음,152,552,704,11,152,127,14,11,11,0,532,684,0,0,0,0,0,0,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-3,토,구름 조금,415,634,"1,049",10,409,335,27,47,10,0,621,"1,030",6,5,0,1,0,0,13,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-4,일,맑음,281,509,790,1,281,238,15,28,1,1,509,790,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-5,월,맑음,66,282,348,14,63,57,4,2,14,0,277,340,3,2,1,0,0,0,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-6,화,구름 조금,60,309,369,13,60,55,2,3,13,0,299,359,0,0,0,0,0,0,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-7,수,구름 많음,78,340,418,4,78,58,14,6,4,0,335,413,0,0,0,0,0,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-8,목,맑음,177,547,724,2,175,129,25,21,2,1,542,717,2,2,0,0,0,0,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-9,금,,172,485,657,3,171,140,18,13,3,0,481,652,1,1,0,0,0,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-10,토,,907,954,"1,861",17,898,748,40,110,17,0,950,"1,848",9,8,0,1,0,0,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-11,일,눈,544,615,"1,159",6,540,443,29,68,6,4,605,"1,145",4,3,0,1,0,0,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-12,월,구름 많음,120,379,499,18,120,84,20,16,18,0,368,488,0,0,0,0,0,0,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-13,화,맑음,195,530,725,19,195,166,19,10,19,0,525,720,0,0,0,0,0,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-14,수,,354,456,810,19,350,275,43,32,19,0,441,791,4,4,0,0,0,0,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-15,목,구름 조금,"1,193",572,"1,765",64,1172,"1,003",37,132,64,0,536,"1,708",21,20,0,1,0,0,36,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-16,금,맑음,"2,331",676,"3,007",246,2294,"1,976",71,247,246,0,668,"2,962",37,37,0,0,0,0,8,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-17,토,맑음,"2,617",973,"3,590",71,2586,"2,203",101,282,71,0,947,"3,533",31,26,0,5,0,0,26,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-18,일,구름 많음,"2,111","1,259","3,370",88,2079,"1,797",70,212,88,0,"1,240","3,319",32,25,0,7,0,0,19,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-19,월,구름 많음,767,791,"1,558",29,760,614,51,95,29,0,779,"1,539",7,6,0,1,0,0,12,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-20,화,구름 조금,561,682,"1,243",6,551,411,60,80,6,0,668,"1,219",10,9,0,1,0,0,14,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-21,수,구름 조금,465,704,"1,169",3,463,360,41,62,3,0,696,"1,159",2,2,0,0,0,0,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-22,목,구름 많음,562,786,"1,348",17,555,419,58,78,17,0,775,"1,330",7,5,0,2,0,0,11,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-23,금,구름 조금,490,589,"1,079",9,484,346,53,85,9,0,582,"1,066",6,6,0,0,0,0,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-24,토,구름 많음,"2,125","1,237","3,362",33,2112,"1,797",65,250,33,36,"1,202","3,314",13,13,0,0,0,0,35,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-25,일,맑음,"4,517","1,622","6,139",34,4441,"3,788",122,531,34,0,"1,576","6,017",76,68,1,7,0,0,46,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-26,월,구름 조금,"1,417",835,"2,252",17,1404,"1,068",97,239,17,0,819,"2,223",13,13,0,0,0,0,16,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-27,화,흐림,769,748,"1,517",11,763,537,89,137,11,0,746,"1,509",6,6,0,0,0,0,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2-28,수,비,168,458,626,6,166,121,8,37,6,0,448,614,2,2,0,0,0,0,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-1,목,맑음,"2,320",970,"3,290",24,2275,"1,907",111,257,24,75,946,"3,221",45,41,1,3,0,0,24,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-2,금,맑음,712,788,"1,500",25,680,626,6,48,23,0,777,"1,457",32,23,2,7,2,0,11,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-3,토,구름 많음,"10,711","3,829","14,540",58,10206,"8,849",222,"1,135",58,30,"3,683","13,889",505,458,2,45,0,0,146,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-4,일,흐림,"2,268","1,351","3,619",52,2207,"1,876",78,253,50,0,"1,314","3,521",61,50,0,11,2,0,37,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-5,월,구름 조금,546,503,"1,049",2,522,514,2,6,2,0,497,"1,019",24,22,0,2,0,0,6,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-6,화,구름 조금,739,"1,012","1,751",27,701,685,5,11,23,0,965,"1,666",38,37,0,1,4,0,47,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-7,수,구름 많음,583,851,"1,434",20,571,552,4,15,20,0,830,"1,401",12,12,0,0,0,0,21,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-8,목,흐림,139,465,604,8,139,135,2,2,8,0,452,591,0,0,0,0,0,0,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-9,금,구름 조금,495,871,"1,366",31,495,472,5,18,31,30,855,"1,350",0,0,0,0,0,0,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-10,토,구름 조금,"7,513","3,210","10,723",79,7274,"6,238",136,900,79,0,"3,148","10,422",239,216,1,22,0,0,62,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-11,일,구름 조금,"11,235","3,277","14,512",13,10756,"9,185",228,"1,343",11,0,"3,213","13,969",479,434,3,42,2,0,64,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-12,월,맑음,818,737,"1,555",32,806,793,4,9,32,0,699,"1,505",12,12,0,0,0,0,38,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-13,화,구름 조금,889,930,"1,819",39,868,826,4,38,39,34,890,"1,758",21,19,1,1,0,0,40,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-14,수,구름 조금,"1,872","1,160","3,032",22,1806,"1,711",43,52,20,30,"1,089","2,895",66,64,0,2,2,0,71,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-15,목,비,82,308,390,3,80,74,0,6,3,0,306,386,2,2,0,0,0,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-16,금,맑음,"1,118",983,"2,101",42,1072,"1,029",12,31,42,0,967,"2,039",46,44,1,1,0,0,16,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-17,토,구름 많음,"17,044","4,667","21,711",44,15928,"13,630",249,"2,049",42,87,"4,446","20,374","1,116","1,005",7,104,2,0,221,"1,337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-18,일,흐림,"8,256","3,084","11,340",67,7924,"6,596",192,"1,136",58,0,"2,901","10,825",332,286,0,46,9,0,183,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-19,월,구름 조금,295,490,785,9,291,279,1,11,9,0,479,770,4,3,0,1,0,0,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-20,화,구름 많음,377,851,"1,228",30,363,332,9,22,30,0,823,"1,186",14,14,0,0,0,0,28,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-21,수,눈,"1,673",511,"2,184",4,1673,353,828,492,4,0,501,"2,174",0,0,0,0,0,0,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-22,목,맑음,603,956,"1,559",44,566,545,13,8,44,0,899,"1,465",37,35,0,2,0,41,57,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-23,금,구름 조금,"1,002",920,"1,922",18,986,886,49,51,18,68,892,"1,878",16,15,0,1,0,0,28,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-24,토,구름 조금,"6,364","2,054","8,418",59,6165,"5,241",173,751,57,94,"1,975","8,140",199,187,1,11,2,0,79,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-25,일,맑음,"5,576","1,758","7,334",114,5397,"4,567",214,616,114,0,"1,646","7,043",179,156,2,21,0,0,112,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-26,월,맑음,621,606,"1,227",26,613,568,15,30,26,0,580,"1,193",8,8,0,0,0,0,26,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-27,화,구름 조금,560,737,"1,297",26,544,483,21,40,21,0,706,"1,250",16,14,0,2,5,0,31,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-28,수,구름 조금,964,866,"1,830",18,951,825,82,44,18,69,823,"1,774",13,13,0,0,0,0,43,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-29,목,구름 조금,725,863,"1,588",41,709,655,18,36,41,69,832,"1,541",16,16,0,0,0,0,31,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-30,금,맑음,"2,395","1,275","3,670",60,2315,"1,610",619,86,59,618,"1,231","3,546",80,75,2,3,1,0,44,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-31,토,구름 조금,"17,894","6,715","24,609",101,16653,"14,148",252,"2,253",90,298,"5,508","22,161","1,241","1,087",5,149,11,0,477,"1,718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-1,일,흐림,"10,899","4,222","15,121",156,10269,"8,689",188,"1,392",153,36,"4,079","14,348",630,558,9,63,3,0,143,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-2,월,,"1,818",967,"2,785",12,1746,"1,632",13,101,11,30,899,"2,645",72,65,0,7,1,0,68,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-3,화,,"2,140","1,549","3,689",67,2067,"1,792",103,172,66,218,"1,314","3,381",73,69,0,4,1,53,235,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-4,수,,"1,585",990,"2,575",32,1442,"1,318",47,77,26,0,939,"2,381",143,135,0,8,6,0,51,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-5,목,,559,433,992,7,550,136,408,6,6,394,410,960,9,9,0,0,1,0,23,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-6,금,구름 많음,"2,933",987,"3,920",31,2881,"1,139","1,548",194,30,"1,713",876,"3,757",52,50,1,1,1,39,111,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-7,토,구름 많음,"9,469","3,272","12,741",88,9065,"7,899",221,945,88,181,"3,160","12,225",404,380,2,22,0,0,112,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-8,일,흐림,"9,341","3,342","12,683",139,8789,"7,464",212,"1,113",133,0,"3,063","11,852",552,489,8,55,6,0,279,831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-9,월,구름 조금,"3,844","1,931","5,775",50,3676,"2,747",760,169,50,828,"1,596","5,272",168,157,0,11,0,115,335,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-10,화,구름 많음,"3,726","3,510","7,236",66,3510,"2,832",531,147,62,939,"2,760","6,270",216,213,0,3,4,245,750,966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-11,수,맑음,"2,229","1,955","4,184",68,2129,"1,797",286,46,68,385,"1,766","3,895",100,90,2,8,0,0,189,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-12,목,맑음,"4,025","3,239","7,264",26,3779,"2,862",539,378,25,"1,219","2,636","6,415",246,232,0,14,1,241,603,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-13,금,구름 많음,"5,380","3,314","8,694",49,5061,"3,734","1,113",214,42,"1,504","2,685","7,746",319,301,6,12,7,239,629,948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-14,토,흐림,"1,075","1,022","2,097",16,1024,894,24,106,16,4,996,"2,020",51,50,0,1,0,36,26,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-15,일,구름 조금,"16,642","4,713","21,355",145,15706,"13,383",308,"2,015",139,30,"4,369","20,075",936,831,10,95,6,0,344,"1,280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-16,월,구름 조금,"3,299","2,181","5,480",31,3065,"2,888",20,157,26,180,"1,624","4,689",234,222,1,11,5,196,557,791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-17,화,맑음,"2,530","2,634","5,164",26,2415,"2,059",32,324,23,598,"2,163","4,578",115,114,0,1,3,246,471,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-18,수,맑음,"2,826","2,808","5,634",61,2590,"1,901",89,600,59,"1,018","2,327","4,917",236,182,0,54,2,311,481,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-19,목,맑음,"2,455","2,614","5,069",21,2304,"2,003",117,184,18,729,"2,027","4,331",151,147,0,4,3,324,587,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-20,금,맑음,"3,459","1,894","5,353",43,3307,"2,609",100,598,38,"1,034","1,489","4,796",152,150,0,2,5,239,405,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-21,토,구름 조금,"21,602","11,008","32,610",200,20511,"17,618",281,"2,612",180,"1,076","10,526","31,037","1,091",941,48,102,20,0,482,"1,573",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-22,일,비,"5,932","1,748","7,680",81,5619,"4,884",52,683,78,974,"1,638","7,257",313,272,4,37,3,0,110,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-23,월,비,61,227,288,0,61,55,2,4,0,0,187,248,0,0,0,0,0,0,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-24,화,구름 많음,"1,685","2,655","4,340",44,1626,"1,066",25,535,44,"1,135","2,004","3,630",59,56,0,3,0,403,651,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-25,수,맑음,"4,324","4,309","8,633",70,3853,"2,399",544,910,69,"2,609","3,054","6,907",471,432,1,38,1,951,"1,255","1,726",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-26,목,구름 조금,"10,774","5,059","15,833",76,10279,"2,932","6,135","1,212",72,"9,519","3,626","13,905",495,415,3,77,4,"1,155","1,433","1,928",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-27,금,맑음,"10,229","4,121","14,350",26,9890,"8,780",399,711,21,"8,977","3,010","12,900",339,327,5,7,5,781,"1,111","1,450",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-28,토,맑음,"17,221","5,743","22,964",43,16048,"13,694",302,"2,052",28,858,"5,186","21,234","1,173","1,042",11,120,15,0,557,"1,730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-29,일,구름 조금,"22,455","7,319","29,774",229,21041,"17,923",299,"2,819",208,681,"6,950","27,991","1,414","1,249",14,151,21,0,369,"1,783",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-30,월,구름 조금,"4,035","11,066","15,101",37,3873,"3,238",156,479,35,"1,103","2,116","5,989",162,149,2,11,2,382,747,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-5-1,화,흐림,"16,617","5,667","22,284",194,15314,"12,251","1,972","1,091",194,"1,983","5,131","20,445","1,303","1,185",2,116,0,109,536,"1,839",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-5-2,수,비,697,652,"1,349",14,679,211,338,130,12,448,573,"1,252",18,16,0,2,2,1,79,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-5-3,목,흐림,"6,490","2,613","9,103",24,6111,"1,017","1,146","3,948",7,"5,789","2,199","8,310",379,234,2,143,17,335,414,793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-5-4,금,맑음,"8,372","3,026","11,398",47,7487,"2,953","3,963",571,43,"4,642","2,181","9,668",885,344,508,33,4,"1,000",845,"1,730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-5-5,토,맑음,"29,521","22,789","52,310",208,27580,"26,735",845,0,202,65,"21,826","49,406","1,941","1,857",54,30,6,0,963,"2,904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-5-6,일,비,"2,624",720,"3,344",65,2559,"2,055",161,343,65,125,671,"3,230",65,54,1,10,0,0,49,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-5-7,월,구름 많음,"24,639","8,182","32,821",182,22197,"18,175",818,"3,204",180,30,"7,560","29,757","2,442","2,091",82,269,2,0,622,"3,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-5-8,화,,"3,600","2,128","5,728",17,3264,"2,077",889,298,17,953,"1,712","4,976",336,293,6,37,0,98,416,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-5-9,수,,"2,938","2,954","5,892",34,2632,"2,076",140,416,21,885,"1,708","4,340",306,284,20,2,13,792,"1,246","1,552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-5-10,목,,"3,138","3,624","6,762",35,2786,"1,764",433,589,31,"1,469","2,060","4,846",352,264,0,88,4,952,"1,564","1,916",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-5-11,금,구름 많음,"6,050","3,785","9,835",1,5133,"1,942","2,592",599,0,"4,002","2,572","7,705",917,466,351,100,1,"1,001","1,213","2,130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-5-12,토,비,801,544,"1,345",32,704,645,8,51,18,233,497,"1,201",97,94,3,0,14,36,47,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-5-13,일,구름 조금,"17,365","5,766","23,131",209,15734,"13,356",437,"1,941",195,342,"4,888","20,622","1,631","1,446",47,138,14,161,878,"2,509",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-5-14,월,맑음,"2,153","1,949","4,102",24,1638,"1,487",22,129,15,526,"1,487","3,125",515,268,197,50,9,379,462,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-5-15,화,구름 많음,"2,476","2,349","4,825",28,2220,"1,244",829,147,23,"1,179","1,407","3,627",256,250,0,6,5,347,942,"1,198",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-5-16,수,비,222,674,896,7,144,100,37,7,7,204,529,673,78,7,0,71,0,169,145,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-5-17,목,비,830,479,"1,309",7,775,156,583,36,6,687,330,"1,105",55,55,0,0,1,65,149,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-5-18,금,흐림,"4,252","1,240","5,492",19,3043,704,"2,037",302,14,"2,470",979,"4,022","1,209",109,"1,055",45,5,"1,137",261,"1,470",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-5-19,토,맑음,"24,047","9,608","33,655",110,20926,"18,021",352,"2,553",82,318,"8,227","29,153","3,121","2,816",28,277,28,78,"1,381","4,502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
