구  분,,,월관람객수,,,,"동,식물원",,,,,,,,돌고래쇼,,,,,,,,테마가든,,,,,,,,캠프입장,,,,,,,,자연학습교실,,,,,,,,기타,,,,,,,
,,,,,,,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계,유료입장,,,,,,무료소계,총  계
2013-01-12,토,구름 많음,"2,371","1,794","4,165",66,"2,257","1,862",80,315,54,109,"1,481","3,738",0,0,0,0,12,0,306,306,23,15,0,8,0,0,7,30,91,0,0,91,0,0,0,91,,,,,,,,,,,,,,,,
2013-01-13,일,구름 많음,"3,352","2,214","5,566",67,"3,314","2,677",176,461,67,0,"1,677","4,991",0,0,0,0,0,0,515,515,38,33,0,5,0,0,22,60,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-01-14,월,맑음,550,"1,020","1,570",11,542,410,42,90,11,0,860,"1,402",0,0,0,0,0,0,152,152,8,5,0,3,0,0,8,16,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-01-15,화,구름 많음,530,"1,069","1,599",23,520,413,34,73,23,0,974,"1,494",0,0,0,0,0,0,78,78,0,0,0,0,0,0,17,17,10,0,0,10,0,0,0,10,,,,,,,,,,,,,,,,
2013-01-16,수,흐림,311,830,"1,141",9,298,207,39,52,9,0,789,"1,087",0,0,0,0,0,0,35,35,0,0,0,0,0,0,6,6,13,0,0,13,0,0,0,13,,,,,,,,,,,,,,,,
2013-01-17,목,맑음,350,820,"1,170",17,324,257,21,46,17,0,748,"1,072",0,0,0,0,0,0,69,69,4,1,2,1,0,0,3,7,22,0,0,22,0,0,0,22,,,,,,,,,,,,,,,,
2013-01-18,금,맑음,446,802,"1,248",12,391,245,56,90,12,34,727,"1,118",0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0,55,5,0,50,0,0,0,55,,,,,,,,,,,,,,,,
2013-01-19,토,구름 많음,"3,295","2,520","5,815",44,"3,170","2,506",173,491,44,0,"2,041","5,211",0,0,0,0,0,0,460,460,33,28,0,5,0,0,19,52,92,4,0,88,0,0,0,92,,,,,,,,,,,,,,,,
2013-01-20,일,구름 많음,"4,121","2,676","6,797",69,"4,091","3,352",181,558,69,30,"1,928","6,019",0,0,0,0,0,0,723,723,30,24,0,6,0,0,25,55,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-01-21,월,눈/비,90,368,458,5,81,61,10,10,5,0,353,434,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,9,,,,,,,,,,,,,,,,
2013-01-22,화,구름 많음,"2,148",968,"3,116",17,"2,133","1,234",37,862,17,"1,644",877,"3,010",0,0,0,0,0,0,79,79,3,3,0,0,0,0,12,15,12,0,0,12,0,0,0,12,,,,,,,,,,,,,,,,
2013-01-23,수,눈/비,170,693,863,8,157,116,13,28,8,0,648,805,0,0,0,0,0,0,40,40,2,0,2,0,0,0,5,7,11,0,0,11,0,0,0,11,,,,,,,,,,,,,,,,
2013-01-24,목,흐림,368,930,"1,298",14,337,238,52,47,14,0,843,"1,180",0,0,0,0,0,0,86,86,6,4,2,0,0,0,1,7,25,0,0,25,0,0,0,25,,,,,,,,,,,,,,,,
2013-01-25,금,맑음,272,563,835,6,221,147,36,38,6,0,528,749,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,51,1,0,50,0,0,0,51,,,,,,,,,,,,,,,,
2013-01-26,토,맑음,865,991,"1,856",21,773,610,75,88,21,0,846,"1,619",0,0,0,0,0,0,143,143,3,2,0,1,0,0,2,5,89,0,0,89,0,0,0,89,,,,,,,,,,,,,,,,
2013-01-27,일,맑음,975,"1,064","2,039",97,948,742,77,129,79,0,871,"1,819",0,0,0,0,18,0,190,190,2,2,0,0,0,0,3,5,25,0,0,25,0,0,0,25,,,,,,,,,,,,,,,,
2013-01-28,월,맑음,476,799,"1,275",20,474,304,73,97,14,32,711,"1,185",0,0,0,0,6,0,78,78,2,2,0,0,0,0,10,12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-01-29,화,흐림,473,991,"1,464",20,470,349,64,57,18,0,866,"1,336",0,0,0,0,2,0,113,113,3,3,0,0,0,0,12,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-01-30,수,구름 많음,735,"1,121","1,856",17,719,578,90,51,17,0,997,"1,716",0,0,0,0,0,0,121,121,16,14,0,2,0,0,3,19,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-01-31,목,구름 많음,"1,490","1,556","3,046",36,"1,470","1,228",127,115,29,0,"1,338","2,808",0,0,0,0,2,0,197,197,20,19,1,0,5,0,21,41,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-01,금,비,114,236,350,12,114,112,0,2,12,88,225,339,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-02,토,구름 조금,"3,137","2,336","5,473",56,"3,095","2,557",158,380,56,0,"1,807","4,902",0,0,0,0,0,0,495,495,42,38,0,4,0,0,34,76,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-03,일,구름 조금,"1,376","1,301","2,677",118,"1,371","1,094",99,178,102,0,"1,061","2,432",0,0,0,0,16,0,233,233,5,5,0,0,0,0,7,12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-04,월,눈,671,587,"1,258",5,666,223,436,7,5,420,528,"1,194",0,0,0,0,0,0,48,48,5,4,0,1,0,0,11,16,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-05,화,구름 많음,210,845,"1,055",8,210,185,21,4,8,40,813,"1,023",0,0,0,0,0,0,27,27,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-06,수,구름 많음,583,689,"1,272",435,583,386,12,185,435,394,674,"1,257",0,0,0,0,0,0,12,12,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-07,목,맑음,71,354,425,93,71,57,7,7,93,0,336,407,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-08,금,맑음,199,178,377,25,197,192,3,2,22,116,169,366,0,0,0,0,0,0,8,8,2,2,0,0,3,0,1,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-09,토,구름 조금,375,521,896,27,375,326,18,31,25,0,495,870,0,0,0,0,2,0,24,24,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-10,일,흐림,"1,395",437,"1,832",243,"1,390","1,124",95,171,231,0,300,"1,690",0,0,0,0,12,0,136,136,5,5,0,0,0,0,1,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-11,월,맑음,"2,089","1,358","3,447",193,"2,080","1,768",120,192,161,0,883,"2,963",0,0,0,0,32,0,461,461,9,8,0,1,0,0,14,23,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-12,화,흐림,788,"1,151","1,939",40,786,607,66,113,40,0,973,"1,759",0,0,0,0,0,0,169,169,2,2,0,0,0,0,9,11,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-13,수,맑음,577,"1,257","1,834",71,577,479,62,36,71,0,"1,099","1,676",0,0,0,0,0,0,153,153,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-14,목,구름 조금,837,"1,313","2,150",28,832,690,107,35,28,78,"1,208","2,040",0,0,0,0,0,0,93,93,5,5,0,0,0,0,12,17,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-15,금,구름 조금,"1,040","1,036","2,076",14,"1,040",753,52,235,14,484,926,"1,966",0,0,0,0,0,0,107,107,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-16,토,맑음,"3,062","2,420","5,482",133,"3,029","2,430",229,370,133,34,"1,821","4,850",0,0,0,0,0,0,577,577,33,29,0,4,0,0,22,55,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-17,일,구름 많음,"4,461","2,748","7,209",47,"4,406","3,631",189,586,43,0,"1,853","6,259",0,0,0,0,0,0,870,870,55,44,1,10,4,0,25,80,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-18,월,구름 많음,771,"1,000","1,771",30,771,556,115,100,23,0,854,"1,625",0,0,0,0,7,0,142,142,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-19,화,구름 많음,609,"1,204","1,813",9,593,454,62,77,9,30,"1,060","1,653",0,0,0,0,0,0,131,131,0,0,0,0,0,0,13,13,16,0,16,0,0,0,0,16,,,,,,,,,,,,,,,,
2013-02-20,수,맑음,462,902,"1,364",31,452,355,33,64,29,0,806,"1,258",0,0,0,0,2,0,92,92,10,5,1,4,0,0,4,14,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-21,목,구름 조금,730,"1,252","1,982",9,728,494,128,106,9,30,"1,097","1,825",0,0,0,0,0,0,151,151,2,0,0,2,0,0,4,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-22,금,흐림,642,991,"1,633",5,639,473,59,107,5,0,818,"1,457",0,0,0,0,0,0,170,170,3,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-23,토,맑음,"3,202","2,445","5,647",122,"3,188","2,545",191,452,122,138,"1,833","5,021",0,0,0,0,0,0,603,603,14,12,0,2,0,0,9,23,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-24,일,맑음,"6,299","3,234","9,533",51,"6,236","5,043",274,919,51,0,"2,325","8,561",0,0,0,0,0,0,880,880,63,52,0,11,0,0,29,92,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-25,월,구름 많음,"1,728","1,249","2,977",60,"1,700","1,119",173,408,54,0,915,"2,615",0,0,0,0,6,0,315,315,28,21,0,7,0,0,19,47,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-26,화,구름 많음,"1,030","1,386","2,416",22,"1,027",678,88,261,15,68,"1,083","2,110",0,0,0,0,7,37,285,285,3,2,0,1,0,0,18,21,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-27,수,구름 많음,"2,698","2,131","4,829",28,"2,648","1,977",210,461,28,0,"1,643","4,291",0,0,0,0,0,0,439,439,50,40,2,8,0,0,49,99,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-02-28,목,구름 많음,"3,561","2,352","5,913",43,"3,488","2,483",299,706,38,37,"1,842","5,330",0,0,0,0,5,0,483,483,73,58,4,11,0,0,27,100,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2013-03-01,금,구름 많음,"7,816","3,831","11,647",229,"7,745","5,944",433,"1,368",229,207,"2,066","9,811",0,0,0,0,0,0,"1,737","1,737",71,57,1,13,0,0,28,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2013-03-02,토,맑음,"7,467","3,965","11,432",190,"7,422","5,799",394,"1,229",190,0,"2,426","9,848",0,0,0,0,0,0,"1,517","1,517",45,36,2,7,0,0,22,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2013-03-03,일,구름 조금,"6,893","3,787","10,680",97,"6,811","5,561",292,958,97,35,"2,542","9,353",0,0,0,0,0,0,"1,186","1,186",82,75,0,7,0,0,59,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2013-03-04,월,구름 많음,839,"1,194","2,033",18,837,761,20,56,18,0,"1,018","1,855",0,0,0,0,0,0,170,170,2,1,0,1,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2013-03-05,화,맑음,"1,005","1,710","2,715",84,997,950,3,44,84,44,"1,372","2,369",0,0,0,0,0,0,309,309,8,8,0,0,0,0,29,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2013-03-06,수,구름 조금,"1,398","1,940","3,338",7,"1,390","1,339",12,39,7,0,"1,555","2,945",0,0,0,0,0,0,340,340,8,7,0,1,0,0,45,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2013-03-07,목,비,464,973,"1,437",17,462,449,4,9,17,16,837,"1,299",0,0,0,0,0,0,132,132,2,2,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2013-03-08,금,구름 많음,"1,481","1,563","3,044",18,"1,450","1,387",9,54,18,36,"1,273","2,723",0,0,0,0,0,0,269,269,31,31,0,0,0,0,21,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2013-03-09,토,구름 조금,"29,238","9,082","38,320",298,"27,701","23,543",547,"3,611",290,144,"6,061","33,762",0,0,0,0,0,0,"2,782","2,782","1,511","1,314",18,179,8,0,239,"1,750",0,0,0,0,0,0,0,0,26,0,0,26,0,0,0,26,,,,,,,,
2013-03-10,일,맑음,"11,366","4,921","16,287",140,"11,085","9,200",371,"1,514",109,31,"2,716","13,801",0,0,0,0,0,0,"2,138","2,138",266,206,4,56,31,0,67,333,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,15,,,,,,,,
2013-03-11,월,맑음,"1,509","1,612","3,121",13,"1,461","1,382",50,29,13,42,"1,241","2,702",0,0,0,0,0,0,320,320,48,44,1,3,0,0,51,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2013-03-12,화,구름 조금,"2,372","1,418","3,790",24,"2,352","1,625",2,725,24,"1,603","1,173","3,525",0,0,0,0,0,0,228,228,20,20,0,0,0,0,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2013-03-13,수,흐림,451,983,"1,434",4,447,440,2,5,4,0,891,"1,338",0,0,0,0,0,0,85,85,4,4,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
2013-03-14,목,구름 조금,"1,153","1,517","2,670",22,"1,133","1,086",9,38,22,0,"1,273","2,406",0,0,0,0,0,0,215,215,20,19,0,1,0,0,28,48,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,
2013-03-15,금,맑음,"1,637","1,777","3,414",26,"1,556","1,476",20,60,26,0,"1,320","2,876",0,0,0,0,0,0,405,405,25,25,0,0,0,0,45,70,56,38,15,3,0,0,7,63,0,0,0,0,0,0,0,0,,,,,,,,
2013-03-16,토,구름 조금,"24,787","7,618","32,405",86,"22,986","19,231",453,"3,302",80,401,"5,094","28,080",0,0,0,0,0,0,"2,084","2,084","1,136",908,6,222,6,88,426,"1,562",637,485,7,145,0,0,14,651,28,0,0,28,0,0,0,28,,,,,,,,
2013-03-17,일,구름 많음,"22,528","8,715","31,243",61,"21,190","17,631",502,"3,057",51,0,"5,439","26,629",0,0,0,0,0,0,"2,724","2,724","1,050",928,6,116,10,0,450,"1,500",267,209,24,34,0,105,102,369,21,0,0,21,0,0,0,21,,,,,,,,
2013-03-18,월,구름 많음,"1,553","1,642","3,195",82,"1,513","1,454",22,37,82,68,"1,287","2,800",0,0,0,0,0,0,314,314,26,26,0,0,0,0,35,61,14,14,0,0,0,0,6,20,0,0,0,0,0,0,0,0,,,,,,,,
2013-03-19,화,구름 많음,"1,074","1,755","2,829",11,"1,030",988,14,28,10,0,"1,332","2,362",0,0,0,0,0,0,340,340,18,17,1,0,1,0,30,48,26,26,0,0,0,0,53,79,0,0,0,0,0,0,0,0,,,,,,,,
2013-03-20,수,눈/비,354,982,"1,336",7,342,329,4,9,7,0,917,"1,259",0,0,0,0,0,0,56,56,5,5,0,0,0,0,7,12,7,7,0,0,0,0,2,9,0,0,0,0,0,0,0,0,,,,,,,,
2013-03-21,목,맑음,"1,457","1,629","3,086",14,"1,432",676,727,29,14,815,"1,311","2,743",0,0,0,0,0,0,300,300,15,15,0,0,0,0,15,30,10,10,0,0,0,0,3,13,0,0,0,0,0,0,0,0,,,,,,,,
2013-03-22,금,구름 많음,802,"1,215","2,017",31,742,602,38,102,27,105,956,"1,698",0,0,0,0,0,0,230,230,13,12,0,1,4,0,19,32,47,42,0,5,0,0,10,57,0,0,0,0,0,0,0,0,,,,,,,,
2013-03-23,토,맑음,"18,628","6,658","25,286",132,"17,332","14,420",446,"2,466",116,185,"4,604","21,936",0,0,0,0,0,0,"1,882","1,882",791,671,15,105,16,0,114,905,505,383,24,98,0,0,58,563,0,0,0,0,0,0,0,0,,,,,,,,
2013-03-24,일,구름 조금,"21,658","7,125","28,783",133,"20,497","16,859",606,"3,032",130,66,"5,049","25,546",0,0,0,0,0,0,"1,966","1,966",934,769,24,141,3,0,78,"1,012",227,193,7,27,0,0,32,259,0,0,0,0,0,0,0,0,,,,,,,,
2013-03-25,월,맑음,"5,861","1,743","7,604",52,"5,618","3,228",9,"2,381",52,"4,564","1,189","6,807",0,0,0,0,0,0,522,522,3,3,0,0,0,0,26,29,12,12,0,0,0,0,6,18,228,0,228,0,0,142,0,228,,,,,,,,
2013-03-26,화,맑음,"1,687","1,782","3,469",63,"1,571","1,492",11,68,63,120,"1,411","2,982",0,0,0,0,0,0,311,311,29,28,0,1,0,0,42,71,87,87,0,0,0,20,18,105,0,0,0,0,0,0,0,0,,,,,,,,
2013-03-27,수,맑음,"3,349","2,447","5,796",115,"2,918","2,421",321,176,115,450,"1,712","4,630",0,0,0,0,0,0,636,636,94,87,0,7,0,0,83,177,337,44,293,0,0,261,16,353,0,0,0,0,0,0,0,0,,,,,,,,
2013-03-28,목,구름 많음,"1,813","2,056","3,869",39,"1,783","1,647",30,106,39,0,"1,610","3,393",0,0,0,0,0,0,396,396,20,20,0,0,0,0,33,53,10,10,0,0,0,0,17,27,0,0,0,0,0,0,0,0,,,,,,,,
2013-03-29,금,맑음,"3,960","2,170","6,130",48,"3,737","2,729",72,936,48,"1,608","1,534","5,271",0,0,0,0,0,0,576,576,65,63,0,2,0,0,55,120,158,61,86,11,0,0,5,163,0,0,0,0,0,0,0,0,,,,,,,,
2013-03-30,토,구름 많음,"17,438","6,444","23,882",114,"16,079","13,073",519,"2,487",107,177,"4,163","20,242",0,0,0,0,0,0,"1,999","1,999",528,436,7,85,7,0,264,792,814,686,41,87,0,0,18,832,17,1,0,16,0,0,0,17,,,,,,,,
2013-03-31,일,구름 조금,"25,686","8,268","33,954",139,"24,310","20,097",672,"3,541",110,72,"5,205","29,515",0,0,0,0,0,0,"2,544","2,544","1,078",914,6,158,29,0,503,"1,581",298,172,79,47,0,0,16,314,0,0,0,0,0,0,0,0,,,,,,,,
2013-04-01,월,구름 많음,"3,159","2,253","5,412",57,"3,065","2,303",505,257,53,526,"1,680","4,745",0,0,0,0,0,0,499,499,42,41,0,1,4,0,66,108,52,48,0,4,0,0,8,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-02,화,비,217,695,912,12,204,199,0,5,12,42,616,820,0,0,0,0,0,0,41,41,3,3,0,0,0,0,22,25,10,10,0,0,0,0,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-03,수,맑음,"3,378","2,772","6,150",58,"2,899","2,322",376,201,55,583,"2,129","5,028",0,0,0,0,0,0,547,547,65,60,0,5,3,0,83,148,146,71,75,0,0,70,13,159,268,0,220,48,0,220,0,268,0,0,0,0,0,0,0,0
2013-04-04,목,구름 조금,"4,347","2,904","7,251",111,"3,798","3,426",59,313,101,311,"2,265","6,063",0,0,0,0,0,0,433,433,202,159,0,43,10,41,200,402,327,65,261,1,0,115,6,333,20,0,0,20,0,20,0,20,0,0,0,0,0,0,0,0
2013-04-05,금,구름 조금,"9,307","3,241","12,548",80,"8,640","5,742","1,808","1,090",74,"3,105","2,064","10,704",0,0,0,0,0,0,953,953,262,186,0,76,6,88,213,475,368,201,151,16,0,0,11,379,37,0,0,37,0,0,0,37,0,0,0,0,0,0,0,0
2013-04-06,토,비,952,493,"1,445",12,775,683,30,62,12,240,401,"1,176",0,0,0,0,0,0,81,81,9,9,0,0,0,0,5,14,159,127,1,31,0,0,6,165,8,6,0,2,0,0,0,8,1,0,1,0,0,0,0,1
2013-04-07,일,구름 많음,"10,786","3,119","13,905",103,"10,326","8,674",319,"1,333",101,30,"2,918","13,244",0,0,0,0,0,0,0,0,318,267,2,49,2,0,176,494,141,121,1,19,0,0,25,166,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2013-04-08,월,맑음,"3,339","1,570","4,909",60,"2,769","2,157",484,128,56,532,"1,464","4,233",0,0,0,0,0,0,0,0,434,41,390,3,4,401,106,540,43,43,0,0,0,0,0,43,93,0,0,93,0,0,0,93,0,0,0,0,0,0,0,0
2013-04-09,화,구름 조금,"1,967","1,752","3,719",62,"1,711","1,269",41,401,62,522,"1,693","3,404",0,0,0,0,0,0,0,0,59,23,0,36,0,32,38,97,83,82,0,1,0,0,21,104,114,0,0,114,0,67,0,114,0,0,0,0,0,0,0,0
2013-04-10,수,구름 조금,"2,777","1,856","4,633",55,"2,367","1,011",901,455,55,"1,488","1,402","3,769",0,0,0,0,0,0,321,321,16,15,0,1,0,0,80,96,233,159,74,0,0,54,53,286,161,0,0,161,0,117,0,161,0,0,0,0,0,0,0,0
2013-04-11,목,구름 많음,"3,049","1,751","4,800",60,"2,729",757,"1,593",379,60,"1,972","1,391","4,120",0,0,0,0,0,0,264,264,24,24,0,0,0,58,74,98,192,44,0,148,0,0,22,214,104,1,0,103,0,43,0,104,0,0,0,0,0,0,0,0
2013-04-12,금,맑음,"5,919","2,802","8,721",70,"4,998","2,402","2,180",416,64,"2,907","1,966","6,964",0,0,0,0,0,0,774,774,127,46,2,79,6,36,51,178,335,203,108,24,0,0,11,346,459,0,230,229,0,372,0,459,0,0,0,0,0,0,0,0
2013-04-13,토,맑음,"43,251","13,808","57,059",227,"39,954","33,130","1,676","5,148",210,"1,375","9,609","49,563",0,0,0,0,0,0,"3,270","3,270","2,268","1,942",30,296,17,32,873,"3,141",949,812,20,117,0,397,56,"1,005",79,12,0,67,0,0,0,79,1,0,1,0,0,0,0,1
2013-04-14,일,흐림,"14,566","4,964","19,530",118,"13,763","11,538",521,"1,704",115,253,"2,993","16,756",0,0,0,0,0,0,"1,690","1,690",444,360,6,78,3,0,240,684,358,253,11,94,0,55,41,399,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2013-04-15,월,구름 많음,"2,560","2,333","4,893",26,"2,291","1,870",19,402,26,360,"1,613","3,904",0,0,0,0,0,0,613,613,48,20,0,28,0,33,97,145,74,74,0,0,0,0,10,84,147,0,0,147,0,147,0,147,0,0,0,0,0,0,0,0
2013-04-16,화,구름 많음,"7,286","4,225","11,511",35,"6,265","3,545","1,468","1,252",35,"3,628","2,976","9,241",0,0,0,0,0,0,960,960,124,90,0,34,0,126,266,390,191,131,0,60,0,0,23,214,706,0,0,706,0,579,0,706,0,0,0,0,0,0,0,0
2013-04-17,수,흐림,"8,692","6,387","15,079",16,"7,370","4,733","1,311","1,326",16,"3,641","4,275","11,645",0,0,0,0,0,0,"1,510","1,510",326,229,0,97,0,293,569,895,377,301,76,0,0,166,33,410,618,0,0,618,0,598,0,618,1,1,0,0,0,0,0,1
2013-04-18,목,흐림,"6,189","4,791","10,980",18,"5,114","3,982",549,583,18,"1,880","3,052","8,166",0,0,0,0,0,0,"1,048","1,048",283,250,2,31,0,240,640,923,278,180,0,98,0,10,51,329,513,0,0,513,0,339,0,513,1,1,0,0,0,1,0,1
2013-04-19,금,구름 조금,"21,562","8,273","29,835",50,"19,566","5,911","2,256","11,399",50,"4,730","4,525","24,091",0,0,0,0,0,0,"2,949","2,949",491,366,4,121,0,327,734,"1,225",804,635,123,46,0,0,65,869,698,0,0,698,0,524,0,698,3,3,0,0,0,3,0,3
2013-04-20,토,비,"5,815","2,518","8,333",23,"4,665","3,980",107,578,22,712,"1,760","6,425",0,0,0,0,0,0,655,655,394,377,0,17,1,0,84,478,729,588,19,122,0,39,19,748,19,0,0,19,0,0,0,19,8,1,6,1,0,6,0,8
