date,sulfur_dioxide_min,sulfur_dioxide_max,sulfur_dioxide_mean,sulfur_dioxide_median,carbon_monoxide_min,carbon_monoxide_max,carbon_monoxide_mean,carbon_monoxide_median,ozone_min,ozone_max,ozone_mean,ozone_median,nitrogen_dioxide_min,nitrogen_dioxide_max,nitrogen_dioxide_mean,nitrogen_dioxide_median,fine_dust_pm10_min,fine_dust_pm10_max,fine_dust_pm10_mean,fine_dust_pm10_median,rainfall_min,rainfall_max,rainfall_mean,rainfall_median,probability of precipitation_min,probability of precipitation_max,probability of precipitation_mean,probability of precipitation_median,humidity_min,humidity_max,humidity_mean,humidity_median,highest temperature_min,highest temperature_max,highest temperature_mean,highest temperature_median,lowest temperature_min,lowest temperature_max,lowest temperature_mean,lowest temperature_median,wind speed_min,wind speed_max,wind speed_mean,wind speed_median,wind direction_min,wind direction_max,wind direction_mean,wind direction_median,sky state_min,sky state_max,sky state_mean,sky state_median,weekday,visitor
2010-04-18,0.003,0.01,0.0059999999999999,0.007,0.4,1.1,0.6583333333333333,0.6,0.002,0.06,0.0271666666666666,0.0315,0.011,0.047,0.02825,0.0275,45.0,117.0,75.56521739130434,79.0,0.0,0.0,0.0,0.0,0.0,20.0,6.95945945945946,10.0,15.0,80.0,48.310810810810814,47.5,22.0,25.0,23.21052631578948,22.0,9.0,15.0,11.375,9.0,0.6,3.8,2.0939189189189187,2.1,96.0,315.0,227.0067567567568,264.0,2.0,3.0,2.8986486486486487,3.0,7.0,"56,363"
2010-04-19,0.006,0.008,0.007375,0.007,0.5,1.3,0.7416666666666667,0.7,0.002,0.042,0.013,0.0115,0.018,0.066,0.0452916666666666,0.045,33.0,111.0,61.958333333333336,58.0,0.0,0.0,0.0,0.0,20.0,30.0,22.0945945945946,20.0,25.0,80.0,56.79054054054054,52.5,22.0,24.0,23.31578947368421,23.0,14.0,15.0,14.0625,14.0,0.4,3.2,1.662837837837838,1.7,14.0,321.0,175.46621621621622,159.5,2.0,3.0,2.891891891891892,3.0,1.0,"12,789"
2010-04-21,0.007,0.007,0.007,0.007,0.4,1.0,0.6666666666666666,0.6,0.001,0.042,0.0195,0.019,0.015,0.05,0.0287083333333333,0.0289999999999999,22.0,67.0,44.29166666666666,43.0,0.0,5.0,0.2368421052631578,0.0,0.0,10.0,2.1621621621621623,0.0,35.0,90.0,60.94594594594594,60.0,24.0,26.0,24.526315789473685,24.0,10.0,12.0,10.875,10.0,0.2,4.7,2.427027027027027,2.3,30.0,344.0,163.16216216216216,135.0,2.0,3.0,2.4054054054054053,2.0,3.0,"15,948"
2010-04-23,0.002,0.005,0.0035555555555555,0.003,0.4,0.8,0.5555555555555556,0.5,0.002,0.051,0.0315555555555555,0.044,0.016,0.046,0.0283333333333333,0.02,17.0,44.0,28.22222222222222,26.0,0.0,5.0,1.644736842105263,0.0,10.0,20.0,14.18918918918919,10.0,50.0,90.0,68.41216216216216,70.0,25.0,29.0,27.36842105263158,27.0,11.0,15.0,13.0,12.0,0.0,2.1,0.9527027027027029,0.9,34.0,360.0,236.5472972972973,256.0,1.0,1.0,1.0,1.0,5.0,"20,595"
2010-04-24,0.001,0.006,0.00325,0.004,0.4,0.9,0.6749999999999999,0.7,0.001,0.073,0.0307916666666666,0.0195,0.008,0.066,0.0338749999999999,0.0355,31.0,97.0,61.125,56.0,0.0,0.0,0.0,0.0,20.0,70.0,33.445945945945944,30.0,35.0,85.0,59.29054054054054,60.0,26.0,29.0,27.0,27.0,13.0,15.0,14.0,14.0,0.1,2.1,0.7986486486486487,0.75,284.0,360.0,319.55405405405406,316.0,1.0,2.0,1.2635135135135136,1.0,6.0,"59,203"
2010-04-25,0.001,0.008,0.0049166666666666,0.005,0.6,1.1,0.725,0.7,0.004,0.089,0.041375,0.032,0.018,0.072,0.039,0.0355,57.0,102.0,78.34782608695652,78.0,0.0,1.0,0.1052631578947368,0.0,20.0,30.0,28.37837837837838,30.0,40.0,75.0,58.71621621621622,60.0,25.0,28.0,26.526315789473685,26.0,14.0,16.0,14.875,15.0,0.0,2.5,1.0094594594594597,0.9,9.0,360.0,70.96621621621621,58.0,1.0,2.0,1.358108108108108,1.0,7.0,"69,124"
2010-05-01,0.003,0.013,0.00775,0.0085,0.5,0.9,0.6583333333333333,0.6,0.004,0.087,0.0399166666666666,0.038,0.011,0.069,0.0281666666666666,0.0315,22.0,82.0,49.35,50.5,0.0,0.0,0.0,0.0,0.0,20.0,9.72972972972973,10.0,25.0,85.0,55.33783783783784,55.0,27.0,31.0,29.21052631578948,30.0,14.0,16.0,15.0,15.0,0.2,9.0,3.244594594594594,2.8,139.0,333.0,285.22972972972974,297.0,3.0,4.0,3.304054054054054,3.0,6.0,"49,948"
2010-05-02,0.006,0.01,0.0082083333333333,0.008,0.6,0.9,0.7347826086956522,0.7,0.003,0.095,0.0490833333333333,0.052,0.009,0.071,0.0305,0.0284999999999999,45.0,93.0,66.72727272727273,67.5,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,40.0,85.0,60.23648648648648,57.5,26.0,31.0,27.42105263157895,27.0,15.0,17.0,16.3125,16.0,0.9,5.7,3.3378378378378377,3.45,9.0,302.0,193.47297297297297,175.0,2.0,4.0,2.418918918918919,2.0,7.0,"57,274"
2010-06-01,0.002,0.005,0.0036666666666666,0.004,0.4,0.9,0.5916666666666667,0.55,0.002,0.065,0.0246666666666666,0.019,0.007,0.072,0.0322083333333333,0.027,16.0,81.0,34.5,25.5,0.0,0.0,0.0,0.0,0.0,10.0,2.0945945945945947,0.0,40.0,85.0,67.0945945945946,70.0,28.0,32.0,30.31578947368421,31.0,20.0,22.0,21.375,22.0,0.4,4.0,1.3925675675675675,1.1,76.0,329.0,210.01351351351352,176.5,2.0,3.0,2.3783783783783785,2.0,2.0,"19,597"
2010-06-02,0.003,0.006,0.0045,0.004,0.5,1.0,0.7166666666666667,0.75,0.002,0.096,0.0394583333333333,0.0345,0.012,0.069,0.0390833333333333,0.0435,28.0,86.0,54.875,57.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0405405405405403,0.0,35.0,90.0,65.27027027027027,70.0,27.0,32.0,28.84210526315789,29.0,19.0,21.0,20.0625,20.5,0.2,2.0,1.1574324324324323,1.2,7.0,360.0,138.0,96.0,1.0,2.0,1.5,1.5,3.0,"55,150"
2010-06-03,0.003,0.009,0.0045,0.004,0.5,0.9,0.6749999999999999,0.6499999999999999,0.003,0.097,0.03175,0.02,0.013,0.062,0.0358333333333333,0.038,31.0,82.0,60.391304347826086,62.0,0.0,0.0,0.0,0.0,0.0,10.0,0.5405405405405406,0.0,35.0,90.0,66.01351351351352,70.0,27.0,29.0,27.894736842105264,28.0,17.0,20.0,18.625,19.5,0.1,1.5,0.7601351351351351,0.7,0.0,360.0,217.5472972972973,236.0,2.0,3.0,2.277027027027027,2.0,4.0,"10,713"
2010-06-04,0.003,0.005,0.0040833333333333,0.004,0.5,0.9,0.6291666666666667,0.6,0.001,0.083,0.0251249999999999,0.0125,0.012,0.054,0.032875,0.035,22.0,78.0,44.833333333333336,42.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0810810810810811,0.0,40.0,90.0,64.76351351351352,70.0,28.0,30.0,28.63157894736842,28.0,17.0,18.0,17.1875,17.0,0.2,1.6,0.8932432432432431,0.9,0.0,353.0,264.0810810810811,301.0,2.0,3.0,2.52027027027027,3.0,5.0,"13,629"
2010-06-05,0.003,0.005,0.004,0.004,0.5,0.8,0.7041666666666666,0.7,0.001,0.074,0.0236666666666666,0.01,0.019,0.057,0.0355833333333333,0.035,24.0,75.0,42.130434782608695,41.0,0.0,5.0,2.289473684210526,0.5,0.0,10.0,0.7432432432432432,0.0,30.0,90.0,58.71621621621622,60.0,24.0,28.0,26.526315789473685,28.0,17.0,19.0,17.9375,17.5,1.3,3.1,1.8783783783783785,1.9,14.0,360.0,218.46621621621625,270.0,2.0,4.0,3.0,3.0,6.0,"33,025"
2010-06-06,0.003,0.005,0.00375,0.004,0.6,1.0,0.7541666666666668,0.75,0.001,0.093,0.0329166666666666,0.0245,0.016,0.054,0.0346249999999999,0.036,23.0,60.0,46.0,49.0,0.0,0.0,0.0,0.0,0.0,20.0,7.162162162162162,10.0,30.0,85.0,59.020270270270274,60.0,24.0,28.0,26.31578947368421,27.0,19.0,21.0,19.875,19.0,0.6,4.0,1.8047297297297296,1.7,14.0,333.0,207.26351351351352,233.0,4.0,4.0,4.0,4.0,7.0,"39,895"
2010-06-07,0.002,0.005,0.003375,0.003,0.6,0.6,0.6,0.6,0.002,0.082,0.0280416666666666,0.0155,0.009,0.067,0.0330833333333333,0.0345,16.0,59.0,33.25,31.0,0.0,0.0,0.0,0.0,0.0,20.0,11.824324324324325,10.0,30.0,90.0,63.88513513513514,60.0,24.0,31.0,29.105263157894736,30.0,21.0,23.0,22.125,22.0,0.6,6.0,3.639189189189189,3.9,32.0,342.0,104.06756756756756,90.0,3.0,4.0,3.972972972972973,4.0,1.0,"8,210"
2010-06-08,0.002,0.005,0.0031666666666666,0.003,0.3,0.7,0.4545454545454545,0.4,0.001,0.088,0.0375,0.032,0.007,0.086,0.0329166666666666,0.03,13.0,62.0,31.125,29.0,0.0,5.0,1.986842105263158,0.0,10.0,20.0,15.405405405405403,20.0,40.0,85.0,65.20270270270271,65.0,29.0,31.0,30.473684210526315,31.0,23.0,23.0,23.0,23.0,0.2,3.0,1.5013513513513512,1.6,93.0,273.0,180.51351351351352,168.5,2.0,4.0,3.304054054054054,3.0,2.0,"10,047"
2010-06-12,0.003,0.008,0.0033333333333333,0.003,0.4,0.8,0.4916666666666667,0.5,0.01,0.041,0.0270833333333333,0.0275,0.015,0.051,0.02675,0.0265,15.0,82.0,45.958333333333336,42.0,0.0,5.0,0.631578947368421,0.0,10.0,60.0,21.68918918918919,20.0,45.0,85.0,67.29729729729729,70.0,32.0,33.0,32.8421052631579,33.0,23.0,23.0,23.0,23.0,0.2,2.6,1.2,1.0,9.0,360.0,300.02027027027026,325.0,4.0,4.0,4.0,4.0,6.0,"4,802"
2010-06-13,0.003,0.004,0.0030833333333333,0.003,0.4,0.7,0.4791666666666667,0.4,0.001,0.059,0.0245416666666666,0.021,0.008,0.044,0.0215833333333333,0.018,18.0,55.0,33.166666666666664,34.0,0.0,10.0,2.6052631578947367,0.0,10.0,20.0,14.054054054054054,10.0,35.0,75.0,54.391891891891895,55.0,33.0,33.0,33.0,33.0,23.0,23.0,23.0,23.0,0.3,2.7,1.1114864864864864,1.1,27.0,360.0,265.06756756756755,302.0,2.0,4.0,3.5472972972972974,4.0,7.0,"24,464"
2010-06-14,0.003,0.007,0.004625,0.005,0.2,0.8,0.51,0.5,0.001,0.048,0.0145416666666666,0.009,0.025,0.039,0.032125,0.032,13.0,99.0,50.583333333333336,48.0,0.0,0.0,0.0,0.0,10.0,20.0,14.054054054054054,10.0,40.0,88.0,57.37837837837838,55.0,33.0,35.0,34.578947368421055,35.0,23.0,23.0,23.0,23.0,0.5,4.0,2.135135135135135,2.0,16.0,360.0,195.9797297297297,169.0,1.0,3.0,1.885135135135135,2.0,1.0,"3,703"
2010-06-15,0.004,0.005,0.0044166666666666,0.004,0.2,0.4,0.2818181818181818,0.3,0.001,0.041,0.013875,0.0035,0.019,0.042,0.028375,0.0295,18.0,63.0,35.291666666666664,35.0,0.0,0.0,0.0,0.0,0.0,20.0,9.527027027027026,10.0,30.0,85.0,56.52702702702703,55.0,35.0,35.0,35.0,35.0,23.0,23.0,23.0,23.0,1.0,4.5,2.7074324324324324,2.4,0.0,349.0,164.28378378378378,153.0,2.0,4.0,2.716216216216216,3.0,2.0,"6,408"
2010-06-20,0.004,0.006,0.00475,0.005,0.6,0.8,0.6958333333333333,0.7,0.003,0.062,0.0283749999999999,0.0245,0.01,0.029,0.0189583333333333,0.0195,26.0,88.0,64.91666666666667,65.5,0.0,1.0,0.0131578947368421,0.0,10.0,20.0,16.013513513513512,20.0,50.0,90.0,70.37162162162163,75.0,35.0,37.0,35.73684210526316,36.0,25.0,26.0,25.25,25.0,0.1,4.5,1.9277027027027027,1.9,72.0,315.0,177.09459459459458,169.5,3.0,3.0,3.0,3.0,7.0,"22,598"
2010-06-21,0.004,0.008,0.005625,0.005,0.7,0.9,0.8208333333333333,0.8,0.009,0.105,0.0424166666666666,0.03,0.009,0.046,0.02725,0.0284999999999999,42.0,109.0,73.1304347826087,73.0,0.0,0.0,0.0,0.0,20.0,60.0,20.54054054054054,20.0,50.0,85.0,69.45945945945945,70.0,35.0,37.0,35.8421052631579,36.0,25.0,26.0,25.1875,25.0,0.2,6.0,2.704054054054054,2.5,2.0,354.0,223.72297297297297,322.0,2.0,3.0,2.108108108108108,2.0,1.0,"5,633"
2010-06-22,0.004,0.011,0.0069166666666666,0.006,0.2,0.8,0.3625,0.3,0.003,0.057,0.0260833333333333,0.014,0.019,0.056,0.0355833333333333,0.036,23.0,68.0,43.77272727272727,44.5,0.0,5.0,2.5,2.5,10.0,20.0,17.094594594594593,20.0,50.0,90.0,68.95270270270271,70.0,35.0,37.0,35.31578947368421,35.0,25.0,27.0,25.1875,25.0,0.1,2.6,0.8662162162162161,0.8,6.0,351.0,280.9256756756757,316.5,2.0,3.0,2.756756756756757,3.0,2.0,"6,928"
2010-06-23,0.005,0.007,0.0058333333333333,0.006,0.4,0.6,0.4541666666666666,0.45,0.001,0.099,0.0324583333333333,0.018,0.02,0.061,0.037,0.037,34.0,70.0,50.875,50.5,0.0,5.0,1.1842105263157894,0.0,10.0,30.0,17.364864864864863,20.0,50.0,85.0,68.41216216216216,70.0,35.0,35.0,35.0,35.0,25.0,27.0,26.375,26.0,0.4,2.0,0.9587837837837838,0.9,21.0,360.0,145.51351351351352,117.0,2.0,3.0,2.891891891891892,3.0,3.0,"6,272"
2010-06-25,0.005,0.008,0.006375,0.0065,0.4,0.9,0.5750000000000001,0.6,0.002,0.112,0.046375,0.0495,0.014,0.079,0.0454583333333333,0.051,67.0,150.0,88.0,81.0,0.0,1.0,0.1973684210526315,0.0,10.0,60.0,15.0,10.0,45.0,85.0,65.4054054054054,67.5,34.0,37.0,35.10526315789474,35.0,25.0,26.0,25.1875,25.0,0.4,2.5,1.252027027027027,1.1,14.0,256.0,111.16891891891892,104.0,1.0,1.0,1.0,1.0,5.0,"7,195"
2010-06-26,0.004,0.005,0.0047916666666666,0.005,0.5,0.6,0.5499999999999999,0.55,0.004,0.045,0.0252083333333333,0.024,0.017,0.042,0.0284166666666666,0.024,18.0,69.0,47.583333333333336,51.0,0.0,1.0,0.1052631578947368,0.0,10.0,20.0,10.608108108108109,10.0,35.0,75.0,55.16891891891892,60.0,35.0,37.0,36.31578947368421,36.0,24.0,26.0,25.3125,26.0,1.4,6.5,3.949324324324324,4.0,27.0,211.0,131.82432432432432,148.0,2.0,4.0,2.7432432432432434,3.0,6.0,"11,003"
2010-06-27,0.004,0.009,0.0050833333333333,0.005,0.4,0.6,0.4791666666666667,0.5,0.009,0.042,0.0232083333333333,0.02,0.005,0.027,0.0144166666666666,0.014,14.0,60.0,29.791666666666668,25.5,0.0,0.0,0.0,0.0,10.0,60.0,24.864864864864863,20.0,45.0,85.0,64.76351351351352,65.0,36.0,38.0,37.10526315789474,37.0,25.0,25.0,25.0,25.0,0.3,3.7,1.6770270270270269,1.55,3.0,360.0,288.5743243243243,313.0,4.0,4.0,4.0,4.0,7.0,"10,194"
2010-06-28,0.005,0.007,0.0055416666666666,0.005,0.5,0.8,0.65,0.6,0.002,0.093,0.0310833333333333,0.0165,0.011,0.044,0.0264583333333333,0.026,40.0,106.0,65.79166666666667,67.0,0.0,0.0,0.0,0.0,20.0,30.0,22.027027027027028,20.0,45.0,85.0,67.02702702702703,67.5,38.0,38.0,38.0,38.0,25.0,26.0,25.4375,25.0,0.7,4.7,2.202702702702702,2.4,9.0,360.0,229.1824324324324,338.0,2.0,4.0,3.466216216216216,4.0,1.0,"6,175"
2010-08-01,0.004,0.005,0.0043333333333333,0.004,0.3,0.4,0.3208333333333333,0.3,0.015,0.06,0.038875,0.0405,0.004,0.023,0.0102083333333333,0.009,41.0,96.0,68.54166666666667,67.0,0.0,0.0,0.0,0.0,10.0,60.0,25.06756756756757,20.0,55.0,90.0,75.33783783783784,80.0,26.0,30.0,27.36842105263158,28.0,20.0,21.0,20.5,20.5,0.2,7.5,3.9810810810810815,4.0,291.0,352.0,309.0067567567568,310.0,1.0,3.0,1.9054054054054053,2.0,7.0,"21,484"
2010-08-02,0.004,0.006,0.0049583333333333,0.005,0.3,0.5,0.3875,0.4,0.002,0.052,0.0208333333333333,0.017,0.008,0.038,0.0239166666666666,0.0235,24.0,100.0,64.25,66.0,0.0,0.0,0.0,0.0,0.0,20.0,5.067567567567568,5.0,30.0,90.0,63.58108108108108,70.0,26.0,29.0,27.94736842105263,28.0,18.0,21.0,19.625,20.0,0.2,2.6,1.0405405405405406,1.0,288.0,332.0,314.0135135135135,315.0,1.0,3.0,1.5810810810810811,1.0,1.0,"15,088"
2010-08-03,0.004,0.008,0.0054166666666666,0.005,0.4,0.6,0.5083333333333333,0.5,0.001,0.077,0.0205416666666666,0.0104999999999999,0.02,0.069,0.0337916666666666,0.0295,21.0,112.0,51.04347826086956,48.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,35.0,90.0,64.5608108108108,70.0,27.0,29.0,28.31578947368421,28.0,17.0,19.0,17.8125,18.0,0.6,4.0,2.142567567567568,2.1,90.0,342.0,212.85135135135133,207.0,1.0,4.0,2.581081081081081,3.0,2.0,"16,687"
2010-08-04,0.003,0.005,0.0043749999999999,0.005,0.2,0.7,0.4791666666666667,0.5,0.002,0.058,0.0155833333333333,0.0055,0.013,0.061,0.0387083333333333,0.039,52.0,133.0,78.04347826086956,71.0,0.0,0.0,0.0,0.0,20.0,60.0,26.35135135135135,20.0,45.0,85.0,71.75675675675676,75.0,27.0,29.0,28.21052631578948,29.0,17.0,21.0,19.0,18.0,0.2,4.9,3.2655405405405404,3.6,97.0,320.0,245.40540540540545,281.0,1.0,1.0,1.0,1.0,3.0,"10,351"
2010-08-06,0.003,0.005,0.0039166666666666,0.004,0.2,0.4,0.25,0.2,0.004,0.018,0.0084583333333333,0.006,0.004,0.026,0.0149166666666666,0.014,15.0,56.0,29.5,28.5,0.0,0.0,0.0,0.0,10.0,80.0,34.25675675675676,30.0,60.0,90.0,79.08783783783784,80.0,26.0,28.0,27.21052631578948,27.0,13.0,14.0,13.875,14.0,1.3,4.9,2.6554054054054053,2.6,135.0,337.0,276.7432432432432,290.5,1.0,1.0,1.0,1.0,5.0,"5,562"
2010-08-07,0.004,0.006,0.0042083333333333,0.004,0.2,0.4,0.225,0.2,0.002,0.012,0.0057916666666666,0.005,0.008,0.021,0.0132916666666666,0.0135,14.0,55.0,27.95833333333333,26.0,0.0,0.0,0.0,0.0,0.0,20.0,9.12162162162162,10.0,30.0,85.0,60.50675675675676,65.0,27.0,28.0,27.42105263157895,27.0,13.0,16.0,14.4375,14.0,1.0,6.2,3.417567567567568,3.6,117.0,338.0,275.52702702702703,297.0,1.0,3.0,2.560810810810811,3.0,6.0,"7,957"
2010-08-08,0.003,0.006,0.0045,0.004,0.2,0.4,0.2791666666666667,0.3,0.001,0.051,0.0159583333333333,0.0045,0.005,0.03,0.0126249999999999,0.0115,20.0,58.0,33.583333333333336,33.0,0.0,0.0,0.0,0.0,10.0,60.0,17.972972972972972,20.0,45.0,80.0,64.12162162162163,65.0,27.0,28.0,27.157894736842103,27.0,14.0,16.0,14.8125,15.0,0.5,4.2,2.1554054054054053,2.0,261.0,360.0,308.3851351351352,309.0,2.0,4.0,2.783783783783784,3.0,7.0,"15,240"
2010-08-09,0.003,0.006,0.004875,0.005,0.1,0.5,0.325,0.3,0.001,0.075,0.0236666666666666,0.004,0.009,0.056,0.0230416666666666,0.02,18.0,56.0,39.523809523809526,41.0,0.0,0.0,0.0,0.0,0.0,10.0,7.22972972972973,10.0,25.0,90.0,57.63513513513514,52.5,26.0,27.0,26.57894736842105,27.0,14.0,15.0,14.1875,14.0,0.2,4.2,1.8391891891891887,1.5,0.0,360.0,230.35135135135133,288.0,2.0,3.0,2.885135135135135,3.0,1.0,"5,472"
2010-08-10,0.003,0.005,0.00425,0.004,0.2,0.4,0.2749999999999999,0.3,0.001,0.034,0.0095,0.0035,0.014,0.041,0.02625,0.0255,15.0,67.0,35.17391304347826,32.0,0.0,5.0,0.3289473684210526,0.0,0.0,20.0,2.9054054054054053,0.0,25.0,85.0,57.7027027027027,60.0,26.0,28.0,27.473684210526315,28.0,14.0,17.0,15.625,15.0,0.4,4.7,2.041891891891892,1.9,90.0,297.0,189.8040540540541,200.5,3.0,3.0,3.0,3.0,2.0,"3,506"
2010-08-12,0.003,0.005,0.0040416666666666,0.004,0.3,0.7,0.4958333333333333,0.5,0.002,0.03,0.013,0.0125,0.009,0.049,0.031875,0.0365,16.0,75.0,47.04166666666666,51.5,0.0,0.0,0.0,0.0,0.0,10.0,7.635135135135135,10.0,35.0,85.0,58.61486486486486,60.0,25.0,28.0,26.57894736842105,27.0,17.0,19.0,18.1875,18.0,1.1,4.5,2.712162162162162,2.55,45.0,343.0,261.55405405405406,297.0,1.0,4.0,2.195945945945946,2.0,4.0,"5,408"
2010-08-14,0.003,0.004,0.003875,0.004,0.3,0.8,0.5708333333333333,0.55,0.003,0.04,0.0167916666666666,0.017,0.012,0.035,0.0222083333333333,0.02,13.0,100.0,52.91666666666666,55.0,0.0,0.0,0.0,0.0,10.0,20.0,11.08108108108108,10.0,35.0,90.0,65.0,67.5,24.0,27.0,25.73684210526316,26.0,16.0,20.0,18.0,19.0,0.3,3.5,2.1777027027027027,2.3,34.0,342.0,238.3918918918919,270.0,1.0,1.0,1.0,1.0,6.0,"6,230"
2010-08-15,0.003,0.008,0.005,0.0045,0.3,0.8,0.4624999999999999,0.5,0.003,0.061,0.0376666666666666,0.038,0.003,0.033,0.0131666666666666,0.011,12.0,112.0,46.375,39.5,0.0,5.0,0.0657894736842105,0.0,10.0,30.0,17.83783783783784,20.0,35.0,80.0,57.7027027027027,55.0,25.0,27.0,26.31578947368421,26.0,14.0,17.0,15.8125,16.5,0.1,4.7,2.216216216216216,2.2,169.0,322.0,294.56756756756755,299.0,1.0,4.0,2.101351351351352,2.0,7.0,"17,849"
2010-08-17,0.004,0.007,0.005125,0.005,0.5,0.8,0.6541666666666667,0.7,0.001,0.092,0.0274166666666666,0.0155,0.022,0.071,0.03725,0.0315,30.0,88.0,53.91304347826087,49.0,0.0,5.0,0.7894736842105263,0.0,0.0,10.0,3.2432432432432434,0.0,35.0,90.0,64.12162162162163,67.5,22.0,27.0,23.789473684210527,23.0,16.0,17.0,16.75,17.0,0.7,4.5,3.010135135135135,3.4,254.0,324.0,297.9391891891892,302.0,1.0,3.0,1.8783783783783785,2.0,2.0,"7,511"
2010-08-18,0.003,0.005,0.00425,0.004,0.3,0.7,0.4541666666666666,0.5,0.003,0.053,0.0218333333333333,0.0185,0.009,0.058,0.0280416666666666,0.027,17.0,76.0,41.583333333333336,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,90.0,62.9054054054054,67.5,22.0,25.0,23.05263157894737,23.0,17.0,18.0,17.6875,18.0,0.1,1.7,0.845945945945946,0.8,104.0,292.0,182.3581081081081,172.5,1.0,3.0,1.4391891891891893,1.0,3.0,"5,041"
2010-08-19,0.003,0.006,0.0045833333333333,0.005,0.3,0.6,0.4333333333333333,0.4,0.004,0.059,0.02125,0.011,0.009,0.042,0.0238749999999999,0.025,12.0,58.0,31.541666666666668,28.0,0.0,0.0,0.0,0.0,10.0,30.0,17.43243243243243,20.0,35.0,80.0,59.5945945945946,65.0,22.0,25.0,23.57894736842105,23.0,17.0,18.0,17.5625,18.0,0.4,6.3,3.122297297297297,3.2,0.0,322.0,198.02027027027023,195.0,2.0,4.0,2.95945945945946,3.0,4.0,"5,396"
2010-08-21,0.004,0.009,0.0057083333333333,0.005,0.3,0.5,0.3958333333333333,0.4,0.003,0.071,0.0185416666666666,0.007,0.007,0.032,0.01975,0.0195,13.0,48.0,26.58333333333333,26.0,0.0,0.0,0.0,0.0,10.0,90.0,48.310810810810814,30.0,60.0,85.0,72.77027027027027,70.0,22.0,26.0,23.31578947368421,23.0,12.0,15.0,13.5,13.5,0.2,4.6,2.252027027027028,2.35,124.0,315.0,249.86486486486487,268.5,1.0,4.0,2.614864864864865,3.0,6.0,"11,497"
2010-08-22,0.004,0.005,0.0048,0.005,0.3,0.5,0.3791666666666666,0.4,0.003,0.035,0.0155833333333333,0.013,0.005,0.028,0.01525,0.017,16.0,50.0,31.916666666666668,30.5,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,25.0,80.0,53.07432432432432,55.0,22.0,23.0,22.526315789473685,23.0,10.0,13.0,11.6875,13.0,0.2,2.0,0.7891891891891891,0.6,127.0,297.0,229.4189189189189,244.0,1.0,3.0,2.2432432432432434,2.0,7.0,"11,051"
2010-08-24,0.002,0.002,0.002,0.002,0.3,0.6,0.4541666666666666,0.5,0.002,0.028,0.0132916666666666,0.013,0.007,0.045,0.0252499999999999,0.026,14.0,38.0,19.416666666666668,18.0,0.0,20.0,5.9868421052631575,0.0,20.0,70.0,32.027027027027025,20.0,40.0,85.0,64.93243243243244,65.0,23.0,24.0,23.36842105263158,23.0,11.0,13.0,12.375,13.0,0.2,5.2,2.4486486486486485,2.1,249.0,318.0,292.1081081081081,297.0,3.0,4.0,3.7635135135135136,4.0,2.0,"2,291"
2010-08-25,0.002,0.003,0.0021666666666666,0.002,0.4,0.6,0.4875,0.5,0.001,0.011,0.0056666666666666,0.0055,0.016,0.038,0.0287916666666666,0.0295,13.0,30.0,20.375,19.0,0.0,0.0,0.0,0.0,10.0,20.0,12.77027027027027,10.0,30.0,75.0,52.93918918918919,55.0,22.0,24.0,23.31578947368421,23.0,11.0,12.0,11.4375,11.0,0.1,2.5,1.1641891891891891,0.9,283.0,327.0,311.6013513513513,312.0,4.0,4.0,4.0,4.0,3.0,"1,121"
2010-08-26,0.002,0.004,0.0028333333333333,0.003,0.4,0.5,0.45,0.45,0.001,0.017,0.0064166666666666,0.005,0.014,0.03,0.0224583333333333,0.022,14.0,52.0,24.5,23.0,0.0,0.0,0.0,0.0,0.0,20.0,10.202702702702704,10.0,35.0,85.0,54.18918918918919,55.0,22.0,25.0,23.42105263157895,24.0,12.0,13.0,12.4375,12.0,0.2,3.0,1.1412162162162165,0.9,135.0,343.0,295.9189189189189,302.0,1.0,4.0,2.256756756756757,2.5,4.0,"2,672"
2010-08-27,0.002,0.005,0.0029583333333333,0.003,0.3,0.8,0.4416666666666666,0.4,0.002,0.038,0.0115833333333333,0.0069999999999999,0.011,0.044,0.0227083333333333,0.02,12.0,60.0,26.75,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,85.0,59.358108108108105,55.0,22.0,26.0,23.63157894736842,22.0,13.0,14.0,13.4375,13.0,0.2,3.8,1.2060810810810811,1.0,135.0,303.0,234.70945945945945,238.5,2.0,4.0,2.554054054054054,3.0,5.0,"4,969"
2010-08-28,0.002,0.003,0.00275,0.003,0.3,0.9,0.4291666666666667,0.4,0.003,0.013,0.00575,0.004,0.011,0.042,0.019625,0.017,14.0,45.0,26.58333333333333,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,90.0,61.891891891891895,65.0,19.0,27.0,21.789473684210527,22.0,11.0,15.0,12.6875,13.0,0.4,5.3,1.7939189189189189,0.9,37.0,336.0,285.5945945945946,302.0,1.0,4.0,2.7972972972972974,3.0,6.0,"7,440"
