date,"('sulfur_dioxide_min',)","('sulfur_dioxide_mean',)","('sulfur_dioxide_median',)","('carbon_monoxide_min',)","('carbon_monoxide_max',)","('carbon_monoxide_mean',)","('carbon_monoxide_median',)","('ozone_max',)","('ozone_mean',)","('ozone_median',)","('nitrogen_dioxide_min',)","('nitrogen_dioxide_mean',)","('nitrogen_dioxide_median',)","('humidity_min',)","('humidity_max',)","('humidity_mean',)","('humidity_median',)","('highest temperature_min',)","('highest temperature_max',)","('highest temperature_mean',)","('highest temperature_median',)","('lowest temperature_min',)","('lowest temperature_max',)","('lowest temperature_mean',)","('lowest temperature_median',)","('sky state_min',)","('sky state_max',)","('sky state_mean',)","('day',)","('wind direction_min_13.0',)","('wind direction_mean_15.0',)","('wind direction_median_9.0',)","('wind direction_median_16.0',)","('weekday_1.0',)","('weekday_2.0',)","('weekday_3.0',)","('weekday_4.0',)","('weekday_5.0',)","('weekday_6.0',)","('weekday_7.0',)",visitor
2009-01-28,4.171052244191166,5.914692161178166,6.289063978882255,-1.380756288592888,1.903529250058536,1.5365550164773265,2.280528740233998,-0.636425099900834,-0.8193637989817362,-0.8928438619184841,0.4623846856691539,0.9331259890915308,1.2590801868217767,-0.9450396851052556,-0.3542991967808235,-0.2914162484522354,0.1246552878884392,-0.5286906783143825,-0.4729264985311677,-0.449257109678225,-0.3663314568679656,-0.8684001641568981,-0.6569757278344055,-0.8613129856501224,-1.051556817889901,0.3688279021264947,-0.3249994773096523,0.5542312797080808,-1.4477213624168732,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14138
2009-01-31,1.1724629815451424,2.8403132773934683,2.733592692687912,-1.380756288592888,2.129967298409838,-0.2721584461057562,-0.4119071591907646,-0.1512158014853608,-0.3399554157102702,-0.4457123421752086,-0.4873633242079889,0.2374110997229666,0.2827810661994533,-1.60486709905789,-1.4018736758212842,-1.7726511390503272,-1.7553816866206549,-0.347753118683952,-0.4729264985311677,-0.4050490655268014,-0.3663314568679656,-0.5944968061828896,-0.6569757278344055,-0.5984582707415229,-0.6719191530986484,-0.7747239351199735,0.8668262433444672,-0.4485860211126992,-1.419066487748136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8302
2009-02-01,5.370487949249576,5.413082974876441,4.906380700917788,-1.9245103208646688,2.35640534676114,1.1005258781760483,1.5112613403983517,-0.2631871780427777,-0.6791286936710327,-0.9673657818756968,-0.3146818678666902,0.3302307369206733,0.5831807956217064,-0.2852122711526215,-0.3542991967808235,-0.7045313005089511,-1.0033668968170173,-0.4382218984991672,-0.569405411902356,-0.5425852028867861,-0.5512291969202867,-0.5944968061828896,-0.6569757278344055,-0.6581979786752955,-0.5770097369008352,-0.7747239351199735,-2.7086509186178915,-1.4514033219334794,-1.409514862858557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20978
2009-02-02,2.9716165391327567,4.377502719285837,3.918749788086027,-1.380756288592888,1.6770912017072337,0.7936905586307037,0.5496770906037936,-0.3005109702285831,-0.7052189458218658,-1.0418877018329096,-0.1420004115253915,0.5324449465299769,0.5831807956217064,-0.2852122711526215,-0.3542991967808235,-0.0875765846084614,0.1246552878884392,-0.4382218984991672,-0.6658843252735445,-0.5524092126982135,-0.5512291969202867,-0.9597012834815676,-0.9550520746606342,-0.9628704891375358,-0.8617379854942747,-0.7747239351199735,-0.3249994773096523,0.5542312797080808,-1.399963237968978,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2577
2009-02-03,4.77077009672037,4.879111905587523,4.708854518351436,-0.293248224049327,1.224215105004629,0.7129444219082446,0.5496770906037936,-0.7110726842724452,-0.9759053118867046,-1.0418877018329096,0.4623846856691539,1.009803080689638,0.6958306941550516,0.0447014358236956,-0.8780864363010539,-0.6039703996793558,-0.6273595019151984,-0.347753118683952,-0.569405411902356,-0.4197850802439424,-0.3663314568679656,-0.9597012834815676,-1.253128421486863,-1.1122197589719671,-1.1464662340877143,-0.7747239351199735,-0.3249994773096523,0.5542312797080808,-1.3904116130793989,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3123
2009-02-04,4.171052244191166,4.782026256625901,5.498959248616845,0.2505058082224533,1.4506531533559313,1.2135704695874905,1.1266276404805284,-1.121634398316307,-1.171582203017915,-1.0418877018329096,1.843836336399544,2.0042991935222663,2.047629476555192,-1.60486709905789,-0.8780864363010539,-1.821572658372833,-2.1313890815224736,-0.347753118683952,-0.569405411902356,-0.4443451047725113,-0.4587803268941262,-0.8684001641568981,-0.6569757278344055,-0.807547248509727,-1.051556817889901,0.3688279021264947,0.8668262433444672,0.5542312797080808,-1.3808599881898198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3086
2009-02-05,5.370487949249576,6.125044400595026,7.474221074280369,0.7942598404942337,1.224215105004629,0.9551828320756216,0.7419939405627053,-0.4124823467860001,-0.9498150597358792,-0.9673657818756968,0.5487254138398033,1.4971061759776256,1.5594799162440305,-0.9450396851052556,-0.8780864363010539,-0.6528919190018614,-0.2513521070133795,-0.4382218984991672,-0.569405411902356,-0.5425852028867861,-0.5512291969202867,-0.6857979255075591,-0.6569757278344055,-0.6522240078819183,-0.5770097369008352,-0.7747239351199735,-0.3249994773096523,-1.4514033219334794,-1.3713083633002408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2002
2009-02-06,6.569923654307985,5.833787453710161,5.89401161374955,0.7942598404942337,2.129967298409838,2.004882609467589,2.280528740233998,-0.636425099900834,-1.0998340096031431,-1.0418877018329096,1.239451239204998,1.2418521736839203,1.033780389755087,-1.2749533920815728,-0.8780864363010539,-1.0496997979510752,-1.0033668968170173,-0.7096282379448131,-0.569405411902356,-0.7046813647753395,-0.7361269369726079,-0.6857979255075591,-0.7563345101098151,-0.7418335697825771,-0.8617379854942747,-0.7747239351199735,0.8668262433444672,0.5542312797080808,-1.3617567384106617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2531
2009-02-07,4.77077009672037,3.56845564460563,3.523697422953322,2.425521937309575,1.4506531533559313,2.004882609467589,1.8958950403161756,-1.0843106061305017,-1.429223443007345,-1.1909315417473345,0.9804290546930502,1.3910265906088148,1.5594799162440305,0.0447014358236956,-0.3542991967808235,-0.1718303123305548,-0.2513521070133795,-0.8000970177600284,-0.8588421520159213,-0.8716895315696068,-0.8285758069987685,-0.7770990448322286,-0.6569757278344055,-0.7239116574024453,-0.5770097369008352,-0.7747239351199735,0.8668262433444672,0.5542312797080808,-1.3522051135210826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6749
2009-02-08,2.371898686603552,3.0021226923295177,3.128645057820617,0.2505058082224533,2.129967298409838,1.633450380544278,1.7035781903572635,-0.935015437387279,-1.2759432116212248,-1.1909315417473345,1.1531105110343487,1.1258276271867758,1.221530220643995,-1.2749533920815728,-0.8780864363010539,-0.9572924836752312,-1.0033668968170173,-0.8000970177600284,-0.8588421520159213,-0.8618655217581793,-0.9210246770249292,-1.051002402806237,-1.0544108569360435,-1.0465060802448174,-0.956647401692088,-0.7747239351199735,-0.3249994773096523,-1.4514033219334794,-1.3426534886315036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16491
