timestamp,lowest temperature_min,lowest temperature_max,lowest temperature_mean,lowest temperature_median
2012-03-02,9.0,16.0,12.0625,9.0
2012-03-03,9.0,16.0,12.9375,16.0
2012-03-04,9.0,11.0,9.5625,9.0
2012-03-05,10.0,15.0,11.875,10.0
2012-03-06,14.0,14.0,14.0,14.0
2012-03-07,12.0,14.0,13.125,14.0
2012-03-08,10.0,12.0,11.125,11.0
2012-03-09,11.0,13.0,11.875,11.0
2012-03-10,13.0,13.0,13.0,13.0
2012-03-11,12.0,13.0,12.625,13.0
2012-03-12,12.0,14.0,13.0625,13.0
2012-03-13,9.0,12.0,11.3125,12.0
2012-03-14,8.0,12.0,10.25,9.0
2012-03-15,11.0,13.0,11.875,12.0
2012-03-16,12.0,14.0,13.0625,13.0
2012-03-17,12.0,13.0,12.5,12.5
2012-03-18,13.0,15.0,13.875,13.0
2012-03-19,14.0,16.0,14.4375,14.0
2012-03-20,14.0,16.0,14.875,14.0
2012-03-21,13.0,17.0,15.3125,16.0
2012-03-22,13.0,14.0,13.4375,13.0
2012-03-23,14.0,14.0,14.0,14.0
2012-03-24,14.0,16.0,15.1875,15.0
2012-03-25,16.0,16.0,16.0,16.0
2012-03-26,14.0,16.0,15.3125,15.0
2012-03-27,13.0,15.0,13.5625,13.0
2012-03-28,14.0,15.0,14.625,15.0
2012-03-29,14.0,17.0,15.1875,14.0
2012-03-30,15.0,15.0,15.0,15.0
2012-03-31,15.0,16.0,15.4375,15.0
2012-04-01,15.0,16.0,15.5625,16.0
2012-04-02,15.0,17.0,16.375,16.0
2012-04-03,17.0,17.0,17.0,17.0
2012-04-04,17.0,18.0,17.375,17.0
2012-04-05,16.0,17.0,16.875,17.0
2012-04-06,16.0,17.0,16.75,17.0
2012-04-07,17.0,18.0,17.4375,17.0
2012-04-08,18.0,20.0,18.875,18.0
2012-04-09,17.0,20.0,18.6875,20.0
2012-04-10,17.0,19.0,18.375,18.0
2012-04-11,19.0,20.0,19.4375,19.0
2012-04-12,20.0,20.0,20.0,20.0
2012-04-13,17.0,20.0,18.5,18.5
2012-04-14,17.0,19.0,17.8125,17.0
2012-04-15,18.0,19.0,18.1875,18.0
2012-04-16,18.0,20.0,18.625,18.5
2012-04-17,18.0,20.0,18.625,18.0
2012-04-18,18.0,22.0,20.25,19.0
2012-04-19,20.0,21.0,20.5,20.5
2012-04-20,19.0,21.0,20.3125,20.0
2012-04-21,18.0,21.0,19.8125,21.0
2012-04-22,18.0,18.0,18.0,18.0
2012-04-23,18.0,18.0,18.0,18.0
2012-04-24,18.0,19.0,18.4375,18.0
2012-04-25,19.0,20.0,19.4375,19.0
2012-04-26,20.0,22.0,20.875,20.0
2012-04-27,22.0,22.0,22.0,22.0
2012-04-28,22.0,22.0,22.0,22.0
2012-04-29,21.0,22.0,21.5625,22.0
2012-04-30,20.0,22.0,21.1875,21.0
2012-05-01,19.0,22.0,20.5625,21.0
2012-05-02,21.0,21.0,21.0,21.0
2012-05-03,21.0,22.0,21.4375,21.0
2012-05-04,20.0,22.0,21.5,22.0
2012-05-05,22.0,22.0,22.0,22.0
2012-05-06,21.0,23.0,21.4375,21.0
2012-05-07,21.0,22.0,21.125,21.0
2012-05-08,21.0,23.0,21.875,21.0
2012-05-09,22.0,23.0,22.9375,23.0
2012-05-10,22.0,23.0,22.0625,22.0
2012-05-11,22.0,22.0,22.0,22.0
2012-05-12,21.0,22.0,21.0625,21.0
2012-05-13,20.0,21.0,20.4375,20.0
2012-05-14,20.0,21.0,20.5625,21.0
2012-05-15,19.0,20.0,19.3125,19.0
2012-05-16,19.0,22.0,20.4375,20.0
2012-05-17,22.0,22.0,22.0,22.0
2012-05-18,22.0,22.0,22.0,22.0
2012-05-19,22.0,24.0,23.3125,23.0
2012-05-20,24.0,24.0,24.0,24.0
2012-05-21,24.0,25.0,24.5,24.5
2012-05-22,23.0,24.0,23.6875,24.0
2012-05-23,23.0,24.0,23.4375,23.0
2012-05-24,24.0,25.0,24.375,24.0
2012-05-25,23.0,25.0,23.8125,24.0
2012-05-26,23.0,24.0,23.4375,23.0
2012-05-27,24.0,24.0,24.0,24.0
2012-05-28,24.0,24.0,24.0,24.0
2012-05-29,24.0,24.0,24.0,24.0
2012-05-30,24.0,24.0,24.0,24.0
2012-05-31,22.0,24.0,23.75,24.0
2012-06-01,24.0,24.0,24.0,24.0
2012-06-02,24.0,25.0,24.6875,25.0
2012-06-03,24.0,25.0,24.5625,25.0
2012-06-04,24.0,24.0,24.0,24.0
2012-06-05,24.0,25.0,24.4375,24.0
2012-06-06,25.0,25.0,25.0,25.0
2012-06-07,24.0,25.0,24.5625,25.0
2012-06-08,24.0,25.0,24.4375,24.0
2012-06-09,25.0,25.0,25.0,25.0
2012-06-10,25.0,26.0,25.4375,25.0
2012-06-11,26.0,26.0,26.0,26.0
2012-06-12,24.0,26.0,24.625,25.0
2012-06-13,24.0,24.0,24.0,24.0
2012-06-14,24.0,24.0,24.0,24.0
2012-06-15,24.0,24.0,24.0,24.0
2012-06-16,24.0,24.0,24.0,24.0
2012-06-17,24.0,24.0,24.0,24.0
2012-06-18,24.0,25.0,24.25,24.0
2012-06-19,24.0,25.0,24.6875,25.0
2012-06-20,23.0,25.0,23.5625,23.5
2012-06-21,23.0,23.0,23.0,23.0
2012-06-22,23.0,24.0,23.4375,23.0
2012-06-23,20.0,24.0,22.125,23.0
2012-06-24,16.0,20.0,18.125,18.0
2012-06-25,17.0,18.0,17.5625,18.0
2012-06-26,16.0,17.0,16.75,17.0
2012-06-27,17.0,17.0,17.0,17.0
2012-06-28,16.0,19.0,17.375,16.5
2012-06-29,18.0,20.0,18.9375,18.5
2012-06-30,20.0,20.0,20.0,20.0
2012-07-01,20.0,20.0,20.0,20.0
2012-07-02,20.0,21.0,20.4375,20.0
2012-07-03,19.0,21.0,20.125,21.0
2012-07-04,19.0,20.0,19.9375,20.0
2012-07-05,20.0,20.0,20.0,20.0
2012-07-06,20.0,20.0,20.0,20.0
2012-07-07,18.0,20.0,18.875,19.0
2012-07-08,18.0,18.0,18.0,18.0
2012-07-09,18.0,18.0,18.0,18.0
2012-07-10,17.0,19.0,18.125,18.0
2012-07-11,18.0,18.0,18.0,18.0
2012-07-12,18.0,18.0,18.0,18.0
2012-07-13,15.0,18.0,17.8125,18.0
2012-07-14,18.0,19.0,18.4375,18.0
2012-07-15,18.0,19.0,18.5625,19.0
2012-07-16,16.0,18.0,16.875,17.0
2012-07-17,15.0,16.0,15.5625,16.0
2012-07-18,14.0,15.0,14.5625,15.0
2012-07-19,13.0,14.0,13.5,13.5
2012-07-20,13.0,14.0,13.5625,14.0
2012-07-21,13.0,14.0,13.4375,13.0
2012-07-22,14.0,17.0,15.3125,14.0
2012-07-23,16.0,19.0,17.25,17.0
2012-07-24,17.0,21.0,18.75,17.0
2012-07-25,19.0,21.0,20.0,20.0
2012-07-26,16.0,19.0,17.6875,19.0
2012-07-27,16.0,16.0,16.0,16.0
2012-07-28,16.0,17.0,16.4375,16.0
2012-07-29,16.0,18.0,16.9375,16.5
2012-07-30,17.0,18.0,17.9375,18.0
2012-07-31,15.0,19.0,17.1875,18.0
2012-08-01,14.0,15.0,14.75,15.0
2012-08-02,14.0,16.0,14.625,15.0
2012-08-03,13.0,15.0,13.9375,13.5
2012-08-04,14.0,16.0,15.375,15.0
2012-08-05,7.0,16.0,12.0625,16.0
2012-08-06,7.0,7.0,7.0,7.0
2012-08-07,7.0,9.0,7.875,7.0
2012-08-08,8.0,10.0,9.0,9.0
2012-08-09,9.0,10.0,9.25,9.0
2012-08-10,8.0,10.0,9.375,9.0
2012-08-11,8.0,11.0,9.5,9.5
2012-08-12,10.0,14.0,11.75,10.0
2012-08-13,13.0,14.0,13.5625,14.0
2012-08-14,13.0,13.0,13.0,13.0
2012-08-15,13.0,13.0,13.0,13.0
2012-08-16,11.0,13.0,12.125,12.0
2012-08-17,11.0,13.0,11.875,11.0
2012-08-18,13.0,13.0,13.0,13.0
2012-08-19,13.0,13.0,13.0,13.0
2012-08-20,6.0,13.0,9.9375,13.0
2012-08-21,6.0,11.0,8.1875,6.0
2012-08-22,10.0,11.0,10.5625,11.0
2012-08-23,9.0,10.0,9.5,9.5
2012-08-24,8.0,13.0,10.5,9.0
2012-08-25,7.0,13.0,10.375,13.0
2012-08-26,0.0,7.0,3.6875,5.0
2012-08-27,-1.0,6.0,2.5625,0.0
2012-08-28,-3.0,6.0,2.0,4.0
2012-08-29,-3.0,-2.0,-2.5625,-3.0
2012-08-30,-3.0,4.0,0.5,-2.0
2012-08-31,4.0,6.0,4.875,4.0
2012-09-01,6.0,9.0,7.3125,6.0
2012-09-02,9.0,11.0,9.875,9.0
2012-09-03,8.0,10.0,9.125,10.0
2012-09-04,2.0,8.0,5.375,8.0
2012-09-05,-3.0,2.0,-0.4375,1.0
2012-09-06,-4.0,0.0,-2.1875,-3.5
2012-09-07,0.0,6.0,2.625,0.0
2012-09-08,4.0,6.0,5.125,6.0
2012-09-09,4.0,9.0,6.5625,6.0
2012-09-10,9.0,10.0,9.6875,10.0
2012-09-11,4.0,10.0,7.25,9.0
2012-09-12,-1.0,4.0,1.3125,3.0
2012-09-13,-1.0,2.0,0.3125,-1.0
2012-09-14,1.0,4.0,2.8125,2.0
2012-09-15,2.0,10.0,6.4375,4.0
2012-09-16,9.0,10.0,9.3125,9.0
2012-09-17,3.0,9.0,6.1875,7.0
2012-09-18,3.0,3.0,3.0,3.0
2012-09-19,-4.0,3.0,-0.3125,2.0
2012-09-20,-5.0,-4.0,-4.9375,-5.0
2012-09-21,-5.0,-3.0,-4.125,-5.0
2012-09-22,-3.0,-1.0,-2.125,-3.0
2012-09-23,-3.0,1.0,-0.25,-1.0
2012-09-24,-4.0,1.0,-1.4375,0.0
2012-09-25,-4.0,-4.0,-4.0,-4.0
2012-09-26,-4.0,0.0,-2.25,-4.0
2012-09-27,0.0,3.0,1.6875,1.0
2012-09-28,-4.0,3.0,-0.0625,3.0
2012-09-29,-4.0,-1.0,-2.6875,-4.0
2012-09-30,-1.0,1.0,-0.125,-1.0
2012-10-01,0.0,6.0,2.5625,1.0
2012-10-02,-4.0,4.0,0.375,3.0
2012-10-03,-4.0,-3.0,-3.5625,-4.0
2012-10-04,-4.0,-3.0,-3.1875,-3.0
2012-10-05,-4.0,0.0,-2.25,-4.0
2012-10-06,-7.0,1.0,-2.5625,0.5
2012-10-07,-7.0,-6.0,-6.5625,-7.0
2012-10-08,-6.0,-4.0,-5.125,-6.0
2012-10-09,-5.0,0.0,-2.3125,-4.0
2012-10-10,-4.0,0.0,-1.75,0.0
2012-10-11,-8.0,-4.0,-5.5,-4.0
2012-10-12,-10.0,-8.0,-8.875,-8.0
2012-10-13,-10.0,-4.0,-7.375,-10.0
2012-10-14,-4.0,0.0,-1.6875,-2.5
2012-10-15,0.0,5.0,2.6875,1.0
2012-10-16,4.0,5.0,4.8125,5.0
2012-10-17,2.0,5.0,3.0625,3.0
2012-10-18,1.0,8.0,4.3125,2.0
2012-10-19,-1.0,8.0,4.0625,8.0
2012-10-20,-6.0,-1.0,-3.4375,-2.0
2012-10-21,-6.0,-3.0,-4.6875,-6.0
2012-10-22,-4.0,0.0,-2.1875,-3.5
2012-10-23,-2.0,0.0,-0.875,0.0
2012-10-24,-9.0,-2.0,-5.0625,-2.0
2012-10-25,-9.0,-3.0,-6.375,-9.0
2012-10-26,-8.0,-3.0,-5.3125,-4.0
2012-10-27,-8.0,-3.0,-5.8125,-8.0
2012-10-28,-3.0,-2.0,-2.5625,-3.0
2012-10-29,-2.0,2.0,-0.25,-2.0
2012-10-30,-4.0,3.0,-0.125,2.5
2012-10-31,-4.0,0.0,-2.25,-4.0
2012-11-01,-2.0,0.0,-1.125,-1.0
2012-11-02,-3.0,-2.0,-2.75,-3.0
2012-11-03,-2.0,-1.0,-1.75,-2.0
2012-11-04,-2.0,1.0,-0.625,-1.0
2012-11-05,1.0,2.0,1.49375,1.45
2012-11-06,-7.0,1.0,-2.5,1.0
2012-11-07,-9.0,-6.0,-7.6875,-7.0
2012-11-08,-9.0,-1.0,-5.625,-8.5
2012-11-09,-8.0,-2.0,-5.0625,-4.0
2012-11-10,-11.0,-8.0,-9.3125,-8.0
2012-11-11,-12.0,-10.0,-11.0,-11.0
2012-11-12,-11.0,-9.0,-10.125,-10.0
2012-11-13,-10.0,-8.0,-8.8125,-9.0
2012-11-14,-9.0,-4.0,-6.5,-8.0
2012-11-15,-6.0,-4.0,-5.125,-5.0
2012-11-16,-6.0,-4.0,-5.125,-6.0
2012-11-17,-11.0,-4.0,-6.8125,-4.0
2012-11-18,-11.0,-8.0,-9.4375,-10.0
2012-11-19,-12.0,-8.0,-10.0625,-9.0
2012-11-20,-12.0,-12.0,-12.0,-12.0
2012-11-21,-13.0,-11.0,-11.8125,-12.0
2012-11-22,-12.0,-9.0,-10.375,-11.0
2012-11-23,-12.0,-3.0,-7.6875,-9.0
2012-11-24,-9.0,-4.0,-6.4375,-5.0
2012-11-25,-9.0,-2.0,-5.6875,-8.0
2012-11-26,-7.0,-2.0,-4.1875,-3.0
2012-11-27,-12.0,-6.0,-8.875,-7.0
2012-11-28,-12.0,-6.0,-9.75,-12.0
2012-11-29,-11.0,-5.0,-7.875,-7.0
2012-11-30,-10.0,-3.4,-7.6375,-9.4
2012-12-01,-5.0,-4.0,-4.3125,-4.0
2012-12-02,-4.0,0.0,-2.5,-4.0
2012-12-03,-5.0,0.0,-2.1875,0.0
2012-12-04,-8.0,-4.0,-5.5625,-4.5
2012-12-05,-8.0,-6.0,-6.625,-7.0
2012-12-06,-6.0,-5.0,-5.75,-6.0
2012-12-07,-9.0,-6.0,-7.3125,-6.0
2012-12-08,-10.0,-9.0,-9.25,-9.0
2012-12-09,-9.0,-7.0,-8.375,-9.0
2012-12-10,-8.0,-7.0,-7.5,-7.5
2012-12-11,-7.0,-7.0,-7.0,-7.0
2012-12-12,-7.0,-5.0,-6.375,-7.0
2012-12-13,-5.0,-3.0,-4.125,-5.0
2012-12-14,-4.0,1.0,-1.5,-3.0
2012-12-15,-8.0,1.0,-3.1875,0.0
2012-12-16,-8.0,-4.0,-5.75,-7.0
2012-12-17,-6.0,-3.0,-4.3125,-4.5
2012-12-18,-8.0,-3.0,-5.1875,-3.0
2012-12-19,-9.0,-1.0,-5.1875,-8.0
2012-12-20,-3.0,-1.0,-2.125,-2.0
2012-12-21,-7.0,-2.0,-4.25,-2.5
2012-12-22,-7.0,-3.0,-5.0,-6.0
2012-12-23,-4.0,-3.0,-3.6875,-4.0
2012-12-24,-4.0,-4.0,-4.0,-4.0
2012-12-25,-5.0,-4.0,-4.25,-4.0
2012-12-26,-4.0,0.0,-2.5,-4.0
2012-12-27,-1.0,1.0,-0.0625,0.0
2012-12-28,-5.0,1.0,-2.375,-1.0
2012-12-29,-5.0,-2.0,-3.1875,-4.0
2012-12-30,-2.0,-1.0,-1.75,-2.0
2012-12-31,-4.0,-2.0,-2.875,-2.0
2011-01-01,-6.0,-4.0,-4.6875,-4.0
2011-01-02,-5.0,-4.0,-4.5625,-5.0
2011-01-03,-4.0,-3.0,-3.5625,-4.0
2011-01-04,-3.0,-3.0,-3.0,-3.0
2011-01-05,-3.0,-1.0,-2.3125,-3.0
2011-01-06,-3.0,3.0,-0.25,-2.0
2011-01-07,-1.0,2.0,0.1875,1.0
2011-01-08,-2.0,-1.0,-1.4375,-1.0
2011-01-09,-3.0,-1.0,-2.1875,-2.0
2011-01-10,-3.0,-3.0,-3.0,-3.0
2011-01-11,-3.0,-1.0,-2.0625,-2.0
2011-01-12,-2.0,1.0,-0.1875,-1.0
2011-01-13,0.0,2.0,1.0625,1.0
2011-01-14,0.0,3.0,1.5625,1.0
2011-01-15,2.0,4.0,3.1875,3.0
2011-01-16,-1.0,4.0,1.3125,3.0
2011-01-17,-1.0,2.0,0.3125,-1.0
2011-01-18,1.0,2.0,1.5625,2.0
2011-01-19,0.0,3.0,1.125,0.5
2011-01-20,1.0,3.0,2.125,3.0
2011-01-21,0.0,3.0,1.4375,1.0
2011-01-22,0.0,2.0,1.5,2.0
2011-01-23,1.0,3.0,1.875,1.0
2011-01-24,1.0,3.0,1.8125,2.0
2011-01-25,2.0,5.0,3.0625,2.0
2011-01-26,4.0,6.0,5.0,5.0
2011-01-27,2.0,5.0,3.6875,5.0
2011-01-28,1.0,2.0,1.75,2.0
2011-01-29,2.0,4.0,3.375,3.0
2011-02-01,4.0,7.0,5.3125,4.0
2011-02-02,7.0,11.0,9.25,8.0
2011-02-03,7.0,11.0,9.0,10.0
2011-02-04,7.0,9.0,7.5,7.0
2011-02-05,7.0,9.0,8.125,8.0
2011-02-06,6.0,9.0,7.625,8.0
2011-02-07,7.0,8.0,7.4375,7.0
2011-02-08,4.0,9.0,6.75,8.5
2011-02-09,4.0,5.0,4.5,4.5
2011-02-10,4.0,8.0,5.875,5.0
2011-02-11,8.0,10.0,8.875,8.0
2011-02-12,10.0,12.0,10.875,10.0
2011-02-13,10.0,13.0,12.125,12.0
2011-02-14,9.0,13.0,11.25,13.0
2011-02-15,7.0,9.0,8.0625,8.0
2011-02-16,8.0,8.0,8.0,8.0
2011-02-17,7.0,9.0,7.8125,8.0
2011-02-18,6.0,7.0,6.25,6.0
2011-02-19,6.0,7.0,6.3125,6.0
2011-02-20,6.0,7.0,6.4375,6.0
2011-02-21,5.0,10.0,7.8125,7.0
2011-02-22,8.0,10.0,9.0,9.0
2011-02-23,6.0,9.0,7.6875,9.0
2011-02-24,6.0,7.0,6.4375,6.0
2011-02-25,7.0,8.0,7.1875,7.0
2011-02-26,8.0,10.0,8.875,8.0
2011-02-27,9.0,11.0,10.25,10.5
2011-02-28,10.0,11.0,10.4375,10.0
2011-03-01,11.0,11.0,11.0,11.0
2011-03-02,11.0,13.0,11.875,12.0
2011-03-03,12.0,16.0,13.875,13.0
2011-03-04,9.0,15.0,12.375,15.0
2011-03-05,8.0,9.0,8.75,9.0
2011-03-06,8.0,9.0,8.3125,8.0
2011-03-07,8.0,12.0,10.5,10.0
2011-03-08,12.0,14.0,13.1875,13.0
2011-03-09,11.0,14.0,12.4375,13.0
2011-03-10,11.0,16.0,13.4375,12.0
2011-03-11,13.0,16.0,14.6875,15.0
2011-03-12,11.0,13.0,12.125,13.0
2011-03-13,10.0,11.0,10.75,11.0
2011-03-14,11.0,11.0,11.0,11.0
2011-03-15,11.0,11.0,11.0,11.0
2011-03-16,11.0,12.0,11.4375,11.0
2011-03-17,11.0,12.0,11.75,12.0
2011-03-18,12.0,13.0,12.4375,12.0
2011-03-19,13.0,13.0,13.0,13.0
2011-03-20,13.0,13.0,13.0,13.0
2011-03-21,13.0,14.0,13.4375,13.0
2011-03-22,14.0,16.0,14.6875,14.0
2011-03-23,13.0,15.0,14.125,15.0
2011-03-24,10.0,13.0,11.6875,13.0
2011-03-25,10.0,12.0,10.625,10.0
2011-03-26,12.0,12.0,12.0,12.0
2011-03-27,12.0,16.0,13.75,12.0
2011-03-28,16.0,16.0,16.0,16.0
2011-03-29,15.0,16.0,15.5625,16.0
2011-03-30,15.0,18.0,16.5625,16.0
2011-03-31,12.0,18.0,15.3125,17.0
2011-04-01,12.0,13.0,12.5,12.5
2011-04-02,12.0,14.0,12.8125,13.0
2011-04-03,12.0,13.0,12.6875,13.0
2011-04-04,13.0,16.0,14.3125,14.0
2011-04-05,16.0,17.0,16.4375,16.0
2011-04-06,14.0,18.0,16.375,17.5
2011-04-07,15.0,17.0,15.625,15.0
2011-04-08,15.0,17.0,16.125,16.0
2011-04-09,13.0,15.0,14.125,15.0
2011-04-10,13.0,14.0,13.4375,13.0
2011-04-11,14.0,15.0,14.4375,14.0
2011-04-12,15.0,16.0,15.1875,15.0
2011-04-13,16.0,16.0,16.0,16.0
2011-04-14,16.0,17.0,16.4375,16.0
2011-04-15,17.0,18.0,17.4375,17.0
2011-04-16,17.0,18.0,17.3125,17.0
2011-04-17,17.0,17.0,17.0,17.0
2011-04-18,16.0,17.0,16.75,17.0
2011-04-19,17.0,18.0,17.4375,17.0
2011-04-20,18.0,19.0,18.25,18.0
2011-04-21,18.0,18.0,18.0,18.0
2011-04-22,17.0,19.0,17.9375,17.5
2011-04-23,18.0,20.0,19.0,19.0
2011-04-24,19.0,21.0,19.8125,20.0
2011-04-25,19.0,20.0,19.0625,19.0
2011-04-26,19.0,20.0,19.9375,20.0
2011-04-27,19.0,20.0,19.8125,20.0
2011-04-28,19.0,20.0,19.9375,20.0
2011-04-29,20.0,21.0,20.25,20.0
2011-04-30,20.0,22.0,20.875,20.0
2011-05-01,22.0,23.0,22.4375,22.0
2011-05-02,22.0,23.0,22.0625,22.0
2011-05-03,21.0,22.0,21.8125,22.0
2011-05-04,21.0,22.0,21.4375,21.0
2011-05-05,22.0,23.0,22.4375,22.0
2011-05-06,23.0,24.0,23.6875,24.0
2011-05-07,23.0,24.0,23.587500125,24.0
2011-05-08,23.0,24.0,23.9375,24.0
2011-05-09,23.0,24.0,23.5625,24.0
2011-05-10,23.0,24.0,23.25,23.0
2011-05-11,23.0,24.0,23.25,23.0
2011-05-12,22.0,23.0,22.75,23.0
2011-05-13,23.0,24.0,23.9375,24.0
2011-05-14,24.0,24.0,24.0,24.0
2011-05-15,23.0,24.0,23.75,24.0
2011-05-16,24.0,24.0,24.0,24.0
2011-05-17,24.0,25.0,24.4375,24.0
2011-05-18,23.0,25.0,23.8125,24.0
2011-05-19,23.0,25.0,23.9375,24.0
2011-05-20,25.0,25.0,25.0,25.0
2011-05-21,25.0,26.0,25.25,25.0
2011-05-22,25.0,26.0,25.25,25.0
2011-05-23,24.0,25.0,24.8125,25.0
2011-05-24,23.0,24.0,23.5625,24.0
2011-05-25,21.0,23.0,22.125,23.0
2011-05-26,21.0,24.0,22.8125,22.0
2011-05-27,24.0,24.0,24.0,24.0
2011-05-28,23.0,24.0,23.3125,23.0
2011-05-29,23.0,24.0,23.1875,23.0
2011-05-30,24.0,24.0,24.0,24.0
2011-05-31,23.0,25.0,24.375,24.0
2011-06-01,24.0,25.0,24.5625,25.0
2011-06-02,24.0,25.0,24.5,24.5
2011-06-03,24.0,26.0,24.875,24.0
2011-06-04,26.0,27.0,26.4375,26.0
2011-06-05,26.0,27.0,26.3125,26.0
2011-06-06,24.0,26.0,24.625,25.0
2011-06-07,23.0,25.0,23.875,24.0
2011-06-08,23.0,24.0,23.4375,23.0
2011-06-09,23.0,24.0,23.5625,24.0
2011-06-10,22.0,24.0,22.8125,23.0
2011-06-11,22.0,22.0,22.0,22.0
2011-06-12,22.0,23.0,22.5,22.5
2011-06-13,22.0,22.0,22.0,22.0
2011-06-14,21.0,22.0,21.3125,21.0
2011-06-15,21.0,22.0,21.9375,22.0
2011-06-16,22.0,22.0,22.0,22.0
2011-06-17,22.0,23.0,22.25,22.0
2011-06-18,22.0,22.0,22.0,22.0
2011-06-19,22.0,22.0,22.0,22.0
2011-06-20,22.0,24.0,23.125,23.0
2011-06-21,23.0,24.0,23.3125,23.0
2011-06-22,23.0,25.0,24.125,24.0
2011-06-23,20.0,25.0,22.8125,25.0
2011-06-24,17.0,21.0,18.9375,20.0
2011-06-25,17.0,17.0,17.0,17.0
2011-06-26,17.0,19.0,18.125,18.0
2011-06-27,18.0,19.0,18.8125,19.0
2011-06-28,15.0,18.0,16.9375,18.0
2011-06-29,15.0,16.0,15.4375,15.0
2011-06-30,13.0,16.0,14.375,15.0
2011-07-01,14.0,16.0,14.9375,15.0
2011-07-02,15.0,17.0,16.375,16.0
2011-07-03,17.0,17.0,17.0,17.0
2011-07-04,17.0,19.0,17.6875,17.0
2011-07-05,18.0,19.0,18.4375,18.0
2011-07-06,18.0,19.0,18.5625,19.0
2011-07-07,18.0,18.0,18.0,18.0
2011-07-08,18.0,18.0,18.0,18.0
2011-07-09,18.0,19.0,18.25,18.0
2011-07-10,18.0,18.0,18.0,18.0
2011-07-11,17.0,18.0,17.5625,18.0
2011-07-12,13.0,17.0,14.75,16.0
2011-07-13,13.0,14.0,13.5,13.5
2011-07-14,13.0,16.0,14.125,13.0
2011-07-15,15.0,15.0,15.0,15.0
2011-07-16,15.0,17.0,15.6875,15.0
2011-07-17,14.0,16.0,15.125,16.0
2011-07-18,14.0,16.0,15.125,15.0
2011-07-19,13.0,17.0,15.1875,16.5
2011-07-20,13.0,13.0,13.0,13.0
2011-07-21,12.0,14.0,12.6875,12.5
2011-07-22,13.0,15.0,13.9375,13.5
2011-07-23,14.0,16.0,14.8125,14.0
2011-07-24,14.0,17.0,15.5625,16.0
2011-07-25,16.0,18.0,16.8125,17.0
2011-07-26,16.0,18.0,16.625,16.0
2011-07-27,14.0,19.0,16.6875,18.0
2011-07-28,8.0,15.0,11.875,14.0
2011-07-29,8.0,14.0,10.6875,8.5
2011-07-30,13.0,14.0,13.5,13.5
2011-07-31,13.0,16.0,14.375,13.5
2011-08-01,14.0,16.0,14.875,15.0
2011-08-02,10.0,14.0,11.5,12.0
2011-08-03,9.0,12.0,10.625,10.0
2011-08-04,11.0,14.0,12.375,12.0
2011-08-05,13.0,15.0,13.9375,13.5
2011-08-06,13.0,16.0,14.4375,14.0
2011-08-07,15.0,17.0,16.0,16.0
2011-08-08,15.0,17.0,15.9375,16.0
2011-08-09,16.0,17.0,16.8125,17.0
2011-08-10,9.0,16.0,12.9375,15.0
2011-08-11,5.0,10.0,7.75,9.0
2011-08-12,4.0,9.0,6.6875,5.0
2011-08-13,6.0,9.0,7.375,7.5
2011-08-14,7.0,11.0,9.0625,8.0
2011-08-15,8.0,10.0,9.375,10.0
2011-08-16,7.0,11.0,8.8125,7.5
2011-08-17,9.0,11.0,10.0625,10.0
2011-08-18,7.0,10.0,9.0625,10.0
2011-08-19,7.0,9.0,7.4375,7.0
2011-08-20,8.0,9.0,8.9375,9.0
2011-08-21,5.0,9.0,7.25,8.0
2011-08-22,5.0,6.0,5.5,5.5
2011-08-23,5.0,7.0,5.8125,6.0
2011-08-24,5.0,7.0,5.9375,6.0
2011-08-25,6.0,9.0,7.5625,7.0
2011-08-26,7.0,9.0,8.0625,8.0
2011-08-27,8.0,9.0,8.4375,8.0
2011-08-28,0.0,9.0,5.0625,8.0
2011-08-29,0.0,2.0,0.9375,1.0
2011-08-30,0.0,9.0,4.0,0.5
2011-08-31,8.0,11.0,9.1875,8.5
2011-09-01,10.0,10.0,10.0,10.0
2011-09-02,2.0,10.0,6.5,10.0
2011-09-03,-1.0,3.0,1.0625,1.0
2011-09-04,0.0,6.0,2.9375,1.0
2011-09-05,6.0,8.0,6.6875,6.0
2011-09-06,7.0,11.0,9.0,8.0
2011-09-07,-1.0,11.0,6.3125,11.0
2011-09-08,-1.0,6.0,2.375,0.0
2011-09-09,1.0,5.0,3.25,5.0
2011-09-10,-2.0,1.0,-0.125,1.0
2011-09-11,-2.0,4.0,0.75,-1.0
2011-09-12,1.0,5.0,3.3125,3.0
2011-09-13,-2.0,5.0,1.1875,3.0
2011-09-14,-6.0,-1.0,-2.75,-1.5
2011-09-15,-6.0,-1.0,-3.9375,-5.0
2011-09-16,-4.0,-3.0,-3.6875,-4.0
2011-09-17,-7.0,-4.0,-5.5625,-5.0
2011-09-18,-7.0,-5.0,-6.125,-7.0
2011-09-19,-5.0,-4.0,-4.8125,-5.0
2011-09-20,-6.0,1.0,-2.75,-4.5
2011-09-21,-5.0,1.0,-1.6875,0.5
2011-09-22,-5.0,-4.0,-4.75,-5.0
2011-09-23,-6.0,-4.0,-4.75,-4.5
2011-09-24,-6.0,3.0,-2.125,-4.0
2011-09-25,-6.0,1.0,-1.5625,1.0
2011-09-26,-6.0,-3.0,-4.5625,-5.0
2011-09-27,-3.0,-1.0,-1.875,-2.0
2011-09-28,-6.0,0.0,-2.9375,-1.0
