date,sulfur_dioxide_min,sulfur_dioxide_max,sulfur_dioxide_mean,sulfur_dioxide_median,carbon_monoxide_min,carbon_monoxide_max,carbon_monoxide_mean,carbon_monoxide_median,ozone_min,ozone_max,ozone_mean,ozone_median,nitrogen_dioxide_min,nitrogen_dioxide_max,nitrogen_dioxide_mean,nitrogen_dioxide_median,fine_dust_pm10_min,fine_dust_pm10_max,fine_dust_pm10_mean,fine_dust_pm10_median
2009-10-06,0.004,0.005,0.004791666666666667,0.005,0.4,0.8,0.5375,0.55,0.001,0.056,0.014708333333333332,0.0025,0.019,0.056,0.03266666666666667,0.0315,16.0,54.0,37.875,39.5
2009-10-07,0.004,0.006,0.004416666666666667,0.004,0.2,1.0,0.3416666666666666,0.25,0.002,0.038,0.022333333333333334,0.024,0.007,0.054,0.02020833333333333,0.014499999999999999,17.0,57.0,32.166666666666664,29.5
2009-10-08,0.004,0.005,0.004583333333333333,0.005,0.2,0.5,0.26666666666666666,0.2,0.002,0.032,0.018125,0.021,0.006,0.041,0.018208333333333333,0.011,17.0,35.0,22.708333333333332,21.0
2009-10-09,0.004,0.007,0.005125,0.005,0.3,0.6,0.4166666666666667,0.4,0.002,0.025,0.008333333333333333,0.004,0.021,0.044,0.0315,0.03,16.0,59.0,29.916666666666668,25.5
2009-10-10,0.004,0.007,0.005541666666666667,0.006,0.3,0.8,0.6375000000000001,0.7,0.002,0.048,0.012708333333333334,0.005,0.012,0.057,0.037125,0.0385,27.0,68.0,45.43478260869565,43.0
2009-10-11,0.004,0.006,0.005625000000000001,0.006,0.3,0.9,0.6541666666666667,0.7,0.002,0.048,0.014791666666666667,0.004,0.012,0.062,0.036625,0.037,22.0,87.0,49.458333333333336,47.0
2009-10-12,0.005,0.008,0.006375,0.006500000000000001,0.3,1.0,0.6416666666666667,0.7,0.002,0.05,0.01425,0.004,0.011,0.058,0.04029166666666666,0.043,32.0,94.0,58.041666666666664,53.5
2009-10-13,0.005,0.012,0.007583333333333333,0.007,0.5,1.0,0.6833333333333332,0.7,0.002,0.039,0.014791666666666667,0.0085,0.021,0.058,0.03979166666666666,0.0365,34.0,80.0,54.08695652173913,54.0
2009-10-14,0.005,0.007,0.006208333333333333,0.006,0.5,1.0,0.6041666666666666,0.55,0.001,0.044,0.014875,0.008,0.021,0.052,0.034333333333333334,0.0315,24.0,64.0,42.5,40.5
2009-10-15,0.003,0.008,0.005208333333333333,0.005,0.3,1.1,0.6875,0.75,0.001,0.054,0.015666666666666666,0.003,0.011,0.052,0.03295833333333333,0.035,27.0,101.0,59.285714285714285,56.0
2009-10-16,0.002,0.009,0.0045,0.004,0.3,1.0,0.6041666666666666,0.6,0.001,0.065,0.024124999999999997,0.018,0.01,0.052,0.0315,0.0345,29.0,98.0,58.166666666666664,59.0
2009-10-17,0.002,0.005,0.003416666666666667,0.003,0.3,0.5,0.39999999999999997,0.4,0.015,0.053,0.03154166666666667,0.0305,0.006,0.028,0.01375,0.013,34.0,75.0,55.38461538461539,58.0
2009-10-18,0.002,0.005,0.003708333333333333,0.004,0.3,0.7,0.4041666666666666,0.4,0.002,0.04,0.022875000000000003,0.0235,0.006,0.043,0.017666666666666667,0.0115,23.0,68.0,45.73913043478261,48.0
2009-10-19,0.003,0.004,0.0033333333333333335,0.003,0.3,0.6,0.375,0.4,0.002,0.046,0.021625000000000002,0.022,0.005,0.043,0.016083333333333335,0.012,16.0,70.0,35.916666666666664,33.0
2009-10-20,0.001,0.005,0.0027500000000000003,0.0025,0.3,0.7,0.4166666666666667,0.4,0.002,0.028,0.012291666666666666,0.013,0.01,0.041,0.021791666666666668,0.018,26.0,193.0,79.54166666666667,68.0
2009-10-21,0.002,0.007,0.003428571428571429,0.003,0.3,0.8,0.47619047619047616,0.5,0.002,0.043,0.01080952380952381,0.003,0.012,0.042,0.030285714285714287,0.031,42.0,75.0,55.375,52.5
2009-10-22,0.002,0.005,0.0035833333333333338,0.004,0.3,0.8,0.5583333333333333,0.55,0.002,0.017,0.005083333333333333,0.002,0.03,0.054,0.04020833333333333,0.0395,24.0,98.0,55.541666666666664,55.0
2009-10-23,0.003,0.006,0.004625,0.005,0.4,0.8,0.5708333333333333,0.6,0.002,0.017,0.004791666666666667,0.002,0.024,0.052,0.04225,0.0435,55.0,111.0,78.45833333333333,77.5
2009-10-24,0.004,0.005,0.004625,0.005,0.4,1.0,0.625,0.6,0.002,0.047,0.012124999999999999,0.003,0.019,0.051,0.03654166666666667,0.0345,71.0,109.0,87.83333333333333,89.0
2009-10-25,0.004,0.006,0.0047083333333333335,0.005,0.4,1.0,0.6166666666666667,0.6,0.002,0.049,0.014666666666666666,0.0045000000000000005,0.014,0.061,0.034458333333333334,0.0335,47.0,120.0,84.66666666666667,84.5
2009-10-26,0.004,0.008,0.005208333333333333,0.005,0.4,1.1,0.7000000000000001,0.7,0.001,0.058,0.011708333333333334,0.0025,0.02,0.053,0.0405,0.043,75.0,122.0,98.16666666666667,100.0
2009-10-27,0.004,0.009,0.005999999999999999,0.005,0.5,0.8,0.6166666666666667,0.6,0.001,0.048,0.015375,0.0025,0.016,0.055,0.03329166666666667,0.0305,69.0,142.0,97.45833333333333,93.0
2009-10-28,0.003,0.005,0.004208333333333334,0.0045000000000000005,0.6,0.8,0.7142857142857143,0.7,0.001,0.028,0.006958333333333334,0.002,0.029,0.061,0.041916666666666665,0.0385,59.0,123.0,86.08695652173913,86.0
2009-10-29,0.003,0.007,0.00475,0.005,0.4,1.0,0.6625,0.7,0.001,0.049,0.010375,0.002,0.02,0.065,0.04533333333333334,0.046,53.0,160.0,87.16666666666667,84.5
2009-10-30,0.005,0.008,0.0060416666666666665,0.006,0.5,1.1,0.7583333333333333,0.7,0.001,0.057,0.014208333333333331,0.002,0.017,0.077,0.047749999999999994,0.0485,72.0,137.0,92.04166666666667,90.0
2009-10-31,0.005,0.007,0.005333333333333333,0.005,0.4,1.0,0.6916666666666668,0.7,0.001,0.033,0.012624999999999999,0.0055,0.013,0.065,0.037625,0.0395,16.0,120.0,75.875,80.0
2009-11-01,0.004,0.006,0.005458333333333333,0.006,0.4,0.7,0.4916666666666667,0.45,0.012,0.032,0.02320833333333333,0.023,0.009,0.024,0.015541666666666667,0.016,19.0,71.0,45.333333333333336,43.0
2009-11-02,0.001,0.003,0.002166666666666667,0.002,0.2,0.4,0.23750000000000002,0.2,0.018,0.031,0.025208333333333333,0.026,0.005,0.017,0.010875000000000001,0.011,18.0,69.0,38.8421052631579,35.0
2009-11-03,0.001,0.005,0.0028333333333333335,0.0035,0.2,0.8,0.41250000000000003,0.4,0.001,0.019,0.005750000000000001,0.005,0.016,0.051,0.03641666666666667,0.0375,16.0,81.0,36.869565217391305,32.0
2009-11-04,0.003,0.008,0.004869565217391305,0.005,0.3,0.9,0.4956521739130435,0.5,0.001,0.043,0.008347826086956523,0.005,0.011,0.049,0.03934782608695652,0.041,28.0,106.0,55.708333333333336,55.0
2009-11-05,0.003,0.009,0.004958333333333333,0.005,0.3,0.9,0.5041666666666667,0.4,0.001,0.058,0.016291666666666666,0.007,0.014,0.07,0.03575,0.028999999999999998,21.0,113.0,64.08333333333333,61.5
2009-11-06,0.003,0.008,0.005125,0.005,0.2,1.3,0.7541666666666668,0.8,0.001,0.051,0.011541666666666667,0.002,0.013,0.066,0.044833333333333336,0.049,38.0,153.0,96.75,98.5
2009-11-07,0.004,0.006,0.00475,0.005,0.3,0.9,0.6708333333333334,0.8,0.001,0.028,0.006791666666666667,0.002,0.023,0.055,0.03983333333333334,0.041,38.0,112.0,78.79166666666667,78.5
2009-11-08,0.004,0.006,0.00425,0.004,0.2,1.2,0.45416666666666666,0.3,0.001,0.031,0.01025,0.0045000000000000005,0.01,0.046,0.02716666666666667,0.0305,14.0,81.0,35.166666666666664,28.5
2009-11-09,0.004,0.005,0.0043749999999999995,0.004,0.3,0.7,0.48333333333333334,0.5,0.001,0.026,0.008291666666666668,0.004,0.017,0.034,0.025124999999999998,0.0245,15.0,52.0,29.17391304347826,27.0
2009-11-10,0.004,0.005,0.00475,0.005,0.2,0.7,0.43333333333333335,0.4,0.001,0.021,0.014083333333333335,0.015,0.009,0.032,0.019375,0.0185,14.0,30.0,21.652173913043477,20.0
2009-11-11,0.002,0.005,0.003565217391304348,0.004,0.1,0.4,0.20869565217391303,0.2,0.012,0.028,0.02191304347826087,0.022,0.004,0.024,0.012260869565217393,0.011,14.0,37.0,21.47826086956522,19.0
2009-11-12,0.001,0.004,0.002375,0.002,0.1,0.3,0.21052631578947367,0.2,0.003,0.03,0.019875,0.0215,0.009,0.042,0.018166666666666668,0.0145,17.0,53.0,26.375,22.0
2009-11-13,0.002,0.004,0.0025,0.002,0.2,0.8,0.3875,0.3,0.001,0.02,0.008,0.006,0.012,0.044,0.028833333333333332,0.0305,16.0,40.0,23.5,22.0
2009-11-14,0.001,0.005,0.0028750000000000004,0.003,0.2,0.6,0.37916666666666665,0.3,0.001,0.035,0.019875,0.0225,0.008,0.036,0.016916666666666667,0.014499999999999999,15.0,87.0,40.5,33.0
2009-11-15,0.001,0.003,0.0017083333333333334,0.001,0.2,0.3,0.2625,0.3,0.02,0.032,0.027583333333333335,0.029,0.005,0.017,0.009041666666666667,0.008,15.0,57.0,33.04347826086956,30.0
2009-11-16,0.001,0.003,0.002125,0.002,0.2,0.4,0.2791666666666667,0.3,0.006,0.029,0.019541666666666666,0.020499999999999997,0.007,0.032,0.01879166666666667,0.019,19.0,60.0,32.625,31.0
2009-11-17,0.002,0.003,0.0025,0.0025,0.2,0.4,0.30833333333333335,0.3,0.009,0.027,0.01875,0.019,0.012,0.028,0.019083333333333334,0.0185,18.0,45.0,31.045454545454547,31.0
2009-11-18,0.003,0.004,0.0031249999999999997,0.003,0.2,0.7,0.45,0.45,0.002,0.029,0.012708333333333334,0.011,0.013,0.055,0.03183333333333333,0.03,16.0,65.0,31.458333333333332,28.0
2009-11-19,0.004,0.009,0.006333333333333333,0.006,0.4,1.1,0.6458333333333334,0.7,0.002,0.026,0.010083333333333333,0.0055,0.013,0.068,0.04045833333333333,0.044,29.0,80.0,53.04545454545455,53.0
2009-11-20,0.004,0.007,0.0053750000000000004,0.005,0.4,0.8,0.5375,0.5,0.001,0.021,0.007875,0.006,0.018,0.05,0.035124999999999997,0.036,21.0,72.0,43.75,44.5
2009-11-21,0.004,0.007,0.0050416666666666665,0.005,0.3,0.9,0.525,0.5,0.001,0.022,0.012416666666666666,0.0135,0.01,0.05,0.028125,0.025500000000000002,18.0,64.0,40.69565217391305,42.0
2009-11-22,0.003,0.008,0.005333333333333333,0.005,0.4,0.9,0.6458333333333334,0.7,0.001,0.025,0.008583333333333333,0.004,0.019,0.052,0.035916666666666666,0.04,26.0,88.0,43.47826086956522,39.0
2009-11-23,0.006,0.013,0.009125,0.009,0.4,1.3,0.8291666666666666,0.75,0.001,0.014,0.005125,0.0025,0.03,0.064,0.048375,0.048,31.0,129.0,75.08333333333333,80.5
2009-11-24,0.006,0.012,0.008541666666666666,0.0085,0.5,1.8,1.1125,1.15,0.001,0.033,0.007625,0.002,0.022,0.073,0.04741666666666666,0.042499999999999996,77.0,157.0,108.0,102.5
2009-11-25,0.006,0.009,0.007583333333333333,0.0075,0.6,1.9,1.1666666666666667,1.15,0.001,0.008,0.0020833333333333333,0.001,0.043,0.063,0.052,0.0525,66.0,159.0,101.5,98.5
2009-11-26,0.005,0.009,0.007,0.007,0.5,1.7,1.0999999999999999,1.15,0.001,0.011,0.0026666666666666666,0.002,0.027,0.065,0.04833333333333333,0.048,59.0,154.0,91.125,90.0
2009-11-27,0.006,0.014,0.010416666666666666,0.01,0.5,1.6,1.0041666666666667,1.1,0.001,0.023,0.007166666666666666,0.002,0.019,0.059,0.04054166666666666,0.0435,79.0,154.0,107.95833333333333,103.5
2009-11-28,0.007,0.012,0.009583333333333333,0.009,0.9,1.4,1.1916666666666667,1.2,0.001,0.006,0.0025,0.002,0.035,0.061,0.046125,0.044,138.0,175.0,159.25,159.5
2009-11-29,0.006,0.012,0.008416666666666668,0.008,0.5,1.6,1.0041666666666667,0.95,0.001,0.003,0.0017916666666666669,0.0015,0.037,0.051,0.04370833333333333,0.043,57.0,157.0,98.56521739130434,90.0
2009-11-30,0.006,0.01,0.008208333333333333,0.008,0.3,1.1,0.7083333333333334,0.8,0.001,0.031,0.008083333333333333,0.0015,0.017,0.052,0.03820833333333334,0.039,57.0,107.0,80.0,81.0
2009-12-01,0.007,0.014,0.010208333333333333,0.01,0.7,1.7,1.1458333333333333,1.1,0.001,0.013,0.00325,0.002,0.033,0.066,0.048375,0.0485,77.0,157.0,110.625,112.5
2009-12-02,0.006,0.013,0.009291666666666667,0.01,1.1,1.8,1.4208333333333334,1.4,0.001,0.003,0.0020833333333333333,0.002,0.03,0.066,0.05225,0.0565,115.0,195.0,150.375,150.0
2009-12-03,0.009,0.015,0.011083333333333334,0.011,0.5,1.5,0.9583333333333334,0.8500000000000001,0.001,0.016,0.005291666666666667,0.002,0.023,0.06,0.03925,0.039,38.0,168.0,109.58333333333333,101.0
2009-12-04,0.006,0.012,0.009125,0.009,0.6,1.5,0.9583333333333334,0.9,0.001,0.013,0.004291666666666667,0.002,0.03,0.064,0.04370833333333333,0.04,62.0,150.0,99.45833333333333,91.0
2009-12-05,0.003,0.015,0.006875,0.0055,0.1,1.5,0.3333333333333333,0.2,0.001,0.03,0.020458333333333332,0.0215,0.058,0.058,0.058,0.058,16.0,146.0,52.56521739130435,47.0
2009-12-06,0.004,0.007,0.004958333333333334,0.005,0.1,0.6,0.1875,0.1,0.001,0.03,0.01975,0.0235,0.008,0.041,0.02253846153846154,0.014,15.0,41.0,25.652173913043477,24.0
2009-12-07,0.005,0.014,0.008739130434782609,0.008,0.4,1.2,0.7458333333333332,0.7,0.001,0.01,0.003541666666666667,0.002,0.028,0.059,0.04470833333333333,0.0445,15.0,107.0,64.17391304347827,81.0
2009-12-08,0.007,0.013,0.009625,0.009,0.6,2.7,1.1083333333333334,1.1,0.001,0.003,0.0017916666666666669,0.002,0.036,0.06,0.049666666666666665,0.0505,62.0,118.0,88.29166666666667,86.5
2009-12-09,0.007,0.013,0.009666666666666665,0.01,0.3,1.5,0.8624999999999999,0.8500000000000001,0.001,0.009,0.0025833333333333333,0.0015,0.033,0.049,0.04245833333333333,0.044,19.0,92.0,61.291666666666664,67.0
2009-12-10,0.006,0.013,0.008166666666666668,0.008,0.3,1.0,0.5333333333333333,0.5,0.001,0.004,0.0019166666666666666,0.0015,0.024,0.045,0.03654166666666667,0.038,17.0,58.0,33.583333333333336,31.0
2009-12-11,0.007,0.01,0.007875,0.008,0.3,0.8,0.5041666666666667,0.5,0.001,0.004,0.0017083333333333334,0.001,0.024,0.043,0.035083333333333334,0.035500000000000004,17.0,73.0,36.125,34.0
2009-12-12,0.008,0.012,0.010625,0.011,0.4,1.1,0.6625,0.6,0.001,0.017,0.008041666666666667,0.0075,0.01,0.044,0.029458333333333333,0.028999999999999998,19.0,80.0,48.208333333333336,46.0
2009-12-13,0.006,0.01,0.00825,0.008,0.3,1.0,0.5958333333333333,0.5,0.001,0.02,0.008125,0.006,0.021,0.045,0.0305,0.0305,41.0,77.0,59.45454545454545,63.0
2009-12-14,0.003,0.008,0.005958333333333334,0.007,0.2,0.6,0.37916666666666665,0.4,0.003,0.028,0.011708333333333334,0.008,0.013,0.042,0.027958333333333335,0.03,15.0,57.0,32.0,30.5
2009-12-15,0.002,0.007,0.004083333333333334,0.003,0.2,0.4,0.30833333333333335,0.3,0.008,0.026,0.01916666666666667,0.02,0.01,0.032,0.017499999999999998,0.017,18.0,56.0,36.09090909090909,36.0
2009-12-16,0.003,0.006,0.003875,0.004,0.2,0.4,0.31666666666666665,0.3,0.004,0.027,0.01879166666666667,0.019,0.009,0.035,0.016999999999999998,0.016,19.0,52.0,37.0,38.0
2009-12-17,0.002,0.008,0.004666666666666667,0.005,0.3,0.9,0.3666666666666667,0.3,0.003,0.026,0.018125,0.02,0.01,0.05,0.018833333333333334,0.0155,17.0,73.0,39.916666666666664,37.5
2009-12-18,0.001,0.004,0.0030833333333333333,0.003,0.2,0.4,0.3083333333333333,0.3,0.01,0.023,0.018083333333333333,0.0185,0.009,0.025,0.015875,0.016,16.0,61.0,35.208333333333336,35.5
2009-12-19,0.003,0.005,0.00375,0.004,0.3,0.4,0.32083333333333336,0.3,0.01,0.024,0.019125,0.021,0.006,0.026,0.014875,0.014499999999999999,15.0,85.0,43.916666666666664,36.0
2009-12-20,0.003,0.007,0.005458333333333333,0.005,0.3,0.7,0.4666666666666666,0.5,0.003,0.026,0.012249999999999999,0.011,0.012,0.038,0.025541666666666667,0.0275,40.0,82.0,59.458333333333336,61.0
2009-12-21,0.004,0.009,0.0062499999999999995,0.006500000000000001,0.3,0.9,0.5291666666666667,0.55,0.003,0.025,0.01025,0.008,0.014,0.057,0.036208333333333335,0.035500000000000004,36.0,72.0,53.52173913043478,53.0
2009-12-22,0.006,0.009,0.008285714285714285,0.0085,0.4,1.7,0.8958333333333334,0.8500000000000001,0.003,0.022,0.006166666666666667,0.004,0.027,0.067,0.04808333333333333,0.0465,31.0,104.0,69.04166666666667,67.0
2009-12-23,0.005,0.016,0.009166666666666667,0.009,0.5,1.5,0.8208333333333333,0.6499999999999999,0.002,0.023,0.006625,0.0035,0.031,0.062,0.044500000000000005,0.042,52.0,151.0,95.33333333333333,92.5
2009-12-24,0.008,0.016,0.010750000000000001,0.01,0.9,2.5,1.6125,1.5,0.003,0.006,0.003875,0.0035,0.048,0.079,0.0595,0.058499999999999996,123.0,192.0,150.25,148.5
2009-12-25,0.003,0.028,0.010291666666666666,0.01,0.2,2.6,1.2375,1.45,0.002,0.025,0.008583333333333333,0.004,0.01,0.063,0.03854166666666667,0.0455,103.0,723.0,217.375,157.0
2009-12-26,0.003,0.006,0.004208333333333334,0.004,0.2,0.8,0.4041666666666666,0.3,0.003,0.022,0.014249999999999999,0.0175,0.007,0.044,0.020708333333333332,0.0165,57.0,772.0,213.625,84.5
2009-12-27,0.004,0.01,0.007291666666666666,0.007,0.4,1.2,0.6833333333333332,0.6,0.003,0.017,0.006625,0.005,0.021,0.043,0.032875,0.0315,55.0,102.0,77.45833333333333,78.0
2009-12-28,0.005,0.011,0.007958333333333333,0.008,0.3,1.2,0.7916666666666666,0.9,0.003,0.027,0.009583333333333334,0.004,0.018,0.058,0.035041666666666665,0.034,37.0,110.0,72.04166666666667,75.5
2009-12-29,0.007,0.015,0.009333333333333334,0.009,0.4,1.6,0.9,0.9,0.002,0.013,0.005,0.003,0.035,0.054,0.046375,0.048,46.0,90.0,69.08333333333333,69.0
2009-12-30,0.006,0.025,0.012041666666666666,0.0115,0.4,0.8,0.5583333333333333,0.5,0.003,0.026,0.016333333333333335,0.0165,0.014,0.043,0.021875000000000002,0.019,64.0,213.0,121.79166666666667,117.0
2009-12-31,0.005,0.009,0.006124999999999999,0.006,0.3,0.5,0.3875,0.4,0.008,0.029,0.022416666666666668,0.024,0.008,0.032,0.015541666666666667,0.013999999999999999,17.0,73.0,44.625,49.5
2010-01-01,0.007,0.016,0.010750000000000001,0.01,0.3,1.2,0.6833333333333332,0.6,0.003,0.024,0.00925,0.006,0.012,0.047,0.030458333333333334,0.03,17.0,67.0,40.916666666666664,38.0
2010-01-02,0.008,0.02,0.01275,0.0125,0.5,0.7,0.6166666666666666,0.6,0.003,0.019,0.008958333333333334,0.006,0.024,0.039,0.03229166666666667,0.0325,35.0,110.0,67.29166666666667,60.5
2010-01-03,0.007,0.012,0.009083333333333334,0.009,0.5,1.0,0.6958333333333333,0.6,0.003,0.025,0.013708333333333335,0.013,0.015,0.056,0.03216666666666667,0.0295,42.0,86.0,61.208333333333336,60.0
2010-01-04,0.006,0.011,0.007291666666666666,0.007,0.3,1.0,0.525,0.5,0.002,0.03,0.0135,0.0115,0.015,0.057,0.03183333333333333,0.03,22.0,67.0,47.541666666666664,47.0
2010-01-05,0.006,0.011,0.008666666666666666,0.009,0.4,1.3,0.5583333333333333,0.5,0.004,0.033,0.021041666666666667,0.023,0.01,0.057,0.023375000000000003,0.019,25.0,76.0,56.35,57.5
2010-01-06,0.006,0.013,0.008624999999999999,0.008,0.5,1.2,0.8208333333333333,0.9,0.003,0.029,0.012791666666666666,0.0085,0.014,0.057,0.035583333333333335,0.036500000000000005,17.0,75.0,46.27272727272727,43.5
2010-01-07,0.008,0.019,0.010458333333333333,0.01,0.7,1.6,1.1125,1.1,0.003,0.017,0.007541666666666666,0.006,0.023,0.072,0.05279166666666666,0.055,38.0,116.0,73.9,70.5
2010-01-08,0.008,0.02,0.012958333333333334,0.012,0.6,2.2,1.5291666666666668,1.65,0.003,0.024,0.006958333333333334,0.004,0.037,0.091,0.06829166666666667,0.0675,50.0,152.0,94.41666666666667,93.5
2010-01-09,0.009,0.018,0.013833333333333335,0.014,0.6,2.0,1.4541666666666666,1.5,0.003,0.011,0.004625,0.0035,0.048,0.083,0.06679166666666667,0.065,61.0,147.0,100.95833333333333,102.0
2010-01-10,0.009,0.016,0.012624999999999999,0.012,0.6,1.7,1.1083333333333334,1.1,0.002,0.019,0.006666666666666667,0.003,0.029,0.07,0.05441666666666667,0.058499999999999996,29.0,146.0,89.20833333333333,88.0
2010-01-11,0.008,0.013,0.010708333333333334,0.011,0.6,1.8,1.125,1.2,0.003,0.021,0.008749999999999999,0.007,0.029,0.077,0.047999999999999994,0.0455,57.0,144.0,91.66666666666667,89.0
2010-01-12,0.004,0.011,0.006416666666666667,0.005,0.4,0.8,0.5125000000000001,0.5,0.008,0.031,0.019333333333333334,0.0175,0.016,0.034,0.02329166666666667,0.023,26.0,85.0,46.625,45.0
2010-01-13,0.004,0.01,0.00675,0.006,0.4,0.6,0.5041666666666667,0.5,0.012,0.03,0.021416666666666667,0.021,0.012,0.028,0.01941666666666667,0.019,19.0,54.0,41.19047619047619,44.0
2010-01-14,0.005,0.013,0.009625,0.009,0.5,1.5,0.8958333333333334,0.9,0.003,0.022,0.008166666666666668,0.005,0.028,0.061,0.042874999999999996,0.041499999999999995,25.0,87.0,55.34782608695652,52.0
2010-01-15,0.008,0.018,0.012374999999999999,0.0125,0.6,1.7,0.9791666666666666,0.9,0.003,0.027,0.0095,0.0075,0.024,0.058,0.045083333333333336,0.0465,44.0,112.0,79.0,77.5
2010-01-16,0.006,0.018,0.009625,0.009,0.4,1.6,1.0374999999999999,1.2,0.003,0.027,0.009458333333333334,0.0055,0.026,0.063,0.048666666666666664,0.047,31.0,134.0,72.0,70.5
2010-01-17,0.007,0.027,0.01275,0.012,0.6,2.3,1.3583333333333334,1.4,0.003,0.022,0.007291666666666668,0.004,0.037,0.071,0.05633333333333334,0.057499999999999996,34.0,124.0,68.08333333333333,66.5
2010-01-18,0.01,0.022,0.016541666666666666,0.016,1.0,2.6,1.7125000000000001,1.6,0.003,0.006,0.003625,0.003,0.054,0.087,0.066375,0.066,65.0,145.0,108.58333333333333,117.0
2010-01-19,0.011,0.022,0.015708333333333335,0.0155,0.8,2.1,1.5,1.65,0.002,0.016,0.00525,0.003,0.046,0.079,0.06333333333333334,0.0645,97.0,142.0,122.54545454545455,123.5
2010-01-20,0.009,0.027,0.014791666666666667,0.014499999999999999,1.0,4.1,2.2916666666666665,2.0,0.001,0.003,0.00225,0.002,0.038,0.112,0.07254166666666667,0.063,31.0,125.0,79.25,84.5
2010-01-21,0.005,0.009,0.00675,0.007,0.4,0.9,0.5208333333333334,0.5,0.004,0.031,0.021791666666666668,0.0215,0.008,0.032,0.018416666666666668,0.017,20.0,59.0,39.166666666666664,40.5
2010-01-22,0.005,0.008,0.006166666666666667,0.006,0.4,0.5,0.44583333333333336,0.4,0.014,0.028,0.01904166666666667,0.0185,0.011,0.025,0.018833333333333334,0.02,21.0,67.0,36.95652173913044,33.0
2010-01-23,0.005,0.012,0.007916666666666667,0.008,0.4,1.0,0.6083333333333333,0.5,0.003,0.026,0.014916666666666667,0.0185,0.014,0.04,0.026041666666666668,0.0245,18.0,69.0,43.083333333333336,47.5
2010-01-24,0.006,0.02,0.011874999999999998,0.010499999999999999,0.4,1.3,0.7916666666666666,0.7,0.003,0.037,0.011500000000000002,0.006,0.008,0.042,0.03154166666666667,0.037,29.0,90.0,58.869565217391305,58.0
2010-01-25,0.004,0.026,0.010875000000000001,0.0085,0.3,1.1,0.5916666666666667,0.55,0.003,0.032,0.017,0.0185,0.01,0.041,0.022708333333333334,0.0215,38.0,224.0,109.625,95.5
2010-01-26,0.005,0.01,0.008458333333333333,0.009,0.4,1.1,0.6458333333333334,0.55,0.003,0.028,0.012541666666666666,0.013000000000000001,0.014,0.048,0.032125,0.034,35.0,85.0,57.666666666666664,55.5
2010-01-27,0.006,0.013,0.009227272727272726,0.009,0.5,1.6,1.009090909090909,1.0,0.002,0.011,0.0039545454545454545,0.003,0.033,0.051,0.0419090909090909,0.043,25.0,97.0,55.523809523809526,54.0
2010-01-28,0.006,0.016,0.008916666666666666,0.007,0.3,1.5,0.5416666666666666,0.5,0.002,0.029,0.01425,0.0135,0.014,0.049,0.027333333333333334,0.0225,25.0,122.0,60.333333333333336,54.5
2010-01-29,0.005,0.014,0.007875,0.008,0.4,1.0,0.5458333333333333,0.5,0.003,0.031,0.017124999999999998,0.0165,0.009,0.047,0.02383333333333333,0.0235,23.0,73.0,43.416666666666664,44.0
2010-01-30,0.007,0.023,0.012916666666666667,0.0125,0.5,1.3,0.8125,0.8,0.003,0.023,0.009,0.005,0.023,0.05,0.0385,0.04,45.0,116.0,82.91666666666667,85.5
2010-01-31,0.01,0.02,0.014916666666666667,0.016,0.9,1.7,1.3375000000000001,1.4,0.002,0.007,0.00375,0.003,0.028,0.055,0.04245833333333333,0.0455,74.0,161.0,112.54166666666667,108.0
2010-02-01,0.008,0.028,0.01375,0.013,0.6,3.2,1.2791666666666666,1.0,0.002,0.028,0.010541666666666666,0.0085,0.022,0.048,0.03679166666666667,0.0375,73.0,166.0,127.29166666666667,136.0
2010-02-02,0.005,0.007,0.005666666666666667,0.006,0.3,0.5,0.39166666666666666,0.4,0.011,0.032,0.023791666666666666,0.024,0.006,0.033,0.01575,0.013999999999999999,17.0,65.0,28.708333333333332,25.5
2010-02-03,0.005,0.013,0.008458333333333333,0.008,0.3,0.8,0.5,0.5,0.003,0.031,0.02,0.0225,0.008,0.044,0.019375,0.015,20.0,60.0,37.083333333333336,36.0
2010-02-04,0.007,0.013,0.00973913043478261,0.01,0.4,1.0,0.6869565217391305,0.7,0.003,0.032,0.013304347826086957,0.013,0.012,0.051,0.0328695652173913,0.036,22.0,78.0,49.43478260869565,52.0
2010-02-05,0.006,0.013,0.008916666666666666,0.009,0.4,0.9,0.5375,0.5,0.003,0.026,0.018125,0.0195,0.014,0.05,0.026333333333333334,0.0265,19.0,76.0,48.166666666666664,46.5
2010-02-06,0.006,0.012,0.009125,0.0095,0.4,1.2,0.7291666666666666,0.7,0.003,0.023,0.011250000000000001,0.011,0.018,0.055,0.036166666666666666,0.037000000000000005,21.0,96.0,51.25,48.5
2010-02-07,0.009,0.02,0.014416666666666666,0.015,0.4,2.3,1.3208333333333333,1.4,0.003,0.03,0.0085,0.0035,0.014,0.062,0.046625,0.0515,30.0,135.0,69.83333333333333,67.5
2010-02-08,0.011,0.027,0.017625,0.016,0.8,2.1,1.3541666666666667,1.35,0.003,0.006,0.0035,0.003,0.047,0.068,0.05525,0.0545,50.0,108.0,71.41666666666667,65.5
2010-02-09,0.01,0.02,0.012333333333333333,0.0115,1.0,1.5,1.2375,1.2,0.002,0.003,0.0025416666666666665,0.003,0.04,0.056,0.048625,0.0485,62.0,102.0,81.04166666666667,79.5
