timestamp,wind direction_min,wind direction_max,wind direction_mean,wind direction_median
2018-07-25,0,360,208.3560606060606,261.0
2018-07-26,293,326,309.1969696969697,308.5
2018-07-27,11,360,313.59090909090907,330.5
2018-07-28,0,360,230.20454545454547,270.0
2018-07-29,3,360,270.75,315.0
2018-07-30,9,360,148.7348484848485,46.5
2018-07-31,0,360,70.3030303030303,45.0
2018-08-01,6,360,249.0530303030303,276.0
2018-08-02,233,315,289.9318181818182,290.5
2018-08-03,138,315,286.77272727272725,302.0
2018-08-04,122,315,237.02272727272728,240.0
2018-08-05,117,315,259.70454545454544,270.0
2018-08-06,106,315,230.27272727272728,240.0
2018-08-07,113,270,202.74242424242425,223.0
2018-08-08,110,270,203.68939393939394,211.0
2018-08-09,261,315,287.9848484848485,287.0
2018-08-10,257,315,286.1363636363636,288.0
2018-08-11,78,315,205.1969696969697,241.0
2018-08-12,81,261,207.28030303030303,232.5
2018-08-13,85,269,212.09848484848484,237.5
2018-08-14,81,328,230.29545454545453,221.5
2018-08-15,300,325,312.09090909090907,312.0
2018-08-16,102,315,274.0,297.0
2018-08-17,82,315,231.0,270.0
2018-08-18,0,360,212.3030303030303,270.0
2018-08-19,78,315,174.40151515151516,180.0
2018-08-20,81,225,154.18939393939394,154.0
2018-08-21,81,225,135.90151515151516,127.0
2018-08-22,87,315,204.75,205.0
2018-08-23,270,360,307.2878787878788,305.0
2018-08-24,0,360,135.2651515151515,90.0
2018-08-25,56,283,209.2348484848485,229.0
2018-08-26,270,315,288.8636363636364,288.0
2018-08-27,95,315,216.11363636363637,237.5
2018-08-28,141,315,275.27272727272725,293.0
2018-08-29,11,354,230.63636363636363,251.5
2018-08-30,6,270,115.23484848484848,86.0
2018-08-31,0,315,219.6060606060606,248.0
2018-09-01,87,225,178.1439393939394,178.0
2018-09-02,79,315,229.6439393939394,230.0
2018-09-03,0,315,264.3560606060606,289.0
2018-09-04,127,270,190.53030303030303,191.0
2018-09-05,168,303,244.9090909090909,237.0
2018-09-06,281,308,297.3484848484849,299.0
2018-09-07,101,315,236.9318181818182,270.0
2018-09-08,47,349,247.82575757575756,292.0
2018-09-09,74,315,212.08333333333334,243.5
2018-09-10,77,315,211.20454545454547,225.0
2018-09-11,99,360,249.8181818181818,290.0
2018-09-12,42,135,78.9469696969697,72.0
2018-09-13,8,360,223.27272727272728,300.0
2018-09-14,291,315,299.5,298.0
2018-09-15,37,354,283.40909090909093,297.0
2018-09-16,0,340,198.81060606060606,239.5
2018-09-17,117,349,245.71969696969697,270.0
2018-09-18,101,270,156.52272727272728,135.0
2018-09-19,111,315,223.47727272727272,230.5
2018-09-20,0,360,192.13636363636363,243.0
2018-09-21,11,360,93.83333333333333,43.0
2018-09-22,23,360,252.02272727272728,281.0
2018-09-23,290,315,300.34090909090907,301.0
2018-09-24,295,314,302.50757575757575,302.0
