timestamp,probability of precipitation_min,probability of precipitation_max,probability of precipitation_mean,probability of precipitation_median
2018-09-18,20,90,59.31818181818182,60.0
2018-09-19,20,70,31.363636363636363,20.0
2018-09-20,10,60,20.151515151515152,20.0
2018-09-21,20,80,47.27272727272727,60.0
2018-09-22,20,80,50.60606060606061,60.0
2018-09-23,10,70,37.34848484848485,30.0
2018-09-24,10,60,24.545454545454547,20.0
2018-09-25,20,80,50.303030303030305,60.0
2018-09-26,30,90,66.81818181818181,70.0
2018-09-27,30,90,55.45454545454545,60.0
2018-09-28,17,60,20.545454545454547,20.0
2018-09-29,10,30,11.772727272727273,10.0
2018-09-30,10,30,13.636363636363637,10.0
2018-10-01,0,30,11.06060606060606,10.0
2018-10-02,0,10,1.8181818181818181,0.0
2018-10-03,0,20,5.53030303030303,10.0
2018-10-04,10,20,15.681818181818182,20.0
2018-10-05,20,60,34.77272727272727,30.0
2018-10-06,20,60,23.257575757575758,20.0
2018-10-07,20,80,52.42424242424242,60.0
2018-10-08,0,60,15.833333333333334,10.0
2018-10-09,0,10,3.0303030303030303,0.0
2018-10-10,0,10,2.878787878787879,0.0
2018-10-11,0,20,12.803030303030303,10.0
2018-10-12,0,20,15.757575757575758,20.0
2018-10-13,10,60,18.71212121212121,20.0
2018-10-14,0,10,1.5151515151515151,0.0
2018-10-15,0,20,2.6515151515151514,0.0
2018-10-16,0,10,0.8409090909090909,0.0
2018-10-17,0,20,15.681818181818182,20.0
2018-10-18,20,70,49.31818181818182,60.0
2018-10-19,20,70,41.515151515151516,30.0
2018-10-20,10,70,31.28787878787879,25.0
2018-10-21,0,20,4.242424242424242,0.0
2018-10-22,0,10,0.6060606060606061,0.0
2018-10-23,0,20,10.378787878787879,10.0
2018-10-24,20,30,26.515151515151516,30.0
2018-10-25,0,30,10.833333333333334,10.0
2018-10-26,0,20,1.0606060606060606,0.0
2018-10-27,10,30,21.59090909090909,20.0
2018-10-28,10,30,20.757575757575758,20.0
2018-10-29,10,20,14.015151515151516,10.0
2018-10-30,0,20,5.151515151515151,0.0
2018-10-31,0,10,2.727272727272727,0.0
2018-11-01,10,30,17.5,20.0
2018-11-02,0,20,8.257575757575758,10.0
2018-11-03,0,20,6.893939393939394,0.0
2018-11-04,10,30,24.696969696969695,30.0
2018-11-05,10,30,14.696969696969697,10.0
2018-11-06,0,20,8.787878787878787,10.0
2018-11-07,0,0,0.0,0.0
2018-11-08,0,30,14.696969696969697,20.0
2018-11-09,0,60,24.393939393939394,20.0
2018-11-10,0,30,10.606060606060606,10.0
2018-11-11,0,10,0.6060606060606061,0.0
2018-11-12,0,20,13.56060606060606,10.0
2018-11-13,0,10,3.0303030303030303,0.0
2018-11-14,0,10,4.166666666666667,0.0
2018-11-15,0,20,7.2727272727272725,10.0
2018-11-16,0,30,10.984848484848484,10.0
2018-11-17,0,10,0.6060606060606061,0.0
2018-11-18,0,10,0.30303030303030304,0.0
2018-11-19,0,30,17.575757575757574,20.0
2018-11-20,0,30,10.0,10.0
2018-11-21,0,10,6.212121212121212,10.0
2018-11-22,0,20,9.924242424242424,10.0
2018-11-23,20,70,38.93939393939394,30.0
2018-11-24,0,60,23.71212121212121,20.0
2018-11-25,0,10,4.166666666666667,0.0
2018-11-26,0,20,7.878787878787879,10.0
2018-11-27,20,70,40.303030303030305,30.0
2018-11-28,10,30,13.030303030303031,10.0
2018-11-29,0,30,20.0,20.0
2018-11-30,0,20,10.606060606060606,10.0
2018-12-01,0,10,1.8181818181818181,0.0
2018-12-02,10,60,22.727272727272727,20.0
2018-12-03,0,20,5.757575757575758,0.0
2018-12-04,0,20,1.5151515151515151,0.0
2018-12-05,10,30,19.46969696969697,20.0
2018-12-06,0,20,11.136363636363637,10.0
2018-12-07,10,60,26.363636363636363,20.0
2018-12-08,0,30,4.318181818181818,0.0
2018-12-09,0,10,2.3484848484848486,0.0
2018-12-10,0,30,18.484848484848484,20.0
2018-12-11,0,20,3.8636363636363638,0.0
2018-12-12,0,30,10.757575757575758,10.0
2018-12-13,0,70,23.181818181818183,10.0
2018-12-14,0,70,22.87878787878788,20.0
2018-12-15,0,70,19.848484848484848,15.0
2018-12-16,0,60,8.787878787878787,0.0
2018-12-17,0,10,1.7424242424242424,0.0
2018-12-18,0,70,27.12121212121212,20.0
2018-12-19,0,10,1.5151515151515151,0.0
2018-12-20,10,20,11.742424242424242,10.0
2018-12-21,20,30,21.439393939393938,20.0
2018-12-22,0,30,6.742424242424242,0.0
2018-12-23,0,30,15.227272727272727,10.0
2018-12-24,10,80,45.303030303030305,60.0
2018-12-25,0,20,2.9545454545454546,0.0
2018-12-26,10,70,31.666666666666668,20.0
2018-12-27,0,10,1.2878787878787878,0.0
2018-12-28,0,30,15.606060606060606,20.0
2018-12-29,0,30,20.37878787878788,20.0
2018-12-30,0,20,3.1818181818181817,0.0
2018-12-31,0,20,11.06060606060606,10.0
2019-01-01,0,70,30.833333333333332,20.0
2019-01-02,0,70,28.40909090909091,20.0
2019-01-03,0,30,13.863636363636363,10.0
2019-01-04,10,60,30.37878787878788,30.0
2019-01-05,0,20,13.030303030303031,10.0
2019-01-06,0,20,18.333333333333332,20.0
2019-01-07,0,20,3.3333333333333335,0.0
2019-01-08,0,20,2.5757575757575757,0.0
2019-01-09,0,10,3.0303030303030303,0.0
2019-01-10,0,20,11.515151515151516,10.0
2019-01-11,10,70,35.378787878787875,30.0
2019-01-12,10,80,38.25757575757576,30.0
2019-01-13,0,80,17.803030303030305,0.0
2019-01-14,0,80,34.39393939393939,20.0
2019-01-15,0,70,24.318181818181817,20.0
2019-01-16,0,20,5.909090909090909,5.0
2019-01-17,0,20,1.6666666666666667,0.0
2019-01-18,0,10,1.4393939393939394,0.0
2019-01-19,0,20,13.484848484848484,10.0
2019-01-20,0,30,12.045454545454545,10.0
2019-01-21,0,60,14.242424242424242,10.0
2019-01-22,0,10,2.4242424242424243,0.0
2019-01-23,0,20,3.5606060606060606,0.0
2019-01-24,20,60,27.727272727272727,20.0
2019-01-25,0,10,1.2878787878787878,0.0
2019-01-26,0,20,10.613636363636363,10.0
2019-01-27,10,60,41.666666666666664,60.0
2019-01-28,0,10,0.6060606060606061,0.0
2019-01-29,0,70,30.0,20.0
2019-01-30,0,70,18.257575757575758,20.0
2019-01-31,0,20,1.4393939393939394,0.0
2017-01-01,0,0,0.0,0.0
2017-01-02,0,0,0.0,0.0
2017-01-03,0,30,9.015151515151516,10.0
2017-01-04,0,20,4.46969696969697,0.0
2017-01-05,0,20,1.3636363636363635,0.0
2017-01-06,0,20,3.409090909090909,0.0
2017-01-07,0,30,7.5,0.0
2017-01-08,0,90,35.833333333333336,20.0
2017-01-09,0,20,1.2121212121212122,0.0
2017-01-10,0,20,4.621212121212121,0.0
2017-01-11,0,0,0.0,0.0
2017-01-12,0,10,0.7575757575757576,0.0
2017-01-13,0,30,7.348484848484849,0.0
2017-01-14,0,60,10.303030303030303,10.0
2017-01-15,0,10,0.30303030303030304,0.0
2017-01-16,0,20,5.378787878787879,0.0
2017-01-17,0,20,13.863636363636363,10.0
2017-01-18,0,20,10.075757575757576,10.0
2017-01-19,0,60,20.53030303030303,15.0
2017-01-20,0,20,13.030303030303031,10.0
2017-01-21,0,20,12.803030303030303,10.0
2017-01-22,0,60,16.742424242424242,20.0
2017-01-23,0,20,12.954545454545455,10.0
2017-01-24,0,20,12.196969696969697,20.0
2017-01-25,0,10,5.151515151515151,10.0
2017-01-26,0,20,9.393939393939394,10.0
2017-01-27,0,20,2.196969696969697,0.0
2017-01-28,0,20,1.893939393939394,0.0
2017-01-29,0,20,17.045454545454547,20.0
2017-01-30,0,20,14.242424242424242,20.0
2017-01-31,0,0,0.0,0.0
2017-02-01,0,30,17.803030303030305,20.0
2017-02-02,0,30,12.196969696969697,10.0
2017-02-03,0,10,2.6515151515151514,0.0
2017-02-04,0,20,2.4242424242424243,0.0
2017-02-05,0,10,0.07575757575757576,0.0
2017-02-06,0,10,4.393939393939394,0.0
2017-02-07,0,20,5.378787878787879,0.0
2017-02-08,0,10,3.484848484848485,0.0
2017-02-09,0,20,9.696969696969697,10.0
2017-02-10,0,20,3.106060606060606,0.0
2017-02-11,10,70,29.09090909090909,25.0
2017-02-12,60,90,75.07575757575758,80.0
2017-02-13,20,70,30.37878787878788,30.0
2017-02-14,0,70,12.348484848484848,10.0
2017-02-15,0,20,2.121212121212121,0.0
2017-02-16,0,20,4.015151515151516,0.0
2017-02-17,0,0,0.0,0.0
2017-02-18,0,20,15.530303030303031,20.0
2017-02-19,0,20,13.93939393939394,20.0
2017-02-20,0,10,0.30303030303030304,0.0
2017-02-21,0,20,6.96969696969697,0.0
2017-02-22,0,20,4.621212121212121,0.0
2017-02-23,0,20,4.696969696969697,0.0
2017-02-24,0,10,3.712121212121212,0.0
2017-02-25,0,20,5.378787878787879,0.0
2017-02-26,0,30,17.272727272727273,20.0
2017-02-27,0,20,14.090909090909092,10.0
2017-02-28,0,20,9.242424242424242,10.0
2017-03-01,0,30,10.833333333333334,10.0
2017-03-02,0,20,0.30303030303030304,0.0
2017-03-03,0,30,9.772727272727273,0.0
2017-03-04,20,70,29.772727272727273,20.0
2017-03-05,20,80,38.63636363636363,30.0
2017-03-06,10,30,21.439393939393938,20.0
2017-03-07,0,10,1.7424242424242424,0.0
2017-03-08,0,10,0.6060606060606061,0.0
2017-03-09,0,80,31.59090909090909,20.0
2017-03-10,0,10,1.5151515151515151,0.0
2017-03-11,0,20,2.6515151515151514,0.0
2017-03-12,20,20,20.0,20.0
2017-03-13,10,70,29.166666666666668,20.0
2017-03-14,0,10,3.484848484848485,0.0
2017-03-15,0,0,0.0,0.0
2017-03-16,0,0,0.0,0.0
2017-03-17,0,20,9.924242424242424,10.0
2017-03-18,10,60,21.439393939393938,20.0
2017-03-19,0,20,8.091603053435115,10.0
2017-03-20,0,10,0.3409090909090909,0.0
2017-03-21,0,0,0.0,0.0
2017-03-22,0,10,0.9523809523809523,0.0
2017-03-23,0,20,11.071428571428571,10.0
2017-03-24,0,20,0.9375,0.0
2017-03-25,0,20,4.7727272727272725,0.0
2017-03-26,0,20,13.257575757575758,10.0
2017-03-27,20,80,48.93939393939394,60.0
2017-03-28,10,60,18.106060606060606,20.0
2017-03-29,10,30,17.424242424242426,20.0
2017-03-30,30,90,77.12121212121212,80.0
2017-03-31,30,90,56.96969696969697,60.0
2017-04-01,20,90,38.86363636363637,30.0
2017-04-02,0,60,13.409090909090908,15.0
2017-04-03,0,10,0.30303030303030304,0.0
2017-04-04,0,20,5.833333333333333,0.0
2017-04-05,0,20,13.181818181818182,10.0
2017-04-06,0,20,13.181818181818182,10.0
2017-04-07,0,10,5.303030303030303,10.0
2017-04-08,10,30,18.560606060606062,20.0
2017-04-09,20,60,37.121212121212125,30.0
2017-04-10,30,70,44.77272727272727,30.0
2017-04-11,20,60,29.924242424242426,30.0
2017-04-12,10,20,15.606060606060606,20.0
2017-04-13,0,20,4.015151515151516,0.0
2017-04-14,0,20,8.409090909090908,10.0
2017-04-15,10,30,21.893939393939394,20.0
2017-04-16,10,60,31.060606060606062,30.0
2017-04-17,0,30,15.303030303030303,20.0
2017-04-18,0,20,7.121212121212121,10.0
2017-04-19,0,10,6.4393939393939394,10.0
2017-04-20,10,30,21.96969696969697,20.0
2017-04-21,30,80,42.121212121212125,30.0
2017-04-22,20,80,36.666666666666664,30.0
2017-04-23,0,20,10.681818181818182,10.0
2017-04-24,0,60,14.090909090909092,10.0
2017-04-25,10,20,18.257575757575758,20.0
2017-04-26,0,20,7.121212121212121,10.0
2017-04-27,0,20,9.924242424242424,10.0
2017-04-28,0,20,9.090909090909092,10.0
2017-04-29,0,70,27.348484848484848,20.0
2017-04-30,10,70,23.863636363636363,20.0
2017-05-01,10,30,18.636363636363637,20.0
2017-05-02,10,20,14.242424242424242,10.0
2017-05-03,10,60,20.984848484848484,20.0
2017-05-04,0,20,11.515151515151516,10.0
2017-05-05,0,10,6.742424242424242,10.0
2017-05-06,0,20,9.393939393939394,10.0
2017-05-07,10,20,11.212121212121213,10.0
2017-05-08,10,30,18.484848484848484,20.0
2017-05-09,0,20,10.454545454545455,10.0
2017-05-10,0,10,3.257575757575758,0.0
2017-05-11,0,10,5.303030303030303,10.0
2017-05-12,0,20,13.333333333333334,10.0
2017-05-13,30,90,62.121212121212125,70.0
2017-05-14,30,90,74.77272727272727,80.0
2017-05-15,30,90,47.803030303030305,30.0
2017-05-16,30,90,78.4090909090909,90.0
2017-05-17,30,90,80.9090909090909,90.0
2017-05-18,20,80,37.803030303030305,30.0
2017-05-19,10,90,30.90909090909091,20.0
2017-05-20,60,100,76.89393939393939,80.0
2017-05-21,30,80,49.39393939393939,60.0
2017-05-22,20,30,23.636363636363637,20.0
2017-05-23,20,60,30.075757575757574,30.0
2017-05-24,20,90,63.18181818181818,70.0
2017-05-25,0,20,12.348484848484848,10.0
2017-05-26,10,20,14.924242424242424,10.0
2017-05-27,20,80,28.71212121212121,30.0
2017-05-28,30,90,64.39393939393939,70.0
2017-05-29,20,90,31.742424242424242,20.0
2017-05-30,20,70,27.12121212121212,20.0
2017-05-31,20,90,64.6969696969697,70.0
2017-06-01,30,90,76.06060606060606,80.0
2017-06-02,30,90,69.0909090909091,70.0
2017-06-03,30,90,72.27272727272727,75.0
2017-06-04,60,90,76.89393939393939,80.0
2017-06-05,30,95,72.27272727272727,70.0
2017-06-06,20,90,58.86363636363637,70.0
2017-06-07,20,90,32.95454545454545,30.0
2017-06-08,10,30,17.12121212121212,20.0
2017-06-09,0,20,10.681818181818182,10.0
2017-06-10,0,20,10.530303030303031,10.0
2017-06-11,10,20,15.075757575757576,20.0
2017-06-12,10,60,20.757575757575758,20.0
2017-06-13,20,70,28.03030303030303,20.0
2017-06-14,20,80,33.25757575757576,20.0
2017-06-15,20,60,20.454545454545453,20.0
2017-06-16,20,90,45.45454545454545,30.0
2017-06-17,60,90,76.21212121212122,70.0
2017-06-18,60,90,69.0909090909091,70.0
2017-06-19,20,80,28.939393939393938,20.0
2017-06-20,20,30,20.606060606060606,20.0
2017-06-21,20,90,63.56060606060606,70.0
2017-06-22,30,80,59.09090909090909,60.0
2017-06-23,20,70,39.39393939393939,30.0
2017-06-24,20,80,57.95454545454545,60.0
2017-06-25,20,60,31.666666666666668,20.0
2017-06-26,10,20,19.924242424242426,20.0
2017-06-27,20,70,32.04545454545455,30.0
2017-06-28,20,80,36.43939393939394,20.0
2017-06-29,20,80,47.803030303030305,45.0
2017-06-30,20,70,38.56060606060606,30.0
2017-07-01,20,60,21.818181818181817,20.0
2017-07-02,20,30,20.681818181818183,20.0
2017-07-03,20,90,60.984848484848484,70.0
2017-07-04,20,80,52.72727272727273,60.0
2017-07-05,20,60,24.46969696969697,20.0
2017-07-06,20,30,21.136363636363637,20.0
2017-07-07,20,80,61.59090909090909,70.0
2017-07-08,20,80,39.696969696969695,30.0
2017-07-09,20,30,20.303030303030305,20.0
2017-07-10,20,60,22.87878787878788,20.0
2017-07-11,10,60,21.893939393939394,20.0
2017-07-12,0,20,18.40909090909091,20.0
2017-07-13,10,60,20.90909090909091,20.0
2017-07-14,10,20,18.560606060606062,20.0
2017-07-15,10,20,17.727272727272727,20.0
2017-07-16,10,30,17.5,20.0
2017-07-17,10,60,24.924242424242426,30.0
2017-07-18,20,70,38.78787878787879,30.0
2017-07-19,10,30,19.696969696969695,20.0
2017-07-20,10,20,18.560606060606062,20.0
2017-07-21,20,60,22.727272727272727,20.0
2017-07-22,0,20,11.287878787878787,10.0
2017-07-23,0,20,5.984848484848484,10.0
2017-07-24,0,10,5.53030303030303,10.0
2017-07-25,0,10,7.7272727272727275,10.0
2017-07-26,0,20,9.469696969696969,10.0
2017-07-27,0,10,3.787878787878788,0.0
2017-07-28,0,10,1.8181818181818181,0.0
2017-07-29,10,20,16.28787878787879,20.0
2017-07-30,20,30,25.681818181818183,30.0
2017-07-31,20,60,30.454545454545453,30.0
2017-08-01,20,70,41.21212121212121,30.0
2017-08-02,30,70,48.93939393939394,60.0
2017-08-03,20,30,25.075757575757574,30.0
2017-08-04,20,20,20.0,20.0
2017-08-05,10,20,15.757575757575758,20.0
2017-08-06,10,20,11.590909090909092,10.0
2017-08-07,10,20,16.363636363636363,20.0
2017-08-08,20,60,24.924242424242426,20.0
2017-08-09,20,30,21.136363636363637,20.0
2017-08-10,10,30,19.393939393939394,20.0
2017-08-11,0,20,11.287878787878787,10.0
2017-08-12,0,10,2.3484848484848486,0.0
2017-08-13,0,10,1.2121212121212122,0.0
2017-08-14,0,0,0.0,0.0
2017-08-15,0,20,4.7727272727272725,0.0
2017-08-16,0,10,2.121212121212121,0.0
2017-08-17,0,0,0.0,0.0
2017-08-18,0,20,6.590909090909091,10.0
2017-08-19,20,60,25.0,20.0
2017-08-20,10,80,45.53030303030303,30.0
2017-08-21,0,20,2.4242424242424243,0.0
2017-08-22,0,10,1.8181818181818181,0.0
2017-08-23,0,10,2.272727272727273,0.0
2017-08-24,0,10,1.8181818181818181,0.0
2017-08-25,0,20,15.757575757575758,20.0
2017-08-26,10,30,16.893939393939394,20.0
2017-08-27,0,20,3.0303030303030303,0.0
2017-08-28,0,0,0.0,0.0
2017-08-29,0,20,2.6515151515151514,0.0
2017-08-30,10,20,13.030303030303031,10.0
2017-08-31,10,20,17.045454545454547,20.0
2017-09-01,0,20,8.181818181818182,10.0
2017-09-02,10,20,17.5,20.0
2017-09-03,0,70,20.151515151515152,20.0
2017-09-04,20,80,33.484848484848484,30.0
2017-09-05,20,80,49.24242424242424,60.0
2017-09-06,0,60,17.575757575757574,10.0
2017-09-07,0,0,0.0,0.0
2017-09-08,0,0,0.0,0.0
2017-09-09,0,10,5.606060606060606,10.0
2017-09-10,10,20,15.833333333333334,20.0
2017-09-11,20,30,24.242424242424242,20.0
2017-09-12,0,30,16.136363636363637,20.0
2017-09-13,10,60,21.439393939393938,20.0
2017-09-14,0,70,28.333333333333332,25.0
2017-09-15,0,10,0.6060606060606061,0.0
2017-09-16,0,20,11.818181818181818,10.0
2017-09-17,10,20,17.803030303030305,20.0
2017-09-18,10,20,18.106060606060606,20.0
2017-09-19,10,60,19.848484848484848,20.0
2017-09-20,0,20,3.787878787878788,0.0
2017-09-21,0,20,5.151515151515151,0.0
2017-09-22,0,20,8.333333333333334,10.0
2017-09-23,10,30,19.09090909090909,20.0
2017-09-24,0,30,17.12121212121212,20.0
2017-09-25,20,60,28.560606060606062,20.0
2017-09-26,20,80,54.54545454545455,60.0
2017-09-27,20,80,33.93939393939394,20.0
2017-09-28,10,20,16.742424242424242,20.0
2017-09-29,10,30,21.818181818181817,20.0
2017-09-30,10,30,20.075757575757574,20.0
2017-10-01,10,70,19.545454545454547,20.0
2017-10-02,10,70,19.62121212121212,20.0
2017-10-03,10,20,19.393939393939394,20.0
2017-10-04,0,20,9.469696969696969,10.0
2017-10-05,0,10,2.6515151515151514,0.0
2017-10-06,0,20,7.651515151515151,10.0
2017-10-07,10,20,14.924242424242424,10.0
2017-10-08,20,90,40.68181818181818,30.0
2017-10-09,30,80,46.21212121212121,30.0
2017-10-10,0,30,13.106060606060606,20.0
2017-10-11,0,0,0.0,0.0
2017-10-12,0,20,7.651515151515151,10.0
2017-10-13,20,80,45.984848484848484,30.0
2017-10-14,0,30,17.954545454545453,20.0
2017-10-15,0,20,7.803030303030303,10.0
2017-10-16,0,20,7.196969696969697,0.0
2017-10-17,20,30,28.181818181818183,30.0
2017-10-18,30,60,31.818181818181817,30.0
2017-10-19,20,30,27.272727272727273,30.0
2017-10-20,20,90,52.95454545454545,60.0
2017-10-21,20,90,44.24242424242424,30.0
2017-10-22,10,20,15.378787878787879,20.0
2017-10-23,20,60,28.71212121212121,30.0
2017-10-24,0,70,18.333333333333332,20.0
2017-10-25,0,10,4.621212121212121,0.0
2017-10-26,0,30,19.393939393939394,20.0
2017-10-27,10,30,17.651515151515152,20.0
2017-10-28,20,60,31.666666666666668,30.0
2017-10-29,0,20,12.196969696969697,10.0
2017-10-30,0,20,15.378787878787879,20.0
2017-10-31,10,20,16.136363636363637,20.0
2017-11-01,0,30,16.59090909090909,20.0
2017-11-02,0,20,3.9393939393939394,0.0
2017-11-03,0,20,10.378787878787879,10.0
2017-11-04,10,20,14.696969696969697,10.0
2017-11-05,0,20,4.257575757575758,0.0
2017-11-06,0,10,1.2121212121212122,0.0
2017-11-07,0,20,12.121212121212121,10.0
2017-11-08,0,10,2.121212121212121,0.0
2017-11-09,0,20,5.606060606060606,10.0
2017-11-10,0,30,14.393939393939394,15.0
2017-11-11,10,60,25.90909090909091,30.0
2017-11-12,0,0,0.0,0.0
2017-11-13,0,70,24.09090909090909,20.0
2017-11-14,0,10,1.2121212121212122,0.0
2017-11-15,0,10,0.6363636363636364,0.0
2017-11-16,0,10,0.9090909090909091,0.0
2017-11-17,0,30,16.666666666666668,20.0
2017-11-18,10,70,29.242424242424242,30.0
2017-11-19,0,20,0.30303030303030304,0.0
2017-11-20,0,10,1.2121212121212122,0.0
2017-11-21,0,60,24.09090909090909,20.0
2017-11-22,0,60,14.545454545454545,10.0
2017-11-23,0,20,8.82882882882883,10.0
2017-11-24,10,60,26.25,20.0
2017-11-25,10,10,10.0,10.0
2017-11-26,0,0,0.0,0.0
2017-11-27,0,10,2.5396825396825395,0.0
2017-11-28,10,60,18.181818181818183,20.0
2017-11-29,20,20,20.0,20.0
2017-11-30,0,30,25.238095238095237,30.0
2017-12-01,0,60,26.6984126984127,20.0
2017-12-02,0,20,12.977272727272727,10.0
2017-12-03,5,20,13.0,13.5
2017-12-04,0,20,13.80952380952381,20.0
2017-12-05,20,80,56.98412698412698,70.0
2017-12-06,10,80,35.0,25.0
2017-12-07,10,10,10.0,10.0
2017-12-08,10,20,18.095238095238095,20.0
2017-12-09,10,30,19.682539682539684,20.0
2017-12-10,10,30,18.636363636363637,15.0
2017-12-11,10,10,10.0,10.0
2017-12-12,10,20,19.523809523809526,20.0
2017-12-13,10,20,17.77777777777778,20.0
2017-12-14,10,20,10.909090909090908,10.0
2017-12-15,10,10,10.0,10.0
2017-12-16,10,20,15.238095238095237,20.0
2017-12-17,20,20,20.0,20.0
2017-12-18,20,20,20.0,20.0
2017-12-19,20,20,20.0,20.0
2017-12-20,10,20,10.476190476190476,10.0
2017-12-21,10,20,17.61904761904762,20.0
2017-12-22,10,20,17.272727272727273,20.0
2017-12-23,10,10,10.0,10.0
2017-12-24,10,20,19.523809523809526,20.0
2017-12-25,10,20,16.825396825396826,20.0
2017-12-26,10,20,19.09090909090909,20.0
2017-12-27,30,30,30.0,30.0
2017-12-28,0,10,1.4285714285714286,0.0
2017-12-29,0,10,2.5396825396825395,0.0
2017-12-30,0,20,13.181818181818182,10.0
2017-12-31,10,10,10.0,10.0
2018-01-01,0,0,0.0,0.0
2018-01-02,0,0,0.0,0.0
2018-01-03,0,30,6.818181818181818,0.0
2018-01-04,30,30,30.0,30.0
2018-01-05,10,20,19.523809523809526,20.0
2018-01-06,0,80,17.396825396825395,20.0
2018-01-07,0,80,18.954372623574145,20.0
2018-01-08,0,90,18.42207792207792,10.0
2018-01-09,0,90,26.117424242424242,20.0
2018-01-10,0,90,16.856060606060606,20.0
2018-01-11,0,80,13.712121212121213,10.0
2018-01-12,0,80,17.279040404040405,20.0
2018-01-13,0,70,13.762626262626263,10.0
2018-01-14,0,90,21.268939393939394,20.0
2018-01-15,0,90,16.91287878787879,20.0
2018-01-16,0,90,22.05808080808081,20.0
2018-01-17,0,80,25.391414141414142,20.0
2018-01-18,0,90,27.59315589353612,20.0
2018-01-19,0,90,21.30834976988823,20.0
2018-01-20,0,90,22.878581173260574,20.0
2018-01-21,0,90,20.371900826446282,20.0
2018-01-22,0,90,19.111570247933884,20.0
2018-01-23,0,90,20.303719008264462,10.0
2018-01-24,0,90,19.207988980716255,20.0
2018-01-25,0,100,24.132231404958677,20.0
2018-01-26,0,90,25.068870523415978,20.0
2018-01-27,0,90,17.884986225895318,20.0
2018-01-28,0,80,18.903581267217632,20.0
2018-01-29,0,90,16.03305785123967,10.0
2018-01-30,0,60,11.232782369146005,10.0
2018-01-31,0,90,18.264462809917354,20.0
2016-01-01,0,90,20.695592286501377,20.0
2016-01-02,0,90,23.174931129476583,20.0
2016-01-03,0,100,24.332634521313768,20.0
2016-01-04,0,90,21.2183908045977,20.0
2016-01-05,0,70,13.847780126849894,10.0
2016-01-06,0,80,12.222222222222221,10.0
2016-01-07,0,60,2.6923076923076925,0.0
2016-01-08,0,20,3.5606060606060606,0.0
2016-01-09,0,30,13.257575757575758,20.0
2016-01-10,0,20,1.893939393939394,0.0
2016-01-11,0,20,14.772727272727273,20.0
2016-01-12,0,10,2.1363636363636362,0.0
2016-01-13,0,0,0.0,0.0
2016-01-14,0,10,1.2121212121212122,0.0
2016-01-15,10,80,29.924242424242426,20.0
2016-01-16,0,30,9.318181818181818,5.0
2016-01-17,0,20,12.196969696969697,10.0
2016-01-18,0,20,1.5151515151515151,0.0
2016-01-19,0,30,17.803030303030305,20.0
2016-01-20,0,60,16.818181818181817,15.0
2016-01-21,0,0,0.0,0.0
2016-01-22,0,30,8.712121212121213,5.0
2016-01-23,10,30,18.106060606060606,20.0
2016-01-24,20,60,24.62121212121212,20.0
2016-01-25,20,90,62.65151515151515,70.0
2016-01-26,20,60,21.060606060606062,20.0
2016-01-27,20,70,25.833333333333332,20.0
2016-01-28,0,70,15.833333333333334,10.0
2016-01-29,0,10,0.30303030303030304,0.0
2016-01-30,0,0,0.0,0.0
2016-01-31,0,0,0.0,0.0
2016-02-01,0,30,20.606060606060606,20.0
2016-02-02,10,30,24.924242424242426,30.0
2016-02-03,10,20,19.772727272727273,20.0
2016-02-04,20,90,36.74242424242424,30.0
2016-02-05,10,90,46.515151515151516,30.0
2016-02-06,0,10,5.757575757575758,10.0
2016-02-07,10,90,52.72727272727273,60.0
2016-02-08,0,60,16.62121212121212,20.0
2016-02-09,20,80,42.196969696969695,30.0
2016-02-10,0,20,7.984848484848484,10.0
2016-02-11,0,0,0.0,0.0
2016-02-12,0,10,0.9090909090909091,0.0
2016-02-13,0,60,17.045454545454547,15.0
2016-02-14,0,30,8.333333333333334,5.0
2016-02-15,0,20,10.530303030303031,10.0
2016-02-16,0,60,26.742424242424242,20.0
2016-02-17,0,20,10.681818181818182,10.0
2016-02-18,10,30,21.060606060606062,20.0
2016-02-19,0,20,3.106060606060606,0.0
2016-02-20,0,20,6.363636363636363,0.0
2016-02-21,20,70,29.924242424242426,30.0
2016-02-22,10,20,18.03030303030303,20.0
2016-02-23,0,20,1.5151515151515151,0.0
2016-02-24,0,60,9.318181818181818,0.0
2016-02-25,0,60,12.651515151515152,10.0
2016-02-26,0,60,12.424242424242424,5.0
2016-02-27,0,0,0.0,0.0
2016-02-28,0,30,14.393939393939394,20.0
2016-02-29,20,30,22.12121212121212,20.0
2016-03-01,10,60,32.65151515151515,30.0
2016-03-02,0,20,7.045454545454546,10.0
2016-03-03,0,80,30.227272727272727,20.0
2016-03-04,0,20,3.6363636363636362,0.0
2016-03-05,0,20,5.2272727272727275,0.0
2016-03-06,0,20,6.893939393939394,0.0
2016-03-07,0,30,6.742424242424242,0.0
2016-03-08,0,10,0.9090909090909091,0.0
2016-03-09,10,70,20.833333333333332,20.0
2016-03-10,10,80,31.136363636363637,20.0
2016-03-11,0,30,16.666666666666668,20.0
2016-03-12,0,30,15.303030303030303,10.0
2016-03-13,0,10,0.30303030303030304,0.0
2016-03-14,0,0,0.0,0.0
2016-03-15,10,90,48.03030303030303,45.0
2016-03-16,0,70,18.71212121212121,10.0
2016-03-17,0,10,2.9545454545454546,0.0
2016-03-18,0,20,5.151515151515151,10.0
2016-03-19,0,20,12.727272727272727,10.0
2016-03-20,20,100,43.74242424242424,30.0
