date,sulfur_dioxide_min,sulfur_dioxide_max,sulfur_dioxide_mean,sulfur_dioxide_median,carbon_monoxide_min,carbon_monoxide_max,carbon_monoxide_mean,carbon_monoxide_median,ozone_min,ozone_max,ozone_mean,ozone_median,nitrogen_dioxide_min,nitrogen_dioxide_max,nitrogen_dioxide_mean,nitrogen_dioxide_median,fine_dust_pm10_min,fine_dust_pm10_max,fine_dust_pm10_mean,fine_dust_pm10_median,rainfall_min,rainfall_max,rainfall_mean,rainfall_median,probability of precipitation_min,probability of precipitation_max,probability of precipitation_mean,probability of precipitation_median,humidity_min,humidity_max,humidity_mean,humidity_median,highest temperature_min,highest temperature_max,highest temperature_mean,highest temperature_median,lowest temperature_min,lowest temperature_max,lowest temperature_mean,lowest temperature_median,wind speed_min,wind speed_max,wind speed_mean,wind speed_median,wind direction_min,wind direction_max,wind direction_mean,wind direction_median,sky state_min,sky state_max,sky state_mean,sky state_median,visitor,weekday_1.0,weekday_2.0,weekday_3.0,weekday_4.0,weekday_5.0,weekday_6.0,weekday_7.0
2009-01-09,1.3947848744658582,4.238253341109509,3.3533168182175754,3.0297013648685738,-0.9620521821848443,1.5977845403286135,0.7837379802471732,0.43702774893611873,-0.4619537043650135,-0.9034184992666828,-1.131783018295448,-0.9546727500018282,0.6865796881644771,0.624043835288026,1.0232455623794552,1.1562587006446081,0.6595903288326435,0.8649133903798762,1.1711766051782784,1.4721369829213355,0.0,-0.45285016772144226,-0.440324009761359,-0.12118206580828388,-0.82362027232716,-1.0336208555088795,-1.3084090619150865,-1.3948356034197544,-0.6748432566528897,0.14063008626499726,-0.06337040701889231,0.12617094356692618,-1.4063505089106265,-1.6129442592700598,-1.501293766574478,-1.5459424532641173,-1.3826833398185823,-1.6259125942945087,-1.535900818090197,-1.5895510055890998,-0.7758985022666937,-0.7681029699662137,-0.9768956777304021,-0.5608204388691173,-0.8588700733694656,0.8696089622603843,-0.4781391167461749,-1.611010832343767,-0.778211161185203,0.8549388683237452,0.5616937786428923,-0.3993838013747941,38119.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2009-01-10,-0.6383994784363619,0.2606515596496725,-0.28944968877507127,-0.31148029806245336,-0.9620521821848443,-1.239952013748056,-1.3592397762168464,-1.498034006075474,1.5990885990284076,-0.8224440791232341,-0.1259205145439845,0.1442761556748034,-0.584067035316513,-1.1583733052824055,-0.9502043124592877,-0.7985770589251283,-0.301999005209149,0.21130241797563126,-0.19524969282187382,-0.3352103478410808,0.0,0.4324124853911147,-0.1779609063027196,-0.12118206580828388,-0.82362027232716,-1.0336208555088795,-0.8037462465488987,-0.41896800105352944,-0.6748432566528897,0.706415945695603,-0.25985503119347925,-0.2802070803685768,-1.315362086358636,-1.6129442592700598,-1.446740548570093,-1.452566455321568,-1.2905379789222617,-1.5251895491270173,-1.433242604403121,-1.4457729532722687,-0.998501492297851,-0.6895682596309896,-0.9706490561333011,-0.9757737637448899,-0.8588700733694656,0.8696089622603843,0.22044360744576189,0.6465287428263118,-0.778211161185203,-0.3178430216143355,-1.4368327462606127,-1.3411260785810388,8118.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2009-01-11,-0.6383994784363619,3.8766531791586147,1.7126815211750979,1.0249923671099577,-1.8438872473962533,0.5336333325498626,-0.5679108340363253,-0.8530134210716095,-0.27458622223833884,-0.6200080287646124,-0.1297305997854612,0.4824142804983823,-0.711131707664612,-0.2671647349971897,-0.7940632234610582,-1.0846505847158312,-0.6718410567636846,0.31450415046051206,-0.30247839730915554,-0.5046491601000573,0.0,0.4324124853911147,0.8452551971859739,-0.12118206580828388,-0.82362027232716,-0.6429370739284106,-0.6775805427073518,-0.9069018022366419,-1.0404789300399413,-0.9909416325962143,-1.0338853688509442,-0.8897741162718312,-1.315362086358636,-1.5150784319631962,-1.4021060974755963,-1.3591904573790186,-1.4748287007149026,-1.7266356394620002,-1.638559031777273,-1.5895510055890998,-0.7758985022666937,-0.5324988389605415,-0.8842374573734091,-0.9757737637448899,0.9568313814726143,0.45853046705188716,0.9190263316376986,0.9287211897225717,0.3567097820254225,0.8549388683237452,0.5616937786428923,0.5423584758314507,13247.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2009-01-12,-0.6383994784363619,-0.1009486023012217,0.3223126253763916,0.35675603452375215,-1.8438872473962533,-1.239952013748056,-1.2437352411780742,-0.8530134210716095,1.411721116901733,-0.7819568690515097,0.030292980356816924,0.4824142804983823,-0.8381963800127109,-1.4325913269086257,-1.3232080250661664,-1.227687347611168,-0.967714698007313,-0.23590508945885216,-0.5066312400104399,-0.53288896214322,0.0,-0.45285016772144226,-0.440324009761359,-0.12118206580828388,0.44299884401581435,-0.2522532923479416,0.6242201287486103,0.5568996013126954,-0.309207583265838,-0.4251557731656085,-0.4771789336896138,-0.2802070803685768,-1.2243736638066456,-1.5150784319631962,-1.3723497967459317,-1.452566455321568,-1.4748287007149026,-1.424466503959526,-1.4875910704727495,-1.6854030404669873,-0.3306925222043792,-0.375429418290093,-0.7072498454555599,-0.6991382138277082,2.2537609920741,0.45853046705188716,1.6176090558296354,1.2109136366188316,0.3567097820254225,-0.3178430216143355,-0.4375694838088602,-0.3993838013747941,19622.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-14,0.37819269801474814,4.599853503060403,2.546902858654335,2.695583198575471,-1.8438872473962533,1.2430674710690301,-0.6490097628933352,-0.8530134210716095,-0.4619537043650135,-0.6604952388363368,-0.36214579951591597,0.10200889007185598,-0.584067035316513,1.035370867727356,-0.1478126051072775,-0.5125035331344352,1.1773692010089933,0.5209076154302736,0.4953602983050604,0.37078470323798807,0.0,-0.45285016772144226,-0.440324009761359,-0.12118206580828388,-0.82362027232716,-1.0336208555088795,-1.314143866635157,-1.3948356034197544,-1.0404789300399413,-0.4251557731656085,-0.5605360469758022,-0.2802070803685768,-1.315362086358636,-1.6129442592700598,-1.486415616209646,-1.5459424532641173,-1.3826833398185823,-1.5251895491270173,-1.439281322855302,-1.3019949009554377,-0.5532955122355364,-0.9251723906366622,-0.8946484933685771,-0.6991382138277082,-0.5994841512491684,0.45853046705188716,-0.4781391167461749,-0.20004859786246773,-0.778211161185203,0.8549388683237452,0.5616937786428923,0.5423584758314507,22131.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-01-23,1.3947848744658582,1.3454520455023549,1.351185608267473,1.0249923671099577,-0.9620521821848443,-0.5305178752288887,-0.5949438103219955,-0.5305031285696774,2.5359260096617806,-0.6200080287646124,0.38463090781471,0.693750608513119,-1.0923257247089089,-1.7753638539414012,-1.6875372327287024,-1.5137608734018615,-0.5978726464527775,0.8649133903798762,0.30998013079469783,0.20134589097901154,0.0,-0.45285016772144226,-0.440324009761359,-0.12118206580828388,0.44299884401581435,1.3104818339739346,1.2894574762767674,1.5327672036789204,-1.0404789300399413,-0.4251557731656085,-0.5069493312918241,-0.2802070803685768,-0.6784431284947025,-0.7321518135082888,-0.772264398697696,-0.7989344697237225,-1.106247257129621,-1.0215743232895598,-1.0890356526288076,-0.9185867614438877,-0.7758985022666937,-0.9251723906366622,-1.0518551368956086,-1.1140915387034807,-0.8588700733694656,0.8696089622603843,0.22044360744576189,0.6465287428263118,1.491630725236048,0.8549388683237452,1.5609570410946447,1.4841007530376955,4158.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2009-01-24,1.3947848744658582,3.153452855256827,3.3255094403016456,3.697937697454779,-0.9620521821848443,0.5336333325498626,0.24307845453377427,0.11451745643418705,0.10014874201501046,-0.5390336086211636,-0.2973743504107111,-0.1515947035458281,-0.711131707664612,-0.5413827566234102,-0.5425025800750177,-0.3694667702390888,-0.8197778773854988,-0.09830277947901112,-0.08339274479690967,-0.1375317335389415,0.0,-0.45285016772144226,-0.440324009761359,-0.12118206580828388,0.44299884401581435,0.9197980523934655,0.7274466137098761,1.5327672036789204,-0.309207583265838,-0.4251557731656085,-0.06039336725867078,0.12617094356692618,-0.587454705942712,-0.8300176408151523,-0.7325893310581434,-0.7989344697237225,-1.106247257129621,-1.2230204136245428,-1.1856551478637025,-1.3019949009554377,-0.3306925222043792,-1.0822418113071104,-1.0227042361091392,-0.9757737637448899,-0.8588700733694656,-2.007940504199096,-1.52601320303408,-1.0466259385512473,-0.778211161185203,-0.3178430216143355,-0.4375694838088602,-0.3993838013747941,3583.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2009-02-13,-0.6383994784363619,2.7918526933059318,2.7040749947011404,3.0297013648685738,-1.8438872473962533,-0.17580080596930506,-1.0027891481971027,-1.498034006075474,-0.4619537043650135,-0.2556231381190931,0.33841291727673134,0.693750608513119,-0.20287301827221588,0.4869348244749157,-0.6818603877678792,-0.8939349008553594,3.174516279403486,1.1401180103395585,2.3401108621559126,2.2628514401298925,0.0,-0.45285016772144226,-0.440324009761359,-0.12118206580828388,-0.82362027232716,-0.6429370739284106,-0.8496246843094613,-1.3948356034197544,-1.0404789300399413,-0.9909416325962143,-1.6709718775382425,-2.3120972000460918,-0.40547786083873094,-0.2428226769739716,-0.2713666697483425,-0.33205448001097576,-0.92195653533698,-1.1222973684570512,-1.0044935942982745,-1.0144387963217751,-1.4437074723601655,-1.2393112319775588,-1.2382126812091092,-1.0449326512241854,-0.34009822912887133,0.8696089622603843,0.5697349695417303,0.6465287428263118,-0.778211161185203,0.8549388683237452,-0.4375694838088602,-0.3993838013747941,206.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2009-02-14,0.37819269801474814,2.0686523694041434,2.157599567830713,2.0273468659892657,0.8016179482379742,1.2430674710690301,0.6756060751044937,0.43702774893611873,-0.6493211864916881,-0.8224440791232341,-0.6631425335930616,-0.23612923475172293,-0.329937690620315,0.1441622974421406,0.1731440778335349,0.3457170442376445,1.7691164834962503,1.4497232077942008,1.8915780156299378,1.9239738156119395,0.0,-0.45285016772144226,-0.440324009761359,-0.12118206580828388,-0.82362027232716,-0.6429370739284106,-0.5972932766263673,-0.41896800105352944,-1.406114603426993,-0.4251557731656085,-1.2928878279901732,-1.0929631282395826,-0.13251259318275943,-0.2428226769739716,-0.09282886537035484,-0.05192648618332773,-0.737665813544339,-0.5179590974521022,-0.6663253609761419,-0.8227347265660003,-1.221104482329008,-1.0822418113071104,-1.2819390323888133,-1.2524093136620715,-0.8588700733694656,0.8696089622603843,0.22044360744576189,0.6465287428263118,0.3567097820254225,-0.3178430216143355,0.5616937786428923,0.5423584758314507,8553.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2009-02-15,-1.654991654887472,2.0686523694041434,0.4057347591243154,-0.31148029806245336,-1.8438872473962533,1.2430674710690301,-0.703075715464675,-1.498034006075474,-0.6493211864916881,-0.579520818692888,-0.042098639231359404,0.6092160773072245,-0.711131707664612,-0.4042737458102999,-1.0716473816801262,-1.1800084266460527,-0.5239042361418703,0.48650703793531336,0.17387823566050864,-0.024572525366290482,0.0,-0.45285016772144226,-0.440324009761359,-0.12118206580828388,-0.82362027232716,-0.6429370739284106,-0.734928589908055,-0.9069018022366419,-1.406114603426993,-0.4251557731656085,-1.5876147642520535,-1.7025301641428372,-0.13251259318275943,-0.2428226769739716,-0.1721790006494603,-0.14530248412587707,-0.27693900906273683,-0.21578996194962766,-0.2738086615843809,-0.43932658705445043,-1.221104482329008,-1.1607765216423345,-1.3683506311487046,-1.321568201141367,-0.8588700733694656,0.8696089622603843,0.22044360744576189,0.6465287428263118,0.3567097820254225,0.8549388683237452,0.5616937786428923,0.5423584758314507,4729.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
