timestamp,highest temperature_min,highest temperature_max,highest temperature_mean,highest temperature_median
2009-07-03,34.0,36.0,35.78947368421053,36.0
2009-07-04,31.0,36.0,34.1578947368421,36.0
2009-07-05,31.0,36.0,32.1578947368421,32.0
2009-07-06,30.0,34.0,32.31578947368421,32.0
2009-07-07,32.0,36.0,34.473684210526315,35.0
2009-07-08,35.0,37.0,35.89473684210526,35.0
2009-07-09,31.0,37.0,33.8421052631579,35.0
2009-07-10,31.0,35.0,32.73684210526316,34.0
2009-07-11,31.0,34.0,33.526315789473685,34.0
2009-07-12,31.0,34.0,32.89473684210526,34.0
2009-07-13,30.0,34.0,31.263157894736842,31.0
2009-07-14,30.0,31.0,30.473684210526315,30.0
2009-07-15,30.0,31.0,30.157894736842106,30.0
2009-07-16,30.0,31.0,30.36842105263158,30.0
2009-07-17,30.0,33.0,32.0,32.0
2009-07-18,31.0,33.0,32.10526315789474,32.0
2009-07-19,31.0,33.0,31.31578947368421,31.0
2009-07-20,29.0,31.0,29.57894736842105,30.0
2009-07-21,29.0,32.0,29.473684210526315,29.0
2009-07-22,29.0,31.0,29.789473684210527,30.0
2009-07-23,29.0,31.0,29.789473684210527,29.0
2009-07-24,28.0,31.0,29.157894736842106,29.0
2009-07-25,28.0,31.0,29.842105263157894,30.0
2009-07-26,29.0,30.0,29.473684210526315,29.0
2009-07-27,27.0,30.0,28.0,28.0
2009-07-28,26.0,28.0,27.105263157894736,28.0
2009-07-29,26.0,29.0,28.05263157894737,28.0
2009-07-30,28.0,29.0,28.789473684210527,29.0
2009-07-31,27.0,29.0,28.263157894736842,29.0
2009-08-01,25.0,29.0,27.210526315789473,28.0
2009-08-02,25.0,29.0,26.94736842105263,28.0
2009-08-03,26.0,30.0,28.473684210526315,29.0
2009-08-04,27.0,30.0,29.157894736842106,29.0
2009-08-05,29.0,30.0,29.57894736842105,30.0
2009-08-06,28.0,30.0,29.105263157894736,29.0
2009-08-07,28.0,30.0,29.157894736842106,29.0
2009-08-08,28.0,29.0,28.05263157894737,28.0
2009-08-09,25.0,29.0,27.263157894736842,28.0
2009-08-10,24.0,29.0,26.526315789473685,28.0
2009-08-11,23.0,28.0,26.842105263157894,27.0
2009-08-12,26.0,28.0,27.31578947368421,28.0
2009-08-13,27.0,29.0,28.210526315789473,28.0
2009-08-14,28.0,29.0,28.63157894736842,29.0
2009-08-15,26.0,29.0,27.42105263157895,28.0
2009-08-16,25.0,28.0,25.94736842105263,26.0
2009-08-17,25.0,26.0,25.157894736842106,25.0
2009-08-18,25.0,26.0,25.157894736842106,25.0
2009-08-19,19.0,25.0,23.0,25.0
2009-08-20,18.0,24.0,21.05263157894737,23.0
2009-08-21,19.0,26.0,23.68421052631579,24.0
2009-08-22,24.0,27.0,25.842105263157894,26.0
2009-08-23,26.0,27.0,26.842105263157894,27.0
2009-08-24,26.0,27.0,26.42105263157895,26.0
2009-08-25,25.0,27.0,26.31578947368421,27.0
2009-08-26,26.0,28.0,27.210526315789473,27.0
2009-08-27,28.0,28.0,28.0,28.0
2009-08-28,28.0,28.0,28.0,28.0
2009-08-29,25.0,29.0,27.473684210526315,28.0
2009-08-30,24.0,28.0,25.105263157894736,25.0
2009-08-31,24.0,27.0,25.736842105263158,26.0
2009-09-01,22.0,28.0,25.36842105263158,27.0
2009-09-02,22.0,28.0,22.94736842105263,22.0
2009-09-03,18.0,22.0,20.526315789473685,22.0
2009-09-04,16.0,22.0,18.526315789473685,19.0
2009-09-05,16.0,21.0,19.736842105263158,20.0
2009-09-06,19.0,21.0,20.263157894736842,20.0
2009-09-07,20.0,25.0,21.894736842105264,20.0
2009-09-08,19.0,25.0,22.94736842105263,22.0
2009-09-09,22.0,25.0,22.68421052631579,22.0
2009-09-10,18.0,22.0,20.526315789473685,22.0
2009-09-11,18.0,22.0,18.842105263157894,18.0
2009-09-12,18.0,20.0,18.736842105263158,18.0
2009-09-13,18.0,21.0,20.05263157894737,20.0
2009-09-14,20.0,22.0,21.05263157894737,21.0
2009-09-15,20.0,22.0,21.42105263157895,22.0
2009-09-16,21.0,23.0,21.94736842105263,22.0
2009-09-17,22.0,23.0,22.157894736842106,22.0
2009-09-18,22.0,24.0,23.05263157894737,23.0
2009-09-19,22.0,24.0,22.789473684210527,23.0
2009-09-20,21.0,23.0,21.57894736842105,21.0
2009-09-21,21.0,23.0,21.842105263157894,22.0
2009-09-22,15.0,23.0,19.526315789473685,21.0
2009-09-23,15.0,22.0,16.842105263157894,17.0
2009-09-24,15.0,17.0,16.473684210526315,17.0
2009-09-25,16.0,18.0,17.05263157894737,17.0
2009-09-26,16.0,18.0,17.05263157894737,18.0
2009-09-27,17.0,21.0,18.31578947368421,17.0
2009-09-28,18.0,21.0,19.789473684210527,19.0
2009-09-29,19.0,22.0,19.68421052631579,19.0
2009-09-30,19.0,20.0,19.157894736842106,19.0
2009-10-01,18.0,20.0,19.42105263157895,20.0
2009-10-02,18.0,20.0,18.31578947368421,18.0
2009-10-03,16.0,19.0,17.63157894736842,18.0
2009-10-04,15.0,18.0,16.157894736842106,16.0
2009-10-05,14.0,17.0,14.526315789473685,14.0
2009-10-06,13.0,16.0,14.31578947368421,14.0
2009-10-07,13.0,16.0,15.368421052631579,16.0
2009-10-08,15.0,16.0,15.368421052631579,15.0
2009-10-09,15.0,16.0,15.421052631578947,15.0
2009-10-10,13.0,15.0,14.473684210526315,15.0
2009-10-11,5.0,15.0,10.368421052631579,13.0
2009-10-12,5.0,14.0,9.368421052631579,13.0
2009-10-13,5.0,16.0,13.31578947368421,15.0
2009-10-14,12.0,16.0,14.157894736842104,14.0
2009-10-15,5.0,16.0,9.631578947368421,11.0
2009-10-16,5.0,12.0,6.105263157894737,5.0
2009-10-17,4.0,6.0,4.947368421052632,5.0
2009-10-18,4.0,10.0,6.947368421052632,6.0
2009-10-19,6.0,16.0,11.578947368421053,10.0
2009-10-20,10.0,18.0,15.789473684210526,16.0
2009-10-21,16.0,18.0,17.31578947368421,17.0
2009-10-22,6.0,17.0,12.894736842105264,16.0
2009-10-23,7.0,17.0,10.421052631578947,12.0
2009-10-24,7.0,13.0,10.473684210526315,10.0
2009-10-25,9.0,13.0,10.052631578947368,10.0
2009-10-26,8.0,10.0,8.736842105263158,8.0
2009-10-27,7.0,10.0,8.631578947368421,10.0
2009-10-28,7.0,10.0,8.368421052631579,8.0
2009-10-29,5.0,10.0,7.0,7.0
2009-10-30,4.0,7.0,4.894736842105263,5.0
2009-10-31,4.0,8.0,6.0,6.0
2009-11-01,0.0,7.0,4.052631578947368,6.0
2009-11-02,-1.0,6.0,0.8947368421052632,1.0
2009-11-03,-1.0,7.0,2.6842105263157894,1.0
2009-11-04,1.0,7.0,6.052631578947368,7.0
2009-11-05,6.0,9.0,7.315789473684211,7.0
2009-11-06,7.0,12.0,9.578947368421053,9.0
2009-11-07,8.0,12.0,10.578947368421053,10.0
2009-11-08,4.0,12.0,7.631578947368421,9.0
2009-11-09,4.0,9.0,5.894736842105263,7.0
2009-11-10,4.0,7.0,5.947368421052632,6.0
2009-11-11,6.0,11.0,7.631578947368421,6.0
2009-11-12,6.0,12.0,10.368421052631579,11.0
2009-11-13,11.0,12.0,11.631578947368421,12.0
2009-11-14,4.0,13.0,9.421052631578947,12.0
2009-11-15,4.0,12.0,5.2631578947368425,4.0
2009-11-16,3.0,4.0,3.8421052631578947,4.0
2009-11-17,3.0,6.0,4.2631578947368425,4.0
2009-11-18,3.0,9.0,6.684210526315789,7.0
2009-11-19,6.0,9.0,7.157894736842105,6.0
2009-11-20,6.0,9.0,7.105263157894737,7.0
2009-11-21,7.0,8.0,7.842105263157895,8.0
2009-11-22,5.0,8.0,6.894736842105263,8.0
2009-11-23,3.0,8.0,4.7368421052631575,5.0
2009-11-24,3.0,6.0,4.421052631578948,5.0
2009-11-25,3.0,8.0,6.684210526315789,7.0
2009-11-26,7.0,8.0,7.684210526315789,8.0
2009-11-27,-2.0,7.0,3.6842105263157894,7.0
2009-11-28,-2.0,8.0,1.7894736842105263,4.0
2009-11-29,-2.0,6.0,3.789473684210526,4.0
2009-11-30,4.0,6.0,5.684210526315789,6.0
2009-12-01,6.0,8.0,6.526315789473684,6.0
2009-12-02,6.0,8.0,6.894736842105263,7.0
2009-12-03,5.0,7.0,6.473684210526316,7.0
2009-12-04,4.0,8.0,6.052631578947368,7.0
2009-12-05,6.0,9.0,7.105263157894737,7.0
2009-12-06,3.0,8.0,5.421052631578948,6.0
2009-12-07,3.0,6.0,4.421052631578948,5.0
2009-12-08,4.0,6.0,5.2105263157894735,5.0
2009-12-09,4.0,6.0,4.894736842105263,5.0
2009-12-10,2.0,5.0,3.210526315789474,3.0
2009-12-11,2.0,4.0,2.8947368421052633,3.0
2009-12-12,1.0,4.0,2.9473684210526314,3.0
2009-12-13,3.0,4.0,3.736842105263158,4.0
2009-12-14,4.0,5.0,4.368421052631579,4.0
2009-12-15,5.0,6.0,5.7894736842105265,6.0
2009-12-16,6.0,7.0,6.368421052631579,6.0
2009-12-17,4.0,7.0,5.894736842105263,6.0
2009-12-18,4.0,7.0,5.368421052631579,6.0
2009-12-19,5.0,8.0,6.368421052631579,6.0
2009-12-20,5.0,10.0,8.0,8.0
2009-12-21,8.0,12.0,10.105263157894736,10.0
2009-12-22,8.0,11.0,9.736842105263158,10.0
2009-12-23,9.0,12.0,11.0,11.0
2009-12-24,5.0,12.0,9.578947368421053,11.0
2009-12-25,7.0,12.0,9.157894736842104,9.0
2009-12-26,8.0,9.0,8.842105263157896,9.0
2009-12-27,8.0,10.0,8.947368421052632,9.0
2009-12-28,7.0,10.0,8.31578947368421,9.0
2009-12-29,7.0,9.0,7.526315789473684,7.0
2009-12-30,5.0,8.0,6.631578947368421,7.0
2009-12-31,3.0,8.0,5.285714285714286,5.0
