date,sulfur_0,sulfur_1,carbon_0,carbon_1,nitrogen_0,nitrogen_1,nitrogen_2,ozone_0,ozone_1,ozone_2,pm10_0,pm10_1,rainfall_0,rainfall_1,rainfall_2,highest temperature_0,highest temperature_1,lowest temperature_0,lowest temperature_1,precipitation_0,precipitation_1,precipitation_2,humidity_0,humidity_1,visitor
2008-10-01,-1.0954333023996823,-0.4485655031720569,-0.7141588669925047,1.5269684693767518,-0.21447876304781074,0.17045115221158622,-0.11466848445379212,-0.7455153622087507,-0.894312909885818,0.5894514617457507,0.24280543490075363,0.379003296892295,-0.7881768182915734,0.12200526064767682,0.08736211060544449,0.23201084783525397,-0.36062771134945376,0.524890098715526,0.5576142236177701,-0.014112188175049514,0.10462336534118079,-0.1882476756364277,0.28928394124134377,0.03923079967421188,11483
2008-10-02,-0.2781265046507554,0.688211770974142,-2.139044563588754,1.1940133788663538,0.01616425689768859,-0.21651801478331067,-0.24403369987747775,0.37561822908387954,-1.5895841266536155,0.8603756902718737,-0.5090332840479803,-0.38580127043756574,-0.7926161936916706,0.12321086061487403,0.08788107089864972,0.24386089125619043,-0.21482353481670682,0.7129505390581253,0.3403427918424818,-0.19304109049729568,0.20447144821682806,0.06551572209013341,0.37247777875174104,0.10121596653154791,14012
2008-10-03,0.4228138838617133,-0.34093057800776727,-1.7113012661280558,0.12849009955640914,-0.0761116077262772,-1.2657168268747603,-0.18921993621195454,0.5278694688223875,-1.613357740422534,0.8556550327487331,0.10663895254948685,0.011800935930926355,-0.36041606133698567,-0.049669533618671574,-0.11030419211365729,0.35118178772151515,-0.2915405351199492,0.8042980539438508,-0.17106072005431158,0.11292179872491248,0.009302100180978374,0.11632649944947394,-0.4935645718325496,0.2873472359896258,58660
2008-10-04,0.822229222504055,-0.31044813908030094,-1.4251923752381572,0.2592661581134279,0.13109210383522324,-0.2986912468396694,-0.12624026897693358,-0.09644302453110225,-1.2540241894252633,0.7274312986552042,0.1292738890336266,-0.046616866501031556,-0.33780082927472643,0.018554280296117553,0.08941634890107043,0.42517577417149804,-0.3170363396933629,0.7957941491453482,-0.40005321640188213,-0.19224525557807054,-0.5455061518040647,0.024099300089234187,-0.7667621444767596,0.26767623250331035,38961
2008-10-05,1.2260371436911779,-0.6753165196657065,-1.2999312179426943,0.22597018205738814,0.17451756773921653,0.9041152332263079,-0.059127872160087025,0.1412651295045757,-1.4611612967859338,0.8406260207026212,0.36694086026970163,-0.14317664016612824,0.11760165665492886,-0.06656150278930327,0.1105987904885353,0.609608798342821,-0.1640148503213481,0.787810898566748,-0.007264070085205018,-0.7109359264131591,-0.3166645514686293,-0.03134875848164988,-0.3403786690666807,0.12618532487738027,34852
2008-10-06,0.425114749270795,0.006539544137824355,-1.704778183929251,0.8994890813009836,-0.09146379517731033,0.5239900917187875,-0.11770138381564096,0.4360297385852186,-1.0193253218696834,0.31092631347083255,0.4885578627551011,-0.9090537011933025,-0.6347220596899013,0.08492104354539826,0.07921652469431179,0.762126278011141,-0.002259016369384417,0.8895513054873652,0.5047289500315355,-0.1289332177744433,0.06935734973716334,0.1851348302522165,-0.2180049345338046,-0.025547133425211085,8374
2008-10-07,-1.1327956285180576,0.19069964976456766,-2.056551384720832,0.4947034319068308,0.5088922235789892,-0.7048010829608269,-0.23326730364408962,-0.6643283689913524,-0.5232854589071009,0.17299047181116858,-0.5846198944406215,-0.32622612535323003,0.364622597685375,-0.09134616596429215,0.2072850969601793,0.7967928264829578,-0.07225691613609118,0.8564725668368652,-0.2590403495081663,-0.2022097126965182,-0.20010794422622605,-0.06365363759826961,-0.29060434325358786,0.03434227338037252,13540
2008-10-08,-1.0835809943000378,0.21895991905734302,-2.6830743795884784,1.1260727862538265,-0.04434606882988938,0.5423044985759929,-0.10122747080668783,-0.39498704545331154,-0.9116755156430821,0.454215452237949,-1.4521577240852035,0.9011214369673957,-0.6133839175249322,0.040024283865484504,-0.033186215310173954,0.9009735926997652,0.030790510696138612,1.098025264201275,0.33028305632462035,-0.012844943257589355,-0.6216311777495158,-0.42201815050706526,-0.36660395108390087,0.2531971823607026,13507
2008-10-09,-0.8640492160543612,-0.5393706736925414,-2.2209827395656254,0.8021029526374464,1.117501900902382,-0.4320689711302316,0.007913906155187982,-1.197994103470342,-0.5222252147174209,0.36971430866019067,-0.7156904113819023,0.070906391304843,0.43262899043089864,0.15551192197799968,0.1691430946356699,0.9230656383951412,-0.09006115886618908,1.0748270132696078,0.06640502307803693,0.5802997783671118,-0.3187113246763801,-0.4001505678213858,-0.41660231724708835,0.16229090978830465,15938
2008-10-10,2.3726683919753473,1.2380623532656567,-1.788904809714334,1.624660642828624,0.6770084695955925,1.3623875308312512,0.04760243273715779,0.9808281042160943,-1.1649106003812737,0.19176978231115197,0.7996801006127631,1.5294694548819123,2.021525123460005,4.628444109945132,-0.55122624268052,0.9726307637382482,-0.36860952447049483,1.1111972970136972,-0.28600304654466147,0.6672627799607315,-0.382429162462806,0.23197623110348653,-0.2138920064813155,0.7193714633928145,18154
2008-10-11,-0.18305808671132212,-0.9579333793832753,-2.6935753925081514,1.5165759739842202,-0.36135654416866436,0.42758217344647953,0.0537266203305779,-0.7885686929134785,-0.4570363398499364,0.1445291262715609,-0.961558448610951,0.620091618749943,0.7627622588035572,-0.16441555060749619,0.24463223386747646,0.9938356384708661,-0.4086033246946373,1.09069420836231,-0.40754785052860276,-0.13175439674067663,-0.3370196312343048,0.06884079003728166,-0.5616190752361645,0.46158543876389946,34177
2008-10-12,0.5973305215930529,-0.9404569132077241,-2.3490734662449597,1.3206564531704754,0.3143013986514544,-0.3352613115055816,-0.16319074322414082,-0.9920672243496264,-0.7084961669254564,0.4538622915764577,-1.1142062488998499,0.3196229995751224,0.28183181125719964,-0.07371027213945452,0.22218852979832476,0.992067413470044,-0.49929770952398267,1.3151156112278977,-0.19345845084154287,-0.5005426650561369,-0.26622455050268856,0.14613290543819585,-0.14729435565773158,0.006204153609815575,39258
2008-10-13,1.20410419435155,-0.699624368130404,-1.7562618634375744,0.7807135694855442,1.9216010900226643,-0.38254726789071924,-0.22430346606371387,-1.532441249697319,-0.320166048248122,0.26256418176615437,-0.5299974628412168,-0.12202212386041578,-0.4984978558752978,-0.016127149600517466,-0.11207440402424503,1.0423922892382136,-0.37479247760342665,1.2269406921459496,-0.07925270826151007,0.12225660827790441,-0.29347923830041284,-0.1465246505135957,-0.5292079716394817,-0.18820384731239923,16690
2008-10-14,1.5356998027964441,-1.43191001742575,-1.6117819872053858,1.5988938431469144,1.5352602015849324,0.06576287356881855,0.007142098556701986,-0.24749592841802134,-1.2108130298203805,0.7319683726120821,-0.20067688143420412,0.4347412096821766,-0.3620317085116596,-0.06782562086641226,-0.17093675698980992,1.1061321243062374,-0.4226343168744338,1.1201490206916453,0.10467835805279022,0.07866979183921234,-0.0914848453112332,0.24175318132031043,-1.2071052155079733,0.3027242784468199,11237
2008-10-15,2.073648771190678,-0.8881509487705537,-0.63022768610275,0.7245848480773354,1.9653309102798846,-0.2765183164526048,-0.1901180410460487,0.07703319430334324,-1.6266313877268357,0.9557623245466159,2.6847395238004017,-0.022439322451682748,-0.841635606537752,0.1443246204090963,0.1139640227814452,1.3233336421753021,0.025905824885424696,1.4045309657745888,0.49800974095217054,-1.3685654196805073,0.04456142714161842,0.24327162228851165,-1.5231908030963865,0.5277316202760646,7811
2008-10-16,1.999483586345679,-1.3564874601986658,0.33839701638982117,-0.10409056820590991,2.5496381433659665,1.286374831346212,0.10242414197844528,-0.3142020700230068,-1.33205191923912,0.7877060302566763,5.023377729703466,-1.3628568427151144,-0.7644874941865525,0.11479901563337584,0.08206201453966509,1.3378644029447175,-0.08238003005670853,1.3699864424324848,-0.06708471250812313,-1.1282286836238784,0.1531651809309635,0.06116828179244362,-1.105310668351182,0.07396625697046623,21196
2008-10-17,0.44343923147114134,0.07109564445276247,2.189000457763955,-1.0474641802482696,5.277142375029495,0.7876680958353185,0.10056740813036309,-1.86152103339384,-0.15873055419647078,0.20452436304000843,6.381797897511701,-3.529284396318399,-0.7842008891848217,0.11953224416684971,0.0832231715460876,1.3499706512001455,-0.1699588909429622,1.4656837512902006,0.32123608335028103,-0.3696964200963507,-0.16945648237610364,0.015959463653010823,-0.08623639916546848,0.2079838135238222,20739
