year,month, format: day,hour,forecast,value  location:60_124 Start : 20090101 ,date,addDate,timeStamp
,0,,,,,,,
2009,1,1,200,4,35,2009-01-01,0,2009-01-01
2009,1,1,200,7,45,2009-01-01,0,2009-01-01
2009,1,1,200,10,55,2009-01-01,0,2009-01-01
2009,1,1,200,13,55,2009-01-01,0,2009-01-01
2009,1,1,200,16,60,2009-01-01,0,2009-01-01
2009,1,1,200,19,65,2009-01-01,0,2009-01-01
2009,1,1,200,22,55,2009-01-01,1,2009-01-02
2009,1,1,200,25,35,2009-01-01,1,2009-01-02
2009,1,1,200,28,25,2009-01-01,1,2009-01-02
2009,1,1,200,31,35,2009-01-01,1,2009-01-02
2009,1,1,200,34,50,2009-01-01,1,2009-01-02
2009,1,1,200,37,55,2009-01-01,1,2009-01-02
2009,1,1,200,40,65,2009-01-01,1,2009-01-02
2009,1,1,200,43,65,2009-01-01,1,2009-01-02
2009,1,1,200,46,65,2009-01-01,2,2009-01-03
2009,1,1,200,49,45,2009-01-01,2,2009-01-03
2009,1,1,500,4,45,2009-01-01,0,2009-01-01
2009,1,1,500,7,55,2009-01-01,0,2009-01-01
2009,1,1,500,10,55,2009-01-01,0,2009-01-01
2009,1,1,500,13,60,2009-01-01,0,2009-01-01
2009,1,1,500,16,65,2009-01-01,0,2009-01-01
2009,1,1,500,19,55,2009-01-01,1,2009-01-02
2009,1,1,500,22,35,2009-01-01,1,2009-01-02
2009,1,1,500,25,25,2009-01-01,1,2009-01-02
2009,1,1,500,28,35,2009-01-01,1,2009-01-02
2009,1,1,500,31,50,2009-01-01,1,2009-01-02
2009,1,1,500,34,55,2009-01-01,1,2009-01-02
2009,1,1,500,37,65,2009-01-01,1,2009-01-02
2009,1,1,500,40,65,2009-01-01,1,2009-01-02
2009,1,1,500,43,65,2009-01-01,2,2009-01-03
2009,1,1,500,46,45,2009-01-01,2,2009-01-03
2009,1,1,800,4,50,2009-01-01,0,2009-01-01
2009,1,1,800,7,60,2009-01-01,0,2009-01-01
2009,1,1,800,10,60,2009-01-01,0,2009-01-01
2009,1,1,800,13,60,2009-01-01,0,2009-01-01
2009,1,1,800,16,60,2009-01-01,1,2009-01-02
2009,1,1,800,19,30,2009-01-01,1,2009-01-02
2009,1,1,800,22,30,2009-01-01,1,2009-01-02
2009,1,1,800,25,30,2009-01-01,1,2009-01-02
2009,1,1,800,28,40,2009-01-01,1,2009-01-02
2009,1,1,800,31,50,2009-01-01,1,2009-01-02
2009,1,1,800,34,60,2009-01-01,1,2009-01-02
2009,1,1,800,37,70,2009-01-01,1,2009-01-02
2009,1,1,800,40,60,2009-01-01,2,2009-01-03
2009,1,1,800,43,40,2009-01-01,2,2009-01-03
2009,1,1,800,46,40,2009-01-01,2,2009-01-03
2009,1,1,800,49,50,2009-01-01,2,2009-01-03
2009,1,1,800,52,60,2009-01-01,2,2009-01-03
2009,1,1,800,55,60,2009-01-01,2,2009-01-03
2009,1,1,1100,4,60,2009-01-01,0,2009-01-01
2009,1,1,1100,7,60,2009-01-01,0,2009-01-01
2009,1,1,1100,10,60,2009-01-01,0,2009-01-01
2009,1,1,1100,13,60,2009-01-01,1,2009-01-02
2009,1,1,1100,16,30,2009-01-01,1,2009-01-02
2009,1,1,1100,19,30,2009-01-01,1,2009-01-02
2009,1,1,1100,22,30,2009-01-01,1,2009-01-02
2009,1,1,1100,25,40,2009-01-01,1,2009-01-02
2009,1,1,1100,28,50,2009-01-01,1,2009-01-02
2009,1,1,1100,31,60,2009-01-01,1,2009-01-02
2009,1,1,1100,34,70,2009-01-01,1,2009-01-02
2009,1,1,1100,37,60,2009-01-01,2,2009-01-03
2009,1,1,1100,40,40,2009-01-01,2,2009-01-03
2009,1,1,1100,43,40,2009-01-01,2,2009-01-03
2009,1,1,1100,46,50,2009-01-01,2,2009-01-03
2009,1,1,1100,49,60,2009-01-01,2,2009-01-03
2009,1,1,1100,52,60,2009-01-01,2,2009-01-03
2009,1,1,1400,4,60,2009-01-01,0,2009-01-01
2009,1,1,1400,7,60,2009-01-01,0,2009-01-01
2009,1,1,1400,10,60,2009-01-01,1,2009-01-02
2009,1,1,1400,13,30,2009-01-01,1,2009-01-02
2009,1,1,1400,16,30,2009-01-01,1,2009-01-02
2009,1,1,1400,19,30,2009-01-01,1,2009-01-02
2009,1,1,1400,22,40,2009-01-01,1,2009-01-02
2009,1,1,1400,25,50,2009-01-01,1,2009-01-02
2009,1,1,1400,28,60,2009-01-01,1,2009-01-02
2009,1,1,1400,31,70,2009-01-01,1,2009-01-02
2009,1,1,1400,34,60,2009-01-01,2,2009-01-03
2009,1,1,1400,37,40,2009-01-01,2,2009-01-03
2009,1,1,1400,40,40,2009-01-01,2,2009-01-03
2009,1,1,1400,43,50,2009-01-01,2,2009-01-03
2009,1,1,1400,46,60,2009-01-01,2,2009-01-03
2009,1,1,1400,49,60,2009-01-01,2,2009-01-03
2009,1,1,1700,4,60,2009-01-01,0,2009-01-01
2009,1,1,1700,7,60,2009-01-01,1,2009-01-02
2009,1,1,1700,10,30,2009-01-01,1,2009-01-02
2009,1,1,1700,13,30,2009-01-01,1,2009-01-02
2009,1,1,1700,16,30,2009-01-01,1,2009-01-02
2009,1,1,1700,19,40,2009-01-01,1,2009-01-02
2009,1,1,1700,22,50,2009-01-01,1,2009-01-02
2009,1,1,1700,25,60,2009-01-01,1,2009-01-02
2009,1,1,1700,28,70,2009-01-01,1,2009-01-02
2009,1,1,1700,31,60,2009-01-01,2,2009-01-03
2009,1,1,1700,34,40,2009-01-01,2,2009-01-03
2009,1,1,1700,37,40,2009-01-01,2,2009-01-03
2009,1,1,1700,40,50,2009-01-01,2,2009-01-03
2009,1,1,1700,43,60,2009-01-01,2,2009-01-03
2009,1,1,1700,46,60,2009-01-01,2,2009-01-03
2009,1,1,2000,4,50,2009-01-01,1,2009-01-02
2009,1,1,2000,7,30,2009-01-01,1,2009-01-02
2009,1,1,2000,10,30,2009-01-01,1,2009-01-02
2009,1,1,2000,13,30,2009-01-01,1,2009-01-02
2009,1,1,2000,16,50,2009-01-01,1,2009-01-02
2009,1,1,2000,19,50,2009-01-01,1,2009-01-02
2009,1,1,2000,22,60,2009-01-01,1,2009-01-02
2009,1,1,2000,25,67,2009-01-01,1,2009-01-02
2009,1,1,2000,28,60,2009-01-01,2,2009-01-03
2009,1,1,2000,31,40,2009-01-01,2,2009-01-03
2009,1,1,2000,34,40,2009-01-01,2,2009-01-03
2009,1,1,2000,37,50,2009-01-01,2,2009-01-03
2009,1,1,2000,40,60,2009-01-01,2,2009-01-03
2009,1,1,2000,43,70,2009-01-01,2,2009-01-03
2009,1,1,2000,46,70,2009-01-01,2,2009-01-03
2009,1,1,2000,49,70,2009-01-01,2,2009-01-03
2009,1,1,2000,52,60,2009-01-01,3,2009-01-04
2009,1,1,2000,55,50,2009-01-01,3,2009-01-04
2009,1,1,2300,4,30,2009-01-01,1,2009-01-02
2009,1,1,2300,7,30,2009-01-01,1,2009-01-02
2009,1,1,2300,10,30,2009-01-01,1,2009-01-02
2009,1,1,2300,13,50,2009-01-01,1,2009-01-02
2009,1,1,2300,16,50,2009-01-01,1,2009-01-02
2009,1,1,2300,19,60,2009-01-01,1,2009-01-02
2009,1,1,2300,22,67,2009-01-01,1,2009-01-02
2009,1,1,2300,25,60,2009-01-01,2,2009-01-03
2009,1,1,2300,28,40,2009-01-01,2,2009-01-03
2009,1,1,2300,31,40,2009-01-01,2,2009-01-03
2009,1,1,2300,34,50,2009-01-01,2,2009-01-03
2009,1,1,2300,37,60,2009-01-01,2,2009-01-03
2009,1,1,2300,40,70,2009-01-01,2,2009-01-03
2009,1,1,2300,43,70,2009-01-01,2,2009-01-03
2009,1,1,2300,46,70,2009-01-01,2,2009-01-03
2009,1,1,2300,49,60,2009-01-01,3,2009-01-04
2009,1,1,2300,52,50,2009-01-01,3,2009-01-04
2009,1,2,200,4,30,2009-01-02,0,2009-01-02
2009,1,2,200,7,30,2009-01-02,0,2009-01-02
2009,1,2,200,10,50,2009-01-02,0,2009-01-02
